File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2010-P-0614-0023_Mutual_Pharmaceutical_Company__Inc___Sidley_Austin.pdf,"Printed and Stamped March 7, 2011",,"Mutual Pharmaceutical Company, Inc.","Sidley Austin LLP represented Mutual Pharmaceutical Company, Inc. The letter was signed by Gary L. Veron, an attorney at Sidley","Section 505(q) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30 and 10.35 (citizen petition procedures)","Consideration of West-Ward Pharmaceutical Corp.'s March 2, 2011 comment, which allegedly lacked the required verification under § 505(q). Mutual requested FDA to remove that comment from the docket","Mutual requested the FDA to remove West-Ward’s March 2, 2011 comment from the docket because it lacked the required verification statement under § 505(q)(1)(I)","Mutual argued that:
- The original citizen petition is subject to § 505(q), and thus any subsequent comments (like West-Ward’s) must include a verification.
- West-Ward’s comment lacked this verification.
- Under the FDCA, the FDA “shall not accept for review” such comments.
- Therefore, to avoid confusion and preserve the administrative record, FDA must disregard and remove the deficient comment",,
FDA-2010-P-0614-0007_Sidley_Austin__LLP__Mutual_Pharmaceutical_Company_.pdf,"Printed and Stamped December 23, 2010",,"Mutual Pharmaceutical Company, Inc.","Represented by Sidley Austin LLP, specifically Gary L. Veron","FDA NDA regulations (e.g., NDA 22-353, 22-352, 22-351)
- No direct citation of 505(q) or 21 C.F.R. § 10.30 in this supplement, but these are known to apply in the broader docket","The petition broadly addresses FDA's treatment of unapproved colchicine products, referencing:
- Open letters from Janet Woodcock
- FDA safety alerts
- NDA reviews and pre-IND meeting documents","Not explicitly stated in this supplemental document, but consistent with the broader docket's theme, the original petition likely requested the FDA to deny competing applications or take action related to unapproved colchicine products. This supplement provides supporting evidence for those requests.","The supplement provides extensive scientific, regulatory, and legal references, including:
- FDA clinical and pharmacology reviews
- Safety alerts on colchicine
- Correspondence regarding related drug dockets
- Medical literature on gout and colchicine efficacy

This serves to bolster the original petition’s stance that certain applications/products should not be approved or allowed market entry based on safety, regulatory precedent, and public health concerns",,
FDA-2010-P-0613-0001_Watson_Laboratories__Inc____Citizen_Petition.pdf,"November 23, 2010; Stamped November 24, 2010",,"Watson Laboratories, Inc.","No external representative or law firm is mentioned. The petition was submitted directly by Kevin Barber, Executive Director, Proprietary Regulatory Affairs at Watson","Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.30 (FDA’s citizen petition regulation)
- 21 C.F.R. §§ 314.94(a)(7), 314.127(a)(6)(i) (ANDA bioequivalence requirements)
- 21 C.F.R. § 320.1(e) and § 320.24(c) (bioavailability and bioequivalence)",The petition urges FDA to apply additional bioequivalence criteria when evaluating any ANDA submitted for a generic version of Watson’s ANDRODERM product. It specifically addresses FDA’s standard reliance on AUC and Cmax in determining bioequivalence,"FDA should not approve any ANDA for generic ANDRODERM unless the sponsor demonstrates:
- Bioequivalence based not only on AUC and Cmax,
- But also on Tmax for testosterone and its major active metabolite, DHT","Watson asserts that:
- ANDRODERM is uniquely designed to replicate the circadian rhythm of testosterone levels in healthy men, with peak levels in the early morning.
- Bioequivalence based solely on AUC and Cmax is insufficient to ensure safety and therapeutic equivalence.
- Tmax is critical for therapeutic efficacy and appropriate dose titration.
- A different Tmax could lead to inappropriate titration, potentially causing overdosing and serious safety risks due to altered testosterone profiles.
- FDA has previously recognized that standard PK criteria are not always sufficient, and in similar cases required additional PK measures like partial AUCs",,
FDA-2010-P-0610-0002_Dr__Richard_F__Edlich___Citizen_Petition.pdf,"Stamped November 23, 2010",,"Dr. Richard F. Edlich, MD, PhD — Distinguished Professor Emeritus of Plastic Surgery, Biomedical Engineering, and Emergency Medicine at the University of Virginia Health System",No representation. Petition was submitted personally by Dr. Edlich and not through a law firm or third party,"21 C.F.R. § 10.30 (Citizen petition regulation)
- 21 C.F.R. § 5.10 (Delegation of authority)
- 21 C.F.R. §§ 872.3920, 872.3070, 872.3060, 872.3200 (Device classification regulations for dental materials including mercury, amalgams, and tooth bonding agents)","FDA’s classification of dental amalgam and liquid mercury as Class II medical devices, and its regulatory inaction on reclassifying them despite associated health concerns","The petitioner requests FDA to revise the classification of dental restorative materials and liquid mercury, particularly dental amalgam, and reclassify them to a more restrictive category due to their associated health risks","Health Concerns: Mercury is neurotoxic and has been linked to a wide range of health issues including MS, autism, Alzheimer’s, cardiovascular issues, and kidney damage.
- Environmental Impact: Mercury from dental offices contributes significantly to environmental contamination and enters aquatic ecosystems, leading to methylmercury accumulation in seafood.
- Legal and Regulatory Developments: References a lawsuit settlement with FDA (2008) that prompted revisions to its public stance on mercury amalgam. Despite this, mercury fillings are still classified as Class II devices.
- International Perspective: Notes that other countries follow a precautionary principle and discourage use of mercury amalgams in vulnerable populations like pregnant women.
- Economic Efficiency: Argues that restricting mercury use and installing amalgam separators in dental offices is cost-effective and already required in some U.S. states",,
FDA-2010-P-0604-0001_Lachman_Consultant_Services_Inc_____Citizen_Petiti.pdf,"November 19, 2010; Stamped November 22, 2010",,"Lachman Consultant Services, Inc.","The petition was signed and submitted by Robert W. Pollock, Executive Vice President of Lachman Consultant Services, Inc., acting on behalf of the consulting firm. No third-party representation (e.g., law firm) is involved","21 C.F.R. § 10.30 (Citizen petition procedure)
- 21 C.F.R. § 314.161 (Procedure for determining withdrawal from sale)
- 21 C.F.R. § 314.162 (Drug application withdrawal for safety or effectiveness)",The petition addresses the status of Pitressin® (vasopressin tannate) Injection in the FDA's Orange Book and requests clarification on whether the drug was withdrawn from the market for safety or efficacy reasons,The petitioner requests that FDA determine whether Pitressin® Injection (NDA 003402) by Parke-Davis was voluntarily withdrawn or withheld from sale for safety or efficacy reasons,"Pitressin® Injection was approved prior to January 1, 1982, and had been listed in the Orange Book.
- As of November 18, 2010, the drug was moved to the ""Discontinued"" section and is not available for sale.
- Petitioner believes the withdrawal is for commercial reasons, not due to safety or efficacy concerns.
- FDA must confirm this determination before any ANDA referencing the drug can be approved",,
FDA-2010-P-0599-0003_Kramer___Amado__P_C____Withdrawal.pdf,"May 6, 2011; Stamped May 10, 2011",,"Kramer & Amado, P.C.","Kramer & Amado, P.C. was the submitting and representing entity. No other party (e.g., pharmaceutical company) is named as the represented client in this document","Not Mentioned in the withdrawal letter. The underlying petition may have cited relevant regulations, but the withdrawal itself does not reference them","FDA's prior determination—through another Citizen Petition (Docket No. FDA-2010-P-0593)—that Fentora® (fentanyl buccal) tablets, 0.3 mg, were not withdrawn for safety or effectiveness reasons","This is a withdrawal of the petition. The original petition requested a determination that Fentora® 0.3 mg tablets were not withdrawn for safety or effectiveness reasons, but this action has already been taken by FDA in response to another petition","The petitioner states that the FDA already made the requested determination in another docket (FDA-2010-P-0593), rendering this petition moot, and therefore they are withdrawing it",,
FDA-2010-P-0593-0003_Gisela_A__Sharp___Letter.pdf,"November 17, 2010; Stamped November 18, 2010",,"Watson Laboratories, Inc.","The letter was signed by Gisela A. Sharp, Manager of Regulatory Affairs at Watson Laboratories. No external legal representation is mentioned",Not Mentioned in this specific letter. The letter is a cover note accompanying photocopies of the original petition and does not detail statutory citations,"The letter relates to a Citizen Petition regarding FENTORA®, likely addressing its withdrawal status or regulatory classification. The specific FDA action or policy commented on is not detailed in this document",Not explicitly stated in the letter. It references a previously submitted petition but serves only to supply additional documentation (photocopies) for administrative completion,Not Mentioned. The purpose of this document is purely clerical—providing missing photocopies from a prior petition submission and offering an apology for the oversight,,
FDA-2010-P-0593-0001_Watson_Laboratories__Inc____Citizen_Petition.pdf,"November 16, 2010; Stamped November 17, 2010",,"Watson Laboratories, Inc.","Submitted directly by Watson Laboratories, Inc. The signatory is Jamie M. Gwin, Director of Regulatory Affairs. No external representation or law firm is noted","21 C.F.R. § 10.25 (general provisions on citizen petitions)
- 21 C.F.R. § 10.30 (citizen petition procedure)
- 21 C.F.R. § 314.161 (determination of drug withdrawal for safety or effectiveness)
- 21 C.F.R. § 314.162(a) (conditions under which an NDA may be withdrawn)
- 21 C.F.R. § 25.31 (environmental impact exclusion)",The FDA’s classification of FENTORA® 300 mcg as a discontinued product in the Orange Book. Watson is requesting clarification on whether the discontinuation was due to safety or effectiveness concerns,"FDA should determine whether Cephalon’s FENTORA® 300 mcg tablet was withdrawn for reasons unrelated to safety or efficacy.
- FDA should affirm that ANDAs for 300 mcg FENTORA® are eligible for approval if they meet all other regulatory requirements","FENTORA® 300 mcg was approved on March 2, 2007, but now appears in the “Discontinued Drug Products” section of the Orange Book.
- Watson states it is unaware of any evidence that the product was withdrawn for safety or efficacy reasons.
- FDA must make a formal determination under 21 C.F.R. § 314.161 before approving ANDAs for such discontinued products.
- If Cephalon resumes marketing, Watson agrees the petition becomes moot",,
FDA-2010-P-0592-0002_University_of_Virginia_Health_Systems___Citizen_Pe.pdf,"Stamped November 17, 2010",,"Dr. Richard F. Edlich, MD, PhD — Distinguished Professor Emeritus, University of Virginia Health System","Submitted independently by Dr. Richard F. Edlich, with the assistance of Samantha K. Rhoads, Research Assistant. No legal or organizational representation is stated","21 C.F.R. § 10.30 (Citizen petition process)
- 21 C.F.R. § 5.10 (Delegation of authority)","FDA’s failure to restrict or ban the sale of liquid mercury to consumers in the U.S., while permitting companies like DF Goldsmith Chemical & Metal Corp. to market it directly",Ban the sale of liquid mercury to consumers by manufacturers in the U.S.,"Toxicity of Mercury: Mercury exposure causes severe health risks; elemental and methylmercury are both toxic, with potential effects on neurological and organ health.
- Regulatory Inconsistency: FDA classifies a 50-pound bag of cornstarch as a Class III device not available to consumers, yet allows the public sale of liquid mercury—a substance acknowledged as toxic by its own manufacturers.
- Environmental and Economic Cost: Mercury emissions cause long-term environmental damage. Studies estimate up to $3.7 billion/year in societal IQ loss costs from methyl mercury exposure by 2020. Benefits from reduced emissions are estimated at $1.8–2.2 billion/year
.
- Failure of Oversight: FDA’s lack of enforcement allows public access to dangerous substances without adequate consumer protection or classification.",,
FDA-2010-P-0581-0001_Lachman_Consultant_Services__Inc____Citizen_Petiti.pdf,"November 11, 2010; Stamped November 12, 2010",,"Lachman Consultant Services, Inc.","Submitted directly by Robert W. Pollock, Executive Vice President, on behalf of Lachman Consultant Services, Inc. No third-party representation is listed","Section 505(j) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.20 and § 10.30 (Citizen Petition regulations)
- 21 C.F.R. § 314.94(a)(9)(iii) (ANDA requirements)
- 21 C.F.R. § 25.31 (Environmental impact exclusions)
- 21 C.F.R. § 10.30(b) (Economic impact submission provision)","FDA’s designation of a single Reference Listed Drug (RLD) for Oxaliplatin Injection 5 mg/mL—specifically, only Sanofi Aventis’ Eloxatin (NDA 021759)—which excludes Teva’s product (NDA 022160) from being used as a reference for ANDAs",The petitioner requests that FDA designate Teva’s Oxaliplatin Injection (NDA 022160) as a second RLD in the Orange Book to allow generic applicants to reference it for ANDA submissions,"Formulation Difference: Teva’s product contains lactose, unlike Sanofi’s Eloxatin which contains only water for injection; thus, it is not currently considered interchangeable under existing ANDA rules.
- Regulatory Barrier: FDA’s current RLD designation prevents ANDA applicants from referencing the Teva product, limiting competition.
- Market Access: The current RLD designation shields the Teva product from competition, despite it being pharmaceutically equivalent (same active ingredient, dosage form, strength, and route).
- Regulatory Precedent: FDA has the authority to designate more than one RLD in situations where products are not therapeutically interchangeable due to inactive ingredient differences",,
FDA-2010-P-0580-0005_Houssiere_Durant_Houssiere__LLP___Letter.pdf,"April 26, 2011",,Houssiere Durant Houssiere LLP,"Submitted by Charles R. Houssiere, III, partner at Houssiere Durant Houssiere LLP. No external representation—the firm is acting on its own behalf",Not explicitly cited in this specific follow-up letter; may be included in the original petition or attached Exhibit A (not present in this file),"The FDA's approval of a PMA supplement for application P980022/S013, which relates to the Medtronic MiniMed MMT515/715 insulin pump and Guardian RT sensor. The concern is over how the FDA interpreted and conveyed limitations in its April 7, 2006 approval letter","The petitioner requests that the FDA clarify the April 7, 2006 approval letter by adding a sentence that explicitly states:
""This approval is limited solely to the ability of the pump to accept data from the sensor and the ability for the sensor to communicate directly to the pump, and this approval does not extend to the pump itself.""","The petitioner asserts that the requested language does not add new limitations, but reiterates the FDA’s original intent in the April 7, 2006 letter.
- There is concern that Medtronic misinterpreted the scope of the FDA’s approval, potentially believing it covers the entire pump, not just the added functionality.
- Therefore, the clarification is needed to avoid misuse or mischaracterization of the FDA’s approval scope",,
FDA-2010-P-0580-0001_Bracewell___Giuliani__LLP___Citizen_Petition.pdf,"November 9, 2010; Stamped November 10, 2010",,Judith Duggan (the Petitioner),"Represented by Bracewell & Giuliani LLP and Houssiere, Durant & Houssiere, LLP","21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 10.30(b) (economic impact provision)
No mention of 505(q)","The FDA’s April 7, 2006 approval letter of PMA supplement P980022/S013, which approved modifications to the Medtronic MMT515/715 insulin pump and Guardian RT sensor to allow communication between the devices","Petitioner requests the FDA clarify the Approval Letter by adding this statement:
“This approval is limited solely to the ability of the pump to accept data from the sensor and the ability for the sensor to communicate directly to the pump, and this approval does not extend to the pump itself.”","Petitioner suffered injury using the Medtronic Paradigm 522 insulin pump (without the sensor).
- Medtronic claims PMA status for the entire 522 System, thus asserting preemption from liability under Riegel v. Medtronic, Inc.
- Petitioner argues that only the sensor-pump communication received PMA approval, while the insulin pump mechanism was cleared under the 510(k) process and was never evaluated for safety or efficacy under the PMA process.
- Medtronic’s own application confirms that the delivery mechanism was unchanged and identical to the previously cleared MMT-515/715 models.
- The requested clarification would help preserve legal recourse for pump-related harm and ensure the FDA’s approval is not misinterpreted",,
FDA-2010-P-0579-0001_Actavis__Inc____Citizen_Petition.pdf,"November 9, 2010; Stamped November 10, 2010",,Actavis Inc.,"No external representation. The petition was submitted by Tern Natainne, Vice President of Regulatory and Medical Affairs at Actavis Inc"," 21 C.F.R. § 10.30 (Citizen petition procedure)
- 21 C.F.R. § 314.161 (Determination of withdrawal from sale for safety or effectiveness)
- 21 C.F.R. § 314.122 (ANDA submission standards for discontinued RLDs)
- 21 C.F.R. § 25.31 (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact provisions)","FDA’s classification of Nuvigil® (armodafinil) Tablets, 100 mg and 200 mg as discontinued in the Orange Book, and whether this was due to safety or efficacy concerns","Actavis requests that the FDA determine that Nuvigil® Tablets (100 mg and 200 mg) were not withdrawn for reasons of safety or effectiveness, thereby allowing ANDA applicants to reference the product","Nuvigil® Tablets (NDA 21-875) were approved in March 2009 and discontinued around February 2010.
- There is no evidence of safety or efficacy issues causing the discontinuation.
- Under FDA rules, ANDAs referencing discontinued RLDs require confirmation that the withdrawal was not for safety/effectiveness reasons.
- Petitioner is seeking this determination to proceed with a generic ANDA submission for these strengths",,
FDA-2010-P-0578-0001_Dwayne_A__Ratleff___Citizen_Petition,"November 4, 2010; Stamped November 9, 2010",,Dwayne A. Ratleff,"None. The petition was submitted by the individual petitioner, Dwayne A. Ratleff, with no legal or organizational representation","21 CFR § 5.10 (Delegation of authority)
- 21 U.S.C. § 321(qq) (Definition of major food allergens under FDCA)
- 21 CFR § 25.30 (Environmental impact categorical exclusion)",Lack of existing FDA regulation requiring advisory labeling when manufacturers add new allergens to existing food products currently in the market,"The petitioner requests the FDA to create a new regulation that requires food manufacturers to display an advisory statement — ""Ingredient Information Has Changed"" — prominently on the primary display panel when a major food allergen (as defined by FDCA) is newly added to a product previously free of that allergen","Food allergies affect approximately 2% of adults and 5% of children in the U.S.
- Consumers often do not reread food labels for products they’ve used safely for months or years.
- Life-threatening reactions (anaphylaxis) lead to an estimated 30,000 ER visits, 2,000 hospitalizations, and 150 deaths annually in the U.S.
- Adding a visible warning label when allergens are introduced provides a critical cue for allergic consumers to recheck labels.
- Though manufacturers may face inconvenience, the potential for preventing serious health incidents outweighs that burden",,
FDA-2010-P-0577-0003_Gisela_A__Sharp___Letter.pdf,"November 17, 2010; Stamped November 18, 2010",,"Watson Laboratories, Inc.","Submitted by Gisela A. Sharp, Manager, Regulatory Affairs, on behalf of Watson Laboratories, Inc. No external legal representation is noted",Not Mentioned in this letter (The letter is administrative in nature and does not cite any regulatory provisions directly),Not Specified in the letter. It serves only to provide missing photocopies of the original petition on NUVIGIL and apologizes for the omission,No regulatory action is requested in this follow-up letter. The purpose is strictly to submit missing photocopies for completeness of the previously filed Citizen Petition,The petitioner acknowledges that photocopies of the original petition were inadvertently omitted in the initial submission and sends three copies to rectify this oversight. The goal is to ensure completeness of the petition file,,
FDA-2010-P-0577-0001_Watson_Laboratories__Inc____Citizen_Petition.pdf,"November 9, 2010; Stamped November 10, 2010",,"Watson Laboratories, Inc.","Submitted internally by Janie M. Gwinn, Director of Regulatory Affairs at Watson Laboratories, Inc.
No external legal representation is identified","21 CFR § 10.25 (General petition procedures)
- 21 CFR § 10.30 (Citizen petition process)
- 21 CFR § 314.161 (Determination of withdrawal from sale)
- 21 CFR § 314.162(a) (Basis for removal from Orange Book)
- 21 CFR § 25.31 (Environmental impact categorical exclusion)
- 21 CFR § 10.30(b) (Economic impact disclosure)","The FDA’s reclassification of NUVIGIL™ (Armodafinil) Tablets, 100 mg and 200 mg from the ""Approved Prescription Drug Products"" section to the ""Discontinued Drug Products"" section of the Orange Book, and whether this reclassification was for safety or effectiveness reasons","1. Determine that Cephalon’s withdrawal of NUVIGIL™ 100 mg and 200 mg tablets was not due to safety or efficacy concerns.
2. Confirm that Abbreviated New Drug Applications (ANDAs) for these strengths of NUVIGIL™ are eligible for approval if all other legal and regulatory criteria are met","NUVIGIL™ 100 mg and 200 mg were originally approved by FDA on March 26, 2009.
- They were later moved to the Discontinued Products section (noted in the Orange Book Cumulative Supplement 7, July 2010).
- The petitioner (Watson) is unaware of any public safety or efficacy concerns that led to discontinuation.
- FDA must determine the reason for withdrawal before any ANDA may be approved.
- Watson requests this clarification to support its planned ANDA submission",,
FDA-2010-P-0574-0001_Citizen_Petiton_from_Beckloff_Associates_Inc_Azur_.pdf,"November 2, 2010; Stamped November 3, 2010",,"Beckloff Associates, Inc.",Beckloff Associates submitted the petition as the U.S. Agent for Azur Pharma International III Ltd.,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30 (Citizen Petition Procedure)
- 21 C.F.R. § 25.31 (Environmental Impact Exclusion)
- 21 C.F.R. § 10.30(b) (Economic Impact Submission)",The designation of the 100 mg FazaClo® (clozapine) orally disintegrating tablet as the Reference Listed Drug (RLD) in the Orange Book. The petitioner seeks to modify this by establishing the 200 mg strength as the RLD,"1. Designate the 200 mg FazaClo® (clozapine) ODT as the RLD in the FDA Orange Book.
2. Revise the June 2005 FDA Guidance for Industry on clozapine tablets to include 200 mg orally disintegrating tablets in Sections I (Introduction) and V (Waiver Requirements).
3. Require that any ANDA for strengths >100 mg include a bioequivalence study using the 200 mg FazaClo","FDA guidance typically identifies the highest strength of a multi-strength drug as the RLD unless safety concerns exist.
- 81.2% of FDA’s bioequivalence guidances follow this standard.
- The 200 mg FazaClo® was approved July 9, 2010 and has been shown safe in clinical use.
- Petitioner argues that it aligns with bioequivalence guidance for using the highest dose strength in studies and biowaivers.
- Revising the Orange Book and guidance would align clozapine regulations with FDA's general practices",,
FDA-2010-P-0570-0001_Nycomed_US_Inc_Citizen_Petition.pdf,"Printed and Stamped October 29, 2010",,"Nycomed US Inc. (""Nycomed"")","Petition submitted by Nycomed’s General Counsel & Vice President, Regulatory Affairs, Robert J. Anderson, Esq. No mention of an external representative.","§§ 501 and 505 of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30 (Citizen Petition)
- 21 C.F.R. § 10.115 (Good Guidance Practices)
- 21 U.S.C. § 355(j)(4)(F), § 355(j)(8)(B)(i), § 355(j)(8)(C), § 355a
- 21 C.F.R. §§ 314.127(a)(6), 320.20(e), 320.24(b)(1)
- 21 C.F.R. § 25.31 (Environmental Impact exclusion)","Approval of any Abbreviated New Drug Application (ANDA) for Cutivate® (fluticasone propionate) Lotion or any topical corticosteroid indicated for pediatric use that does not include pediatric bioequivalence data. Also, the FDA’s reliance on adult vasoconstrictor studies as surrogates for pediatric use.","FDA must refrain from approving any ANDA for Cutivate® Lotion or similar corticosteroids intended for pediatric patients unless it includes bioequivalence studies in pediatric patients.
- FDA should publish a draft guidance document addressing the need for pediatric bioequivalence studies before accepting/reviewing any such ANDAs. ","Adult vasoconstrictor studies (e.g., Stoughton-McKenzie assay) cannot be extrapolated to pediatric populations due to physiological and absorption differences.
- Higher risk of HPA axis suppression in children because of larger skin surface area to body mass ratio.
- Studies show differences in skin structure and function between adults and children; scientific literature lacks evidence supporting bioequivalence extrapolation.
- Pediatric patients are a vulnerable population, and improper bioequivalence assumptions could lead to safety and efficacy risks.
- Consistency with FDA and Congressional efforts to ensure evidence-based pediatric labeling.",,
FDA-2010-P-0561-0007_Lupin_Atlantis_Holdings__SA__Leydig__Voit___Mayer_.pdf,"November 17, 2010; Stamped November 18, 2010",,"Lupin Atlantis Holdings, S.A.","Leydig, Voit & Mayer, Ltd. submitted the petition on behalf of Lupin Atlantis Holdings, S.A.
Letter signed by Robert F. Green, attorney at the firm","21 U.S.C. § 355(q) (FDCA: Citizen petitions on pending drug applications)
- 21 C.F.R. § 10.30 (FDA regulation on citizen petitions)",Not explicitly mentioned in the withdrawal letter. The petition was withdrawn without reiterating its subject matter. The original filing details would be required to identify this.,The letter itself requests withdrawal of the original petition,"Not mentioned. The letter simply states, “We respectfully request that the petition be withdrawn,” without providing reasoning",,
FDA-2010-P-0561-0006_Lupin_Atlantis_Holdings__S_A____Leydig__Voit___May.pdf,"November 2, 2010; Stamped November 3, 2010",,"Lupin Atlantis Holdings, S.A.","Represented by Leydig, Voit & Mayer, Ltd. (law firm); submission signed by Robert F. Green","21 C.F.R. § 314.94(a)(12)(viii)(C)(1)
- FDA Guidance Document dated October 31, 1986","FDA’s acceptance of ANDAs that do not initially meet dosage form requirements
- FDA’s handling of amendments that change the dosage form of an ANDA product
- FDA’s enforcement of patent certification requirements under the FDCA","Rescind acceptance of any ANDA that does not meet statutory dosage form requirements without an approved suitability petition
- Treat such amendments as new ANDA submissions
- Require submission of new Paragraph IV certification if a reformulation occurs","Paddock Laboratories' ANDA No. 91-362 for a generic Antara® capsule was reformulated to match the RLD dosage form after filing
- FDA previously required Cobrek to submit a new Paragraph IV certification following a similar reformulation
- FDA should apply the same standards consistently to ensure regulatory integrity and legal compliance",,
FDA-2010-P-0561-0001_Lupin_Atlantis_Holdings__S_A____Leydig__Voit___May.pdf,"October 22, 2010; Stamped October 26, 2010",,"Lupin Atlantis Holdings, S.A.","Submitted by Robert F. Green, Counsel at Leydig, Voit & Mayer, Ltd., on behalf of Lupin Atlantis Holdings, S.A","21 U.S.C. § 355(j)(2)(A)(iii)
- 21 U.S.C. § 355(j)(2)(B)(iii)
- 21 C.F.R. § 314.94(a)(12)(viii)(C)(1)
- 21 C.F.R. §§ 314.94(a)(12)(vi), (viii)(C)(1)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.30, 25.31 (Environmental Impact)
- 21 C.F.R. § 10.30(b) (Economic Impact)","FDA’s acceptance of ANDAs that were filed with dosage forms different from the Reference Listed Drug (RLD) and later amended to meet the same dosage form via reformulation.
- Specific example: Paddock Laboratories' ANDA No. 91-362 for a generic version of Antara® (reformulated after initial submission).","Rescind acceptance of any ANDA filed without the correct dosage form unless supported by a prior-approved suitability petition.
- Require that any amendment introducing a new dosage form be treated as a new ANDA submission.
- Enforce requirement for new Paragraph IV patent certification upon any dosage form change within an ANDA.","Allowing applicants to file ANDAs with non-matching dosage forms and later amend them undermines statutory compliance.
- FDA has acknowledged the importance of “same dosage form” in previous actions and guidance (e.g., 1986 FDA Guidance Document).
- Failure to treat such amendments as new ANDAs could create a loophole enabling applicants to circumvent regulatory review and patent certification procedures.
- Consistency and fairness: FDA required similar corrective action from Cobrek under the same circumstances.
- Paddock’s case is cited as egregious: ANDA originally described a capsule inside a capsule, not matching the RLD's form, later amended without full resubmission or certification updates.",,
FDA-2010-P-0559-0011_Letter_from_Saliwell.pdf,"January 21, 2015",,Saliwell Ltd.,The letter is signed and sent directly by representatives of Saliwell Ltd. — not represented by external counsel,21 C.F.R. § 860.134 (cited twice regarding reclassification timelines),"The FDA’s delay in acting on a petition for reclassification of the GenNarino transcutaneous electrical nerve stimulation intraoral device for xerostomia (dry mouth) relief. Specifically, the FDA’s issuance of a Proposed Order on September 17, 2014, and the long delay since the original submission in 2010.","Expedite the Final Order on the reclassification of the GenNarino device, giving it high priority","The device has a CE mark since 2007, has been sold in Europe for 6 years with no safety incidents, and is scientifically proven safe and effective.
- The FDA process has taken over 4 years and 8 months.
- The long delay caused the company to decline U.S. customer orders, including cancer patients.
- The delay damaged investor confidence and reduced corporate valuation, impeding efforts to go public.
- A final decision would benefit thousands of Americans suffering from dry mouth",,
FDA-2010-P-0559-0004_Saliwell_Ltd____Change_in_Classification_Petition.pdf,"Stamped December 10, 2010",,Saliwell Ltd.,Not represented by external counsel; petition was submitted directly by Saliwell Ltd.,"21 C.F.R. § 860.123 (Request for reclassification)
- 21 C.F.R. § 860.130 (Content and format of reclassification petitions)
- 21 C.F.R. § 860.7(b)(2) (Reasonable assurance of safety and effectiveness)","The classification of GenNarino, a neuromodulation device for treating xerostomia (dry mouth), as a Class III medical device. The petitioner requests reclassification to Class II with special controls.","Reclassify the GenNarino device from Class III to Class II under 21 C.F.R. Part 860, based on general and special controls being sufficient to assure safety and effectiveness","GenNarino is non-implantable, non-pharmaceutical, and uses neuromodulation to stimulate salivary function.
- Supported by clinical data, peer-reviewed studies, and real-world use in Europe under CE marking.
- Demonstrated no serious adverse events and significant efficacy in increasing salivation.
- The device is intended for mild/moderate dry mouth, distinguishable from more severe cases treated differently.
- Petitioner proposes special controls including labeling, electrical safety, and clinical testing to ensure effectiveness",,
FDA-2010-P-0552-0001_Huvepharma_AD___Citizen_Petition.pdf,"October 20, 2010; Stamped October 25, 2010",,"Huvepharma AD, 33 James Boucher Blvd., 1407 Sofia, Bulgaria","Submitted by Dr. Kelly W. Beers, Regulatory and R&D Manager of Huvepharma Inc. (U.S. Agent for Huvepharma AD)","Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FFD&C Act)","Request to permit the filing of an abbreviated new animal drug application (ANADA) for a product (Sacox 90) differing in strength from the approved Bio-Cox® 60, a Type A medicated article","Petitioner requests FDA approval to file an ANADA for Sacox 90, which differs in concentration (90 g/lb salinomycin sodium) from the approved Bio-Cox 60 (60 g/lb salinomycin sodium), for the same animal species and disease indications","Strength change is permissible under 512(n)(3).
- Same indications and target species as listed product.
- Allows more efficient manufacturing, reduced storage needs, and cost savings for feed mills and the sponsor.
- Uses same raw materials, facility, and methods as Sacox 60",,
