File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2018-P-1197-0001_Citizen_Petition_from_Exela_Pharma_Sciences.pdf,3/19/2018,,Exela Pharma Sciences,Not mentioned.,"- Section 505(b)(2) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. §§ 10.25(a), 10.30 (citizen petition regulations)
- 21 C.F.R. § 314.3(b) (definition of therapeutic equivalence)
- 21 C.F.R. § 314.94(a)(9)(iii) (excipients and ANDA limitations)
- 21 C.F.R. § 25.31 (categorical environmental exclusion)
- 21 C.F.R. § 10.30(b) (economic impact requirements)","FDA's practice of not assigning a Therapeutic Equivalence (TE) Code (specifically ""AP"") to Exela’s Palonosetron Hydrochloride Injection (0.25 mg/2 mL) despite its bioequivalence and pharmaceutical equivalence to Helsinn’s Aloxi® (Palonosetron HCl, 0.25 mg/5 mL)
","Exela requests that the FDA assign a Therapeutic Equivalence Evaluation Code “AP” to its Palonosetron Hydrochloride Injection, 0.125 mg/mL (2 mL vial), approved under NDA 207963, for listing in the Orange Book
","- Bioequivalence: Exela's drug product contains the same active ingredient, same route of administration, same dosage form, and same total strength (0.25 mg) as Aloxi®.
- Regulatory basis: Though Exela used a 505(b)(2) pathway (due to non-exception excipients), the therapeutic equivalence should still qualify under FDA's standards.
- Labeling comparison: Both Exela’s and Helsinn’s labels confirm identical dosing and strength
.
- TE Code impact: TE Code assignment would allow Exela to seek refund or exemption of user fees (PDUFA) and gain recognition as therapeutically equivalent for substitution and competition purposes.
- Policy consistency: Other precedents exist where FDA granted “AP” rating even when vial content differed but concentration was equivalent.",FALSE,
FDA-2018-P-1238-0001_Citizen_Petition_from_Lachman_Consultant_Services.pdf,3/22/2018,Letter received on March 22 but letterhead has March 23.,"Lachman Consultant Services, Inc.",Submitted on behalf of a client (client's name not disclosed). ,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30 (citizen petition procedures)
- 21 C.F.R. § 25.31 (categorical environmental exclusion)
- FD&C Act § 505B (Pediatric Research Equity Act – discussed as inapplicable)","Suitability of a new drug strength and presentation (i.e., change from 200 mg/10 mL multi-dose vial to 100 mg/5 mL single-dose prefilled syringe) of Succinylcholine Chloride Injection for submission via an Abbreviated New Drug Application (ANDA)
","Declare Succinylcholine Chloride Injection 100 mg/5 mL (20 mg/mL) in a single-dose prefilled syringe as suitable for submission as an ANDA, referencing the RLD QUELICIN® (200 mg/10 mL)","- The proposed strength (100 mg/5 mL) has the same concentration (20 mg/mL) as the RLD, differing only in total drug content.
- The 5 mL single-dose syringe offers practical clinical advantages (closer to common patient dosing, reduces waste).
- No changes to indications, uses, or safety profile.
- PREA does not apply because the petition involves a new strength only.
- Labeling changes are limited to strength, container closure, and administrative details
",FALSE,
FDA-2018-P-1238-0007_Withdrawal_from_Lachman_Consultant_Services__Inc.pdf,8/25/2023,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Lachman Consultant Services, Inc.",Submitted on behalf of a client (client's name not disclosed). ,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Not explicitly stated. The petition is withdrawn “without prejudice,” indicating the petitioner may submit again in the future, but no specific rationale is provided

",FALSE,
FDA-2018-P-1310-0001_Citizen_Petition_from_Vertice_Pharma_Management_Co.pdf,3/28/2018,,Vertice Pharma Management Corp.,Not mentioned.,"- Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. §§ 10.25(a), 10.30 (Citizen petition provisions)
- 21 C.F.R. § 25.31 (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact information requirements)","FDA’s Draft Guidance for Sucralfate Oral Suspension (October 2017) — specifically, its requirement that generic formulations be both qualitatively (Q1) and quantitatively (Q2) the same as the reference listed drug (RLD), Carafate®","Revise the Draft Guidance for Sucralfate Oral Suspension by:
1. Eliminating the requirement for quantitative sameness of excipients;
2. Replacing it with a requirement for a comprehensive, validated, orthogonal series of eight in vitro bioassays to demonstrate bioequivalence (BE), including pepsin inhibition, acid diffusion, bile salt interaction, and mucoadhesion assays","- Quantitative sameness is unnecessary because sucralfate acts locally with negligible systemic absorption.
- FDA has allowed non-Q2 sameness for other locally-acting drugs with similar mechanisms (e.g., colesevelam, cholestyramine, sucroferric oxyhydroxide).
- The excipients (e.g., glycerin, sorbitol, methylcellulose) are GRAS or inert and unlikely to affect local action or absorption.
- A set of eight in vitro tests more effectively assesses formulation performance, including early and late stage mechanisms of action.
- Existing guidance-recommended assays are insufficient to establish true bioequivalence based on sucralfate’s complex local mechanism",FALSE,
FDA-2018-P-1335-0001_Citizen_Petition_form_Hyman__Phelps___McNamara__P_.pdf,3/30/2018,,"Hyman, Phelps & McNamara, P.C.","The firm submitted the petition directly, but it is not explicitly stated whether they are representing another entity. The likely implication is submission on behalf of a client, but represented entity is not disclosed.
","- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- Section 505(w) of the FDC Act
- 21 C.F.R. §§ 10.25, 10.30 (general citizen petition provisions)
- 21 C.F.R. §§ 314.122, 314.161 (drug withdrawal determination)
- 21 C.F.R. § 25.31 (environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (economic impact provision)","FDA’s classification of DITROPAN XL® (Oxybutynin Chloride Extended Release Tablets) under NDA 020897 as discontinued in the Discontinued Drug Product List of the Orange Book (February 2018). The petitioner requests an official determination regarding whether the withdrawal was for safety or effectiveness reasons
","The petitioner asks the FDA to determine that DITROPAN XL® (5 mg, 10 mg, and 15 mg tablets) was not withdrawn for reasons of safety or effectiveness, thereby allowing it to remain listed in the Orange Book as a reference listed drug (RLD)
","- The petitioner is not aware of any safety or effectiveness concerns behind the withdrawal.
- Believes the withdrawal was due solely to commercial considerations.
- NDA 020897 appears only in the “Discontinued Drug Product List,” and no official determination has been made yet.
- Keeping the product listed in the Orange Book would allow its continued citation in ANDAs
",FALSE,
FDA-2018-P-1349-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf,3/19/2018,"Letter from US Agent for Felix Pvt. Ltd. (Douglass S. Oeller, DVM) stamped on March 18 and letterhead has March 19. Petitioner is Felix Pharamaceuticals Pvt. Ltd. (from Ireland) and the request is dated March 15, 2018. ","Felix Pharmaceuticals Pvt. Ltd.
","The petition was submitted by Douglass Oeller Consulting, Inc. as the U.S. Agent for Felix Pharmaceuticals Pvt. Ltd.
","- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 25.30(h) (categorical exclusion for environmental impact)
- 21 C.F.R. § 25.21 (extraordinary circumstances)","FDA’s current reference approval for Vetmedin® (Pimobendan) Tablets, a hard compressed chewable tablet. The petitioner seeks approval to submit an ANADA for a soft chewable dosage form, differing in formulation but not in route of administration or strength","Request for permission to file an Abbreviated New Animal Drug Application (ANADA) for a generic compressed soft chewable tablet of Pimobendan that differs from the approved pioneer product (Vetmedin®) in dosage form only
","- The change is limited to oral dosage form: from a hard compressed tablet to a soft compressed chewable tablet.
- The generic formulation will be bioequivalent to the pioneer.
- The same dosage strength and route of administration as the RLD.
- All excipients in the soft chewable form are already approved for use in dogs.
- Minor differences in tablet size and labeling (e.g., palatability and manufacturer info).
- The modified dosage form does not adversely affect the safety or effectiveness of the product",FALSE,Seems to be a duplicate of FDA-2018-P-1351-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf
FDA-2018-P-1351-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf,3/19/2018,"Letter from US Agent for Felix Pvt. Ltd. (Douglass S. Oeller, DVM) stamped on March 18 and letterhead has March 19. Petitioner is Felix Pharamaceuticals Pvt. Ltd. (from Ireland) and the request is dated March 15, 2018. ","Felix Pharmaceuticals Pvt. Ltd.
","The petition was submitted by Douglass Oeller Consulting, Inc. as the U.S. Agent for Felix Pharmaceuticals Pvt. Ltd.
","- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 25.30(h) (categorical exclusion from environmental assessment)
- 21 C.F.R. § 25.21 (extraordinary circumstances provision)","Request pertains to the FDA's approval pathway for animal drugs—specifically, submission of an Abbreviated New Animal Drug Application (ANADA) for a chewable tablet dosage form of Marbofloxacin, in contrast to the existing approved formulation Zeniquin® (a hard compressed tablet) sponsored by Zoetis LLC
","Permission to file an ANADA for a generic compressed chewable tablet of Marbofloxacin that differs in dosage form (chewable vs. hard tablet) but retains the same active ingredient, strength, and route of administration
","- The generic chewable tablet will be bioequivalent to the pioneer product (Zeniquin®).
- The route of administration, dosage strength, and use in cats and dogs remain the same.
- Tablet shape and formulation differ (soft chewable vs. hard tablet), but all excipients are approved for veterinary use.
- Tablet size differs slightly; score line included as in the pioneer.
- Label differences limited to product name, manufacturer, palatability, and supply details.
- No adverse impact on safety or effectiveness is expected from the dosage form change
",FALSE,Seems to be a duplicate of FDA-2018-P-1349-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf.
FDA-2018-P-1361-0002_Citizen_Petition_from_Ajanta_Pharma_USA_Inc_.pdf,4/2/2018,,Ajanta Pharma Limited,Not mentioned.,"- 21 C.F.R. §§ 10.25, 10.30 (general petition regulations)
- 21 C.F.R. §§ 314.122, 314.161, 314.162 (drug withdrawal and ANDA-related provisions)
- FDC Act § 505(j)(2)
- 21 C.F.R. § 25.31 (categorical exclusion for environmental impact)
- 21 C.F.R. § 10.30(b) (economic impact disclosure)","FDA’s placement of DITROPAN XL® (Oxybutynin Chloride Extended Release Tablets, NDA 020897) in the Discontinued Drug Product List of the Orange Book, February 2018 edition.","Petitioner requests that FDA determine DITROPAN XL® (5 mg, 10 mg, and 15 mg tablets) was not withdrawn for reasons of safety or effectiveness, so it may remain eligible as a Reference Listed Drug (RLD) for ANDAs
","- Product appears to have been withdrawn from the market, triggering RLD review requirements.
- No publicly known evidence that discontinuation was due to safety or efficacy concerns.
- FDA’s determination is necessary under 21 C.F.R. 314.122 and 314.161 for continued citation in ANDAs.
- The product remains relevant for generic development if deemed not withdrawn for safety/effectiveness reasons",FALSE,
FDA-2018-P-1441-0001_Citizen_Petition_from_Patients_for_Access_to_Advan.pdf,4/8/2018,,Patients for Access to Advanced Hemophilia Therapy,Not mentioned.,"- Federal Food, Drug, and Cosmetic Act (referenced as the legal basis for FDA’s sole authority over drug approval and market access).
Note: No specific statute (e.g., 21 C.F.R. 10.30 or section 505(q)) is cited by name","Concern regarding the impact of commerce-driven, court-ordered restrictions on patient access to FDA-approved drugs, specifically citing the case of Baxalta/Shire vs. Genentech/Roche and access to Hemlibra®
","Request for the FDA to hold a public hearing to examine the impact of court-ordered drug access restrictions on:
- Medical care delivery
- Drug development
- Patient access to novel therapies

Also asks the FDA to consider whether legislation or rulemaking is needed to prevent such restrictions
","- Baxalta/Shire requested a preliminary injunction limiting access to Hemlibra based on a patent suit, potentially excluding many hemophilia patients.
- The petitioners argue that legal actions unrelated to clinical risk undermine FDA’s regulatory authority and could harm therapeutic progress.
- Some petitioners or their family members are directly affected by these legal filings and might be denied access to Hemlibra if court restrictions are enforced.
- Petitioners assert this sets a dangerous precedent and could affect future access to innovative treatments.
- The hearing would support FDA’s broader mission of protecting access and encouraging competition in the pharmaceutical market",FALSE,
FDA-2018-P-1448-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,4/9/2018,,"Hyman, Phelps & McNamara, P.C. for Collegium Pharmaceutical, Inc.","Submitted by Kurt R. Karst on behalf of a client. The name of the represented entity is not disclosed in the petition
","- Federal Food, Drug, and Cosmetic Act § 505(j)
- 21 C.F.R. §§ 10.25(a), 10.30 (citizen petition process)
- 21 C.F.R. §§ 314.122, 314.161 (drug withdrawal rules)
- 21 C.F.R. § 25.31 (environmental assessment exclusion)
- 21 C.F.R. § 10.30(b) (economic impact provision)","FDA’s listing of Cysteine Hydrochloride Injection USP, 50 mg/mL (NDA 017377) in the Discontinued Drug Product List of the Orange Book. The petitioner seeks an official determination of whether it was withdrawn for reasons of safety or effectiveness
","The petitioner requests that the FDA determine that Cysteine Hydrochloride Injection USP, 50 mg/mL was not withdrawn for safety or effectiveness reasons, allowing it to continue to be referenced as a Reference Listed Drug (RLD) for ANDA purposes
","- No evidence suggests the product was withdrawn for safety or efficacy concerns.
- Believed to have been withdrawn for commercial or business reasons only.
- Continued Orange Book listing is essential for generic competition via ANDA submissions.
- Removal without an official FDA determination could restrict access and hinder development
",FALSE,
FDA-2018-P-1453-0001_Citizen_Petition_from_Spear_Pharmaceuticals__Inc.pdf,4/9/2018,,"Spear Pharmaceuticals, Inc.",Not mentioned.,"- 21 C.F.R. §§ 10.25, 10.30 (citizen petition provisions)
- 21 C.F.R. § 25.31 (categorical exclusion from environmental impact requirements)
- 21 C.F.R. § 10.30(b) (economic impact clause)","FDA's Draft Product-Specific Guidance (PSG) for Tazarotene Topical Gel, 0.1%, issued in March 2018. Specifically, the petition challenges the proposed requirement for in vivo bioequivalence studies, which contradicts prior guidance allowing in vitro bioequivalence for this drug","Spear requests that FDA withdraw the March 2018 Draft PSG for Tazarotene Gel, 0.1%, and reinstate the prior September 2011 PSG, which permits in vitro bioequivalence testing instead of in vivo studies","- The March 2018 guidance reverses the FDA’s previous position, imposing in vivo clinical endpoint studies, which are costly and less scientifically justified.
- Tazarotene is a topical drug with minimal systemic absorption, making in vitro methods more appropriate.
- FDA has approved ANDA 090227 using in vitro methods under the prior guidance.
- Reversal of guidance undermines regulatory consistency and creates unfair burden on generics.
- The change harms public interest by potentially delaying or discouraging lower-cost generic availability",FALSE,
FDA-2018-P-1469-0001_Citizen_Petition_from_Epstein_Becker___Green_PC___.pdf,4/10/2018,,"Epstein Becker & Green, P.C.","Representing Innovative Health Solutions, Inc. (IHS)
","- 21 C.F.R. § 10.30 (citizen petition procedures)
- 21 C.F.R. § 882.5896 (classification regulation for percutaneous nerve field stimulators)
- 21 C.F.R. § 807.92(a)(3) (substantial equivalence in 510(k) submissions)
- Section 513(i) of the Federal Food, Drug, and Cosmetic Act (definition of substantial equivalence)
- 21 C.F.R. § 25.34 (categorical exclusion for environmental assessments)","The FDA’s classification of percutaneous nerve stimulators for substance use disorders under Class II, and associated special controls promulgated on February 5, 2018, allowing substantial equivalence claims to NSS-2 BRIDGE without requiring preclinical or clinical comparison testing","The petitioner requests that FDA require head-to-head preclinical (animal) and clinical studies demonstrating non-inferiority to the NSS-2 BRIDGE for any device seeking clearance under 21 C.F.R. § 882.5896 that differs from the NSS-2 BRIDGE in certain key attributes (e.g., nerve targeting, grounding, pin/array design, signal characteristics, and use of transillumination)
","- The NSS-2 BRIDGE is currently the only approved predicate under this classification.
- FDA's special controls are insufficient to assure performance for devices that differ even slightly in design, labeling, or indications for use.
- Patients undergoing opioid withdrawal are a highly vulnerable population and need safe, effective alternatives.
- IHS has generated extensive data validating its device through preclinical studies, randomized clinical trials, and use of novel technology.
- Differences in device characteristics (e.g., signal geometry, grounding method) significantly impact performance and cannot be assessed by benchtop or paper review alone.
- Without requiring rigorous comparative testing, inferior or unsafe devices may enter the market, undermining public health and the credibility of the 510(k) process",FALSE,
FDA-2018-P-1484-0001_Citizen_Petition_from_Macleods_Pharmaceuticals_Lim.pdf,4/12/2018,,Macleods Pharmaceuticals Limited,Not mentioned.,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. §§ 10.25(a), 10.30, 314.93 (citizen petition and ANDA-related rules)
- 21 C.F.R. §§ 25.31(a), 25.15(d) (environmental impact exclusion)","FDA’s designation of the Reference Standard (RS) for Isoniazid Tablets, 100 mg and 300 mg listed under NDA 008678 (Sandoz Inc.) in the Orange Book. The petitioner argues that this RS is not practically available in the market, which affects the ability of ANDA applicants to conduct in vivo bioequivalence testing
","FDA should designate ANDA #A080937 (Isoniazid Tablets, 300 mg of Barr Laboratories Inc., marketed by Teva Pharmaceuticals USA, Inc.) as an alternative Reference Standard (RS) for in vivo bioequivalence studies","- The currently designated RS by Sandoz is not discontinued but is scarcely available in the market.
- Macleods and potentially other ANDA applicants cannot obtain sufficient quantity of the RS for testing.
- FDA's own guidance supports designating a new RS in such circumstances.
- The proposed alternative (ANDA #A080937) is therapeutically equivalent and the market leader as per IMS data.
- Consistency with FDA’s Draft Guidance for Industry: Referencing Approved Drug Products in ANDA Submissions supports this change",FALSE,
FDA-2018-P-1492-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,4/12/2018,,"Lachman Consultant Services, Inc.",Not mentioned.,"- 21 C.F.R. § 10.30 (citizen petition procedure)
- 21 C.F.R. § 314.161 (withdrawal determination)
- 21 C.F.R. § 314.162 (approval suspension/withdrawal criteria)
- 21 C.F.R. § 25.31 (environmental assessment exclusion)
- 21 C.F.R. § 10.30(b) (economic impact information)","The FDA's current listing of Roxicet (Acetaminophen and Oxycodone Hydrochloride) Oral Solution, 325 mg/5 mL, 5 mg/5 mL as “Discontinued” in the Orange Book, without an accompanying determination on whether the withdrawal was for safety or efficacy reasons
","The petitioner requests that the FDA:
1. Determine whether Roxicet (325 mg/5 mL, 5 mg/5 mL) was voluntarily withdrawn for safety or effectiveness reasons;
2. Designate the product as the Reference Listed Drug (RLD) in the absence of a current RLD for that formulation
","- The product is no longer available in the market and is listed as “Discontinued” in the Orange Book.
- Believed that the discontinuation was not due to safety or effectiveness concerns but likely for commercial reasons.
- No evidence has been found to indicate a safety/efficacy-based withdrawal.
- FDA regulations require a determination before approving ANDAs that refer to discontinued products.
- Petitioner offers to withdraw the petition should the innovator reintroduce the product.
",FALSE,
FDA-2018-P-1492-0005_Withdrawal_of_Citizen_Petition_FDA_2018_P_1492.pdf,9/17/2018,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Lachman Consultant Services, Inc.",Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","The FDA Commissioner already made and published the requested determination in the Federal Register, making the petition no longer necessary

",FALSE,
FDA-2018-P-1516-0001_Citizen_Petition_from_Encube_Ethicals_Private_Limi.pdf,4/13/2018,,Encube Ethicals Private Limited,Not mentioned.,"- 21 C.F.R. § 10.25(a) (citizen petition procedures)
- 21 C.F.R. § 10.30 (filing procedures)
- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (ANDA pathway)
- 21 C.F.R. § 25.31 (environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (economic impact information)","FDA's current designation of the Reference Standard (RS) for Mupirocin Calcium Cream, EQ 2% Base in the Orange Book, which currently lists NDA 050746 (Bactroban, GlaxoSmithKline) and ANDA 065123 (Perrigo New York Inc.), both of which are reportedly unavailable in sufficient commercial quantity
","Request that FDA designate ANDA 201587, held by Glenmark Pharmaceuticals Inc. USA, as the Reference Standard (RS) for Mupirocin Calcium Cream, EQ 2% Base, to facilitate submission of ANDAs by generic manufacturers","- Current RS products (NDA 050746 and ANDA 065123) are not commercially available in sufficient quantity for in vivo bioequivalence testing.
- FDA's own Draft Guidance (Jan. 2017) allows selection of a new RS when existing RS availability is limited.
- ANDA 201587 is the only commercially available formulation of the drug product.
- Selecting this new RS will enhance market competition and reduce risk of drug shortages by enabling approval of additional generics",FALSE,
FDA-2018-P-1531-0001_Petition_from_King___Spalding_LLP.pdf,4/2/2018,,King & Spalding LLP,"Submitted on behalf of a client (name of the represented entity is not disclosed)
","- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30 (citizen petition procedures)
- 21 C.F.R. § 25.31(a) (environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (economic impact submission)","Request for FDA determination that a change in drug strength (from the approved 50 mg/mL to a proposed 5 mg/mL) for Ephedrine Sulfate Injection, USP is suitable for submission in an ANDA. The action involves the substitution of a different strength and dosage presentation from the RLD Akovaz (NDA 208289) held by Flamel Ireland Limited
","FDA should determine that Ephedrine Sulfate Injection, USP, 25 mg/5 mL (5 mg/mL) is suitable for submission via an ANDA, despite the change in total strength compared to the RLD
","- The proposed strength matches the clinically administered dosage concentration recommended in the RLD labeling (5 mg/mL), but eliminates the need for dilution from 50 mg/mL, which reduces medication errors and contamination risk.
- The pre-filled syringe format reduces drug waste in clinical settings.
- There are no changes in active ingredients, dosage form, route of administration, or indications compared to the RLD.
- The change in total drug content is only due to volume, and does not affect safety or efficacy",FALSE,Seems to be a duplicate of FDA-2018-P-1532-0001_Petition_from_King___Spalding_LLP.pdf.
FDA-2018-P-1532-0001_Petition_from_King___Spalding_LLP.pdf,4/2/2018,,King & Spalding LLP,"Submitted on behalf of a client (name of the represented entity is not disclosed)
","- 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31(a) (environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (economic impact statement)","FDA’s approval pathway for a new drug strength differing from the RLD. Specifically, the petition comments on allowing Ephedrine Sulfate Injection, USP, 50 mg/10 mL (5 mg/mL) to be submitted as an ANDA despite differing in strength from the RLD (Akovaz 50 mg/mL)","That FDA determine Ephedrine Sulfate Injection, USP, 50 mg/10 mL (5 mg/mL) is suitable for submission in an ANDA as a different strength product than the reference listed drug (RLD), Akovaz (NDA 208289)
","- The proposed product has the same final dosage concentration (5 mg/mL) as the RLD post-dilution, but in a ready-to-use prefilled syringe, avoiding the dilution step required by the RLD.
- Eliminates risk of contamination and medication error.
- Provides greater convenience, dosing flexibility, and faster access in treating clinically important hypotension during anesthesia.
- The petition argues that the change in total drug content (by volume) does not impact safety or efficacy.
- No changes are proposed to the active ingredient, dosage form, route of administration, or intended use",FALSE,Seems to be a duplicate of FDA-2018-P-1531-0001_Petition_from_King___Spalding_LLP.pdf. Note that any differences are solely due to ChatGPT while processing the file. 
FDA-2018-P-1593-0001_Citizen_Petition_from_Pete_and_Gerry_s_Organics_LL.pdf,4/19/2018,,"Pete and Gerry's Organics LLC
",Not mentioned.,"- Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 10.30 (citizen petition regulation)
- 21 C.F.R. § 101.65(d) (regulation for “healthy” nutrient content claim)
- 21 C.F.R. § 25.30(k) (environmental impact exemption)
- 21 C.F.R. § 101.54(c) (nutrient content claim “good source”)","FDA’s definition and regulatory enforcement of the term “healthy” in nutrient content claims, specifically 21 C.F.R. § 101.65(d) and related 2016 FDA guidance titled “Use of the Term ‘Healthy’ in the Labeling of Human Food Products”
","1. Initiate rulemaking to amend 21 C.F.R. § 101.65(d) to allow eggs to be labeled “healthy”
2. In the interim, amend FDA guidance to allow eggs to be labeled “healthy” under enforcement discretion","- Current regulation is based on outdated views of fat and cholesterol.
- 2015–2020 Dietary Guidelines for Americans (DGA) identify eggs as nutrient-dense and recommend their inclusion in healthy diets.
- FDA has already shown willingness to update “healthy” criteria in 2016 guidance, but still excludes eggs due to cholesterol limits.
- Scientific consensus has shifted; dietary cholesterol is no longer considered a nutrient of concern.
- Eggs are rich in protein, choline, vitamin D, and other essential nutrients.
- FDA should update rules to reflect modern science and public health goals.",FALSE,
FDA-2018-P-1678-0001_Citizen_Petition_from__Mapi_USA__Inc.pdf,4/27/2018,,"Mapi USA, Inc.",Not mentioned.,"- FD&C Act § 505(j)(2)(C)
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.93
- 21 C.F.R. § 314.94(a)(8)(iv)
- 21 C.F.R. § 25.30
- 21 C.F.R. § 25.31
- 21 C.F.R. § 10.30(b)",The suitability of submitting an ANDA for a formulation of Midazolam Injection that differs in fill volume and container type (100 mL flexible plastic container) from the current reference standard products,"FDA is requested to determine that Midazolam Injection 1 mg/mL in a new total fill volume of 100 mL in a flexible plastic container is suitable for submission as an ANDA
","- The proposed product has the same strength, active ingredient, dosage form, and route of administration as the reference standard (Hospira).
- The only difference is the total fill volume (100 mL vs. 2–5 mL).
- Intended for ICU use where continuous infusion is required, aligning with dosage and administration standards.
- The petition includes a detailed comparison of labeling and justifications (Appendices 1–3).
- The product format better supports prolonged sedation in critical care settings.
- The proposed change is consistent with regulatory provisions requiring FDA approval for deviations from listed drug attributes.",FALSE,
FDA-2018-P-1698-0001_Suitability_Petition_from_Haynes_and_Boone__LLP.pdf,5/1/2018,,Haynes and Boone LLP,It does not indicate representation of another company. ,"- 21 U.S.C. § 355 (FDC Act § 505)
- 505(j)(2)(C) (Suitability Petitions)
- 505(j)(2)(A)(iii)
- 21 C.F.R. §§ 10.20, 10.30 (citizen petition regulations)
- 21 C.F.R. § 314.93 (suitability petitions)
- 21 C.F.R. § 25.31 (environmental impact exemption)
- 21 C.F.R. § 10.30(b) (economic impact)
- 21 U.S.C. § 355c(a)(4)(A) (PREA waiver for pediatric studies)",FDA’s requirement for prior approval of changes in dosage form under suitability petition regulations—specifically requesting approval to switch from tablet to oral solution dosage form for Midodrine Hydrochloride.,"That the FDA determine Midodrine Hydrochloride Oral Solution, 2.5 mg/5 mL is suitable for submission via an ANDA, despite a change in dosage form (from tablet to oral solution) from the RLD (Mylan’s Midodrine Hydrochloride Oral Tablets, 5 mg)
","- The proposed oral solution is an immediate-release form, just like the RLD.
- The change improves administration for patients with swallowing difficulties, while maintaining identical dosage strengths (2.5 mg, 5 mg, 10 mg).
- No new safety or efficacy concerns arise from the change in form.
- Pediatric study waiver requested due to low usage in pediatric population and no evidence of meaningful benefit for pediatric patients.
- No change in active ingredient, route of administration, indication, or labeling apart from those necessary for the new dosage form",FALSE,
FDA-2018-P-1719-0001_Citizen_petition_from_Sciarra_Laboratories__Inc.pdf,5/1/2018,,"Sciarra Laboratories, Inc.","Representing TBD Pharma, LLC
","- 21 U.S.C. § 355(j) (FD&C Act § 505(j))
- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.3
- 21 C.F.R. § 25.31 (environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (economic impact analysis)","The petition comments on the FDA’s designation of Reference Listed Drugs (RLDs) in the Orange Book—specifically requesting that Aeroseb-Dex (Dexamethasone Topical Aerosol, 0.01%) ANDA 083296 be designated as an RLD.","The petitioner requests that the FDA designate Aeroseb-Dex (Dexamethasone Topical Aerosol, 0.01%) ANDA 083296 as a Reference Listed Drug (RLD) to allow the submission of ANDAs referencing this product","- Aeroseb-Dex is listed in the discontinued section of the Orange Book but was determined by the FDA (in a 2011 response to a prior petition) not to be withdrawn for safety or efficacy reasons.
- No generic version of Aeroseb-Dex exists, and designating it as an RLD would facilitate generic competition.
- Designation would expedite generic drug access for U.S. patients.
- Supports FDA’s mission to increase availability of generic drugs
",FALSE,
FDA-2018-P-1719-0007_Withdrawal_from_Sciarra_Laboratories_Inc.pdf,12/4/2020,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Sciarra Laboratories, Inc.","Representing TBD Pharma, LLC
",Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","The withdrawal follows the publication of FDA’s final guidance in October 2020, titled “Referencing Approved Drug Products in ANDA Submissions”, which allows ANDA applicants to submit controlled correspondence to request RLD designation—rendering the petition unnecessary

",FALSE,
