File Name,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Date of Petition
FDA-2013-P-0336-0001_Emcure_Pharmaceuticals_USA_Inc_Citizen_Petition.pdf,Emcure Pharmaceuticals USA Inc.,No representation of another entity mentioned,21 U.S.C. § 355(j)(2)(c); 21 CFR § 10.20; 21 CFR § 10.30; 21 CFR § 314.93; 21 CFR § 314.122; 21 CFR § 314.161; 21 CFR § 25.31(a),"Acceptance of ANDAs for Diphenhydramine Hydrochloride Injection USP, 50 mg/mL, referencing a discontinued Benadryl product","Request FDA to accept ANDAs for Diphenhydramine Hydrochloride Injection USP, 50 mg/mL (SDV and MDV) formulations equivalent to the discontinued McNeil Consumer Healthcare's Benadryl Injection","The original Benadryl Injection was discontinued for commercial reasons and not due to safety or efficacy concerns, as confirmed by FDA; therefore, the petitioner seeks approval to submit ANDAs referencing the discontinued product.","Printed March 2013 (exact day not explicitly stated, but inferred from context and typical submission timing); Stamped No Date"
FDA-2013-P-0337-0001_Hyman_Phelps_McNamara_PC_Petition_for_Stay_of_Acti.pdf,"Hyman, Phelps & McNamara, P.C.",Submitting on behalf of an unidentified client ('Company'),21 C.F.R. § 10.35; 21 C.F.R. § 10.75; 21 C.F.R. § 20.61; 21 C.F.R. § 20.47; 21 C.F.R. § 20.48; 18 U.S.C. § 1832,Decision by CDER’s Office of Manufacturing and Product Quality to deny reconsideration of issues related to a Warning Letter and plan to publish the Warning Letter,Stay publication of the Warning Letter on the FDA’s website until the appeals process is exhausted and requested redactions are reviewed and decided upon,"Premature publication would cause irreparable commercial, reputational, and competitive harm to the Company, compromise trade secret protections, undermine the appeals process, and violate policies meant to protect confidential information under FOIA regulations.","Printed March 19, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0351-0001_Center_for_Food_Safety_and_Institute_for_Agricultu.pdf,Center for Food Safety and Institute for Agriculture and Trade Policy,"No, they are submitting on their own behalf","21 U.S.C. § 360b, 5 U.S.C. § 553(e), 21 C.F.R. §§ 10.20 and 10.30, 21 U.S.C. § 342",FDA's lack of regulation on the use of antibiotics in distillers grains sold as animal feed,"Prohibit or enjoin the use of antibiotics in the manufacture of distillers grains sold as animal feed for food-producing animals, or alternatively regulate such antibiotics as new animal drugs requiring new animal drug applications","Antibiotics used in ethanol production remain in distillers grains fed to food-producing animals, contributing to antibiotic resistance, posing a public health risk, and violating the Federal Food, Drug, and Cosmetic Act; alternatives to antibiotics are available for ethanol producers; FDA’s failure to regulate is arbitrary and capricious under the APA","Printed March 15, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0380-0001_University_of_Florida_College_of_Medicine_Jacksonv.pdf,University of Florida College of Medicine - Jacksonville and UNC School of Medicine,Not Applicable,21 C.F.R. 10.30; 21 C.F.R. 25.30; 21 C.F.R. 25.31,FDA’s black box warning on Depot Medroxyprogesterone Acetate (DMPA) labeling regarding loss of bone mineral density and limiting use to two years,Remove the black box warning from the DMPA labeling,"The petition argues that the black box warning was not based on published clinical evidence but rather on an invalid surrogate endpoint (bone mineral density) that does not predict fractures. They claim the warning has harmed public health by discouraging use of a safe contraceptive, and that published studies show bone mineral density recovers after discontinuation without increased fracture risk.","Printed Printed March 28, 2013; Stamped Stamped Apr 2, 2013 "
FDA-2013-P-0408-0001_Chesapeake_Regulatory_Group_Inc_Citizen_Petition.pdf,"Chesapeake Regulatory Group, Inc.",Not Mentioned,"Section 505(b) and 505(j) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.25; 21 CFR 10.30; 21 CFR 314.94(a)(3); 21 CFR 25.31",Designation of Reference Listed Drugs (RLDs) for peritoneal dialysis fluids (specifically Baxter Healthcare’s Dianeal PD-2 and Dianeal Low Calcium products),Request FDA to designate specific Baxter Healthcare peritoneal dialysis products as Reference Listed Drugs (RLDs),"The petitioner argues that without designated RLDs, sponsors cannot submit ANDAs for generic versions, and since Baxter’s Dianeal products dominate the market, they are appropriate standards for generic comparisons. This designation would facilitate generic competition and prevent significant variations between generics and brand-name products.","Printed Printed March 29, 2013; Stamped Stamped Apr 3, 2013"
FDA-2013-P-0424-0001_Actelion_Pharmaceuticals_Ltd_Citizen_Petition.pdf,Actelion Pharmaceuticals Ltd.,Not Mentioned,"21 USC 355, 21 CFR 10.30","FDA standards for approving ANDAs for Ventavis or generic iloprost inhalation solutions, addressing sameness of active ingredient (diastereoisomer ratio), formulation equivalency, bioequivalence demonstration, and device compatibility.","(1) the active ingredient has the same ratio of diastereoisomers, (2) any formulation differences are justified with bioequivalence and nebulizer performance data, and (3) the device used does not differ materially from the approved devices (I-neb and Prodose systems).","Ventavis is a complex, locally-acting drug-device combination used to treat pulmonary arterial hypertension. Differences in stereochemistry, formulation, or delivery device could affect safety and efficacy; therefore, strict equivalence in active ingredients, inactive ingredients, and device characteristics is required to ensure therapeutic equivalence and patient safety.","Printed Printed 5 April 2013; Stamped Stamped April 8, 2013"
FDA-2013-P-0426-0001_Shotwell_Carr_Inc_Citizen_Petition.pdf,"Shotwell & Carr, Inc.",Not Mentioned,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. § 25.33(d)(5); 21 C.F.R. § 20.61",Suitability determination for an abbreviated new animal drug application (ANADA) for a cyclosporine oral solution for dogs differing from the reference listed drug (ATOPICA®) in dosage form,Request the FDA to determine that a new oral solution form of cyclosporine for dogs is suitable for filing under an ANADA,"An oral solution provides easier administration with accurate dosing using calibrated syringes, improves convenience for veterinarians and pet owners, and maintains the same active ingredient, strength, route of administration, and dosage as the reference product.","Printed Printed April 19, 2013; Stamped Stamped April 22, 2013"
FDA-2013-P-0435-0001_Tobacco_Control_Legal_Consortium__et_al_Citizen_Pe.pdf,Tobacco Control Legal Consortium,"African American Tobacco Control Leadership Council, American Academy of Pediatrics, American Association for Cancer Research, American Cancer Society – Cancer Action Network, American Heart Association, American Legacy Foundation, American Lung Association, American Public Health Association, Americans for Nonsmokers' Rights, Asian Pacific Partners for Empowerment, Advocacy and Leadership (APPEAL), Association for the Treatment of Tobacco Use and Dependence, Campaign for Tobacco-Free Kids, Corporate Accountability International, NAATPN, Inc., National Association of County and City Health Officials, National Latino Alliance for Health Equity, Society for Research on Nicotine and Tobacco, Summit Health Institute for Research and Education, Inc., and Valerie B. Yerger, N.D.","Title 21, Chapter 9, Subchapter V, Part A of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. 10.30; Family Smoking Prevention and Tobacco Control Act (codified at 21 U.S.C. § 387g(a)(1)(A), (3)(A)-(B))",FDA's delay in prohibiting menthol as a characterizing flavor in cigarettes despite the recommendations from the Tobacco Products Scientific Advisory Committee (TPSAC),Petition the FDA to prohibit menthol as a characterizing flavor in cigarettes and cigarette smoke,"Menthol cigarettes increase youth smoking initiation, addiction, and reduce cessation rates, especially among minorities; menthol’s continued availability undermines public health goals and perpetuates tobacco-related health disparities; TPSAC and extensive scientific evidence support that removing menthol would significantly benefit public health","Printed Stamped April 12, 2013; Stamped nan"
FDA-2013-P-0470-0001_Salix_Pharmaceuticals_Inc_Citizen_Petition.pdf,"Salix Pharmaceuticals, Inc.",Not representing another entity; Salix submitted on its own behalf,"Sections 505(j) and 505(q) of the Federal Food, Drug, and Cosmetic Act (FDCA); 21 U.S.C. §§ 355(j) and 355(q); 21 C.F.R. §§ 10.30, 314.94, and 320.21",FDA's Draft Guidance on establishing bioequivalence for extended-release mesalamine products (specifically Apriso®),"Amend the FDA’s existing bioequivalence criteria for mesalamine extended-release capsules (Apriso®) and require bioequivalence testing under fasted and fed conditions in ulcerative colitis patients, inclusion of both 5-ASA and N-Ac-5-ASA plasma analytes, expanded PK parameters, and specific testing related to colonic distribution","Salix argues that the current FDA criteria do not adequately capture the unique delayed- and extended-release properties of Apriso®, the altered pharmacokinetics in ulcerative colitis patients, the significant role of metabolite N-Ac-5-ASA, and the need to ensure equivalent colonic drug delivery, all of which are critical to maintaining therapeutic effectiveness.","Printed Printed March 7, 2013; Stamped Stamped April 18, 2013"
FDA-2013-P-0471-0001_Bayer_HealthCare_Pharmaceuticals_Inc_Ropes_Gray_LL.pdf,Bayer HealthCare Pharmaceuticals Inc.,Ropes & Gray LLP representing Bayer HealthCare Pharmaceuticals Inc.,"Section 505 of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. § 10.30; Sections 505(c)(3)(E)(ii) and 505(j)(5)(F)(ii) of the FDCA",FDA’s historical approach to denying 5-year exclusivity to fixed-dose combinations (FDCs) that include a new active moiety and a previously approved active moiety,"Request that FDA recognize 5-year exclusivity for dienogest, the new active moiety in NATAZIA","Petitioner argues that the FDA’s current practice contradicts the statutory language, Congressional intent, and FDA’s own regulations, and leads to arbitrary, inequitable outcomes that discourage innovation in fixed-dose combinations; they argue Bayer invested 16 years and nearly $200 million developing NATAZIA, and that dienogest as a new active moiety deserves 5-year exclusivity","Printed April 19, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0503-0001_Nomax_Inc_Citizen_Petition.pdf,"Nomax, Inc.",Not Mentioned,"21 C.F.R. §§ 10.25(a), 10.30, 314.161(a)(3), 21 C.F.R. § 25.31",Determination whether a listed drug (Urocit®-K Powder) was withdrawn for safety or effectiveness reasons,"Request that FDA determine Urocit®-K Powder was not withdrawn for safety or effectiveness reasons and annotate the Orange Book accordingly, or publish a notice if otherwise","The petitioner reviewed approval documents, prescribing information, adverse effect profiles, and literature; found no safety or efficacy concerns; concluded withdrawal was for business and market strategy reasons","Printed Printed April 18, 2013; Stamped Stamped April 25, 2013"
FDA-2013-P-0504-0001_Nomax_Inc_Citizen_Petition.pdf,"Nomax, Inc.",Not Mentioned,"21 CFR 10.30, 21 CFR 25.31",Amendment of the 'Approved Drug Products with Therapeutic Equivalence' list (Orange Book) to designate Urocit®-K Powder (NDA 019647) as a reference listed drug product,Amend the 'Orange Book' to list Urocit®-K Powder as a reference listed drug product,"The petitioner argues that Urocit®-K Powder is a different dosage form (oral solution) from Urocit®-K 15 meq extended release tablets, and due to the distinction between the two, it should be designated as a separate reference listed drug (RLD) to avoid confusion and ensure appropriate generic development.","Printed Printed April 18, 2013; Stamped Stamped April 25, 2013"
FDA-2013-P-0505-0001_Nomax_Inc_Citizen_Petition.pdf,"Nomax, Inc.",Not Representing Another Entity,21 CFR 10.30; 21 CFR 25.31,"Regulatory classification and approval pathway for fluorescein strips, specifically the 1987 Federal Register notice regulating fluorescein strips as drugs rather than medical devices","FDA approval of a suitability petition allowing submission of an abbreviated new drug application (ANDA) for fluorescein strips, citing fluorescein sodium injection as the reference listed drug, despite differences in dosage form, strength, and route of administration","Petitioner argues that fluorescein strips have a long history of safe professional use, deliver much smaller amounts of fluorescein compared to the intravenous solution, are cleared naturally by tears, and that FDA’s prior classification decisions created regulatory uncertainty. Citing fluorescein injection as a reference listed drug would provide a clear and viable regulatory path to compliance.","Printed Printed April 18, 2013; Stamped Stamped April 25, 2013"
FDA-2013-P-0506-0001_Nomax_Inc_Citizen_Petition.pdf,"Nomax, Inc.",Not Representing Another Entity,21 CFR 10.30; 21 CFR 25.31,The regulatory classification and approval status of Urocit®-K Powder (potassium citrate granules) and its listing (or absence thereof) in the FDA's Orange Book as a reference listed drug.,"Nomax, Inc. requests FDA approval to submit an ANDA for potassium citrate effervescent tablets in 10 meq, 20 meq, and a new 25 meq strength, and to designate Urocit®-K Powder as a reference listed drug.","Nomax argues that Urocit®-K Powder was discontinued for reasons unrelated to safety or efficacy, and the proposed effervescent tablets produce a true molecular solution of potassium citrate similar to the powder, ensuring therapeutic equivalence. They also emphasize the historical safe use of potassium citrate oral dosage forms.","Printed Printed April 18, 2013; Stamped Stamped April 25, 2013"
FDA-2013-P-0509-0001_Skadden_Arps_Slate_Meagher_Flom_LLP_Citizen_Petiti.pdf,"Skadden, Arps, Slate, Meagher & Flom LLP",Not Mentioned,"21 U.S.C. § 301 et seq. (Federal Food, Drug, and Cosmetic Act); 21 C.F.R. § 10.30; 21 C.F.R. §§ 25.30 and 25.31",Approval standards for NDAs involving immunosuppressants indicated for maintenance therapy following renal transplantation,"The petitioner requests FDA to require that all new, modified, or reformulated immunosuppressants for renal transplant maintenance therapy successfully complete at least one 12-month, double-blind clinical trial, with limited exceptions where technically infeasible.","The petitioner argues that FDA precedent supports a 12-month trial standard; short-term trials are inadequate for assessing long-term patient and graft survival; non-inferiority trials need longer assessment periods to ensure meaningful results; open-label trials introduce bias; and double-blind trials are a recognized international standard. Thus, 12-month, double-blind trials are necessary to adequately demonstrate efficacy and ensure patient safety.","Printed Printed April 29, 2013; Stamped Stamped April 30, 2013"
FDA-2013-P-0522-0001_Escher_Fund_for_Autism_Citizen_Petition_Redacted_V.pdf,"Jill Escher, Escher Fund for Autism",Not Representing Another Entity,"21 CFR 10.30; 21 U.S.C. § 355-1(b)(3), 21 U.S.C. § 355-1(b)(4), 21 U.S.C. § 355-1(b)(5)",Approval of Diclegis (doxylamine succinate and pyridoxine hydrochloride) as a Category A pregnancy drug and general pregnancy drug labeling regulations,(1) Revoke the March 2013 approval of Diclegis or reclassify it as a Category C drug pending adequate fetal germline safety testing; (2) Revise OTC and prescription drug labeling to warn about potential fetal germline perturbation risks.,"The petitioner argues that fetal germline cells are highly susceptible to disruption by synthetic drugs during early pregnancy, potentially causing multigenerational developmental disorders. Diclegis, used during a critical window of fetal germline development, may impair germline epigenetic programming. Since Diclegis has not been tested for such effects, the petitioner contends that revocation or stronger warnings are necessary to prevent irreversible harm across generations.","Printed Printed April 26, 2013; Stamped Stamped April 30, 2013"
FDA-2013-P-0572-0001_Prometheus_Laboratories_Inc_Citizen_Petition.pdf,Prometheus Laboratories Inc.,Not Representing Another Entity,"Sections 502, 505, and 527 of the Federal Food, Drug, and Cosmetic Act (FDCA); 21 CFR 10.30; 21 CFR 25.31",FDA's lack of clear standards or procedures for developing single shared Risk Evaluation and Mitigation Strategies (REMS) and granting waivers from the requirement for single shared REMS under Section 505-1 of the FDCA,(1) FDA should complete notice and comment rulemaking to establish clear standards and processes for single shared REMS and waivers; (2) FDA should not grant a waiver from the single shared REMS requirement for Lotronex without giving Prometheus notice and an opportunity to participate in the process.,"Prometheus argues that the absence of clear regulatory standards for single shared REMS exposes innovator companies to antitrust scrutiny, product liability risks, and inefficient resource use. It contends that a lack of guidance complicates negotiations between innovator and generic drug companies and potentially delays generic drug entry. Prometheus also emphasizes that without notice and participation rights, sponsors of listed drugs cannot adequately protect their interests or provide critical information to FDA when waivers are considered.","Printed May 10, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0573-0001_Lupin_Pharmaceuticals_Inc_Citizen_Petition.pdf,"Lupin Pharmaceuticals, Inc.",Not Representing Another Entity,21 CFR 10.25; 21 CFR 10.30; 21 CFR 314.161; 21 CFR 314.162; 21 CFR 25.31,"FDA’s placement of BANZEL® (rufinamide) Tablets, 100 mg into the Discontinued Drug Products section of the Orange Book","Lupin requests that FDA determine that BANZEL® (rufinamide) Tablets, 100 mg was discontinued for reasons unrelated to safety or effectiveness, and confirm that ANDAs referencing BANZEL® 100 mg Tablets are eligible for approval if other legal and regulatory requirements are met.","Lupin argues that BANZEL® (rufinamide) Tablets, 100 mg was likely discontinued for commercial reasons rather than for safety or effectiveness issues, noting the continued marketing of BANZEL® Oral Suspension and the lack of evidence suggesting safety or efficacy concerns. Lupin cites regulatory requirements obligating FDA to make such a determination before approving an ANDA.","Printed Printed May 9, 2013; Stamped Stamped May 10, 2013"
FDA-2013-P-0574-0001_Watson_Laboratories_Inc_Citizen_Petition.pdf,"Watson Laboratories, Inc.",Not Representing Another Entity,"Sections 505 and 505(q) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30",Draft Bioequivalence Guidance for Silodosin Capsules issued in April 2013 and approval standards for ANDAs for generic RAPAFLO® (silodosin) capsules,(1) Refuse to approve any ANDAs for generic RAPAFLO® unless bioequivalence is demonstrated for both silodosin and its active metabolite KMD-3213G using strict statistical evaluation of AUC and Cmax; (2) Revise the Draft Guidance on Silodosin to require strict statistical evaluation for both silodosin and KMD-3213G.,"Watson argues that the active metabolite KMD-3213G significantly contributes to the therapeutic efficacy and safety of RAPAFLO®. Because KMD-3213G has a longer half-life and a substantial pharmacologic role, failing to require bioequivalence testing for this metabolite risks approving non-equivalent generics that could negatively impact patient health, especially among patients with moderate renal impairment.","Printed Printed May 9, 2013; Stamped Stamped May 10, 2013"
FDA-2013-P-0608-0001_Copy_1_of_2_Janssen_Research_and_Development_LLC_R.pdf,"Janssen Research & Development, LLC","Represented by Joy J. Liu, Ropes & Gray LLP","Section 505 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355), 21 C.F.R. § 10.30",FDA-2007-D-0369),"FDA should require specific bioequivalence parameters, including partial area under the concentration-time curve (pAUC0–72h and pAUC0–28d), in addition to traditional Cmax, AUC0–t, and AUC0–∞, for review and approval of any proposed generic or follow-on product referencing INVEGA® SUSTENNA®","Traditional bioequivalence metrics (Cmax and AUC) may not detect clinically meaningful differences in drug release profiles, which could impact patient safety and efficacy; differences in particle size distribution could alter release rates; simulation studies demonstrated that switching to generics without these additional bioequivalence measures could result in significant clinical consequences like relapse or side effects due to under- or overexposure to paliperidone.","Printed May 9, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0615-0001_State_of_California_Department_of_Consumer_Affairs.pdf,California Speech-Language Pathology and Audiology and Hearing Aid Dispensers Board,Not Representing Another Entity,"21 CFR 808.20(c); 21 CFR 801.420; 21 CFR 801.421; 21 CFR 808.1(d)(3); California Business and Professions Code (BPC) Sections 2538.23, 2538.36, 2538.38, 2538.49",Federal preemption of state requirements related to the sale of hearing aids via catalog or direct mail,Request for exemption from federal preemption to allow enforcement of California's stricter requirements regarding hearing aid sales by catalog or direct mail.,"California's requirements provide greater consumer protections, including requiring sellers to be licensed, prohibiting the provision of professional services without direct examination, mandating ear canal observation, requiring a signed verification statement, and extending document retention periods to seven years to support consumer safety and enable investigations into misconduct.","Printed Printed May 30, 2012; Stamped Stamped June 4, 2012"
FDA-2013-P-0631-0001_CorePharma_LLC_Citizen_Petition.pdf,"CorePharma, LLC",Not Representing Another Entity,21 CFR 10.25(a); 21 CFR 10.30; 21 CFR 314.161; 21 CFR 25.31,"Discontinuation of Moban® (molindone hydrochloride) Tablets, NDA 017111, and its listing in the FDA Orange Book","Request that FDA determine that Moban® Tablets were not withdrawn from sale for reasons of safety or effectiveness, and allow submission of an ANDA referencing Moban®","CorePharma asserts that Moban® was discontinued due to sourcing issues rather than concerns regarding safety or effectiveness. The petitioner argues that under FDA regulations, this determination is necessary to permit approval of an ANDA referencing the discontinued drug.","Printed Printed May 22, 2013; Stamped Stamped May 23, 2013"
FDA-2013-P-0664-0001_Watson_Laboratories_Inc_Citizen_Petition.pdf,"Watson Laboratories, Inc.",Not Representing Another Entity,"Sections 505 and 505(q) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.25; 21 CFR 10.30; 21 CFR 320.24",Approval standards for ANDAs for generic versions of CRINONE® (progesterone gel) 4% and 8%,(1) Refuse to approve any ANDA for a generic version of CRINONE® unless the sponsor demonstrates bioequivalence through both a pharmacokinetic (PK) study and a clinical endpoint study; (2) Issue draft guidance on bioequivalence requirements for generic progesterone gels similar to the guidance issued for generic ENDOMETRIN®.,"Watson argues that CRINONE® is a locally acting drug where traditional bioequivalence measures (based only on systemic absorption) are inadequate. Bioequivalence should be demonstrated using both PK and clinical endpoint studies to ensure that generics perform similarly at the site of action. This approach would align with FDA’s existing draft guidance for a similar product, ENDOMETRIN®.","Printed Printed June 3, 2013; Stamped Stamped June 4, 2013"
FDA-2013-P-0665-0001_Arnall_Golden_Gregory_LLP_Citizen_Petition.pdf,Arnall Golden Gregory LLP,"Representing an unnamed client (not explicitly stated who the client is, but the petition concerns Sanofi's withdrawn product Intal®)","21 U.S.C. § 355; 21 C.F.R. §§ 10.20, 10.25, 10.30, 314.161","FDA's listing of Intal® (cromolyn sodium) Inhalation Capsule, 20 mg in the Discontinued Drug Product List section of the Orange Book","Request that FDA determine that Intal® was withdrawn from the market for reasons other than safety or effectiveness, thereby permitting abbreviated NDA submissions using Intal® as the reference listed drug (RLD)","The petitioner states there is no evidence suggesting that Intal® was withdrawn for safety or effectiveness reasons and that, therefore, FDA should permit abbreviated applications referencing Intal® under 505(j) of the FD&C Act.","Printed Printed May 23, 2013; Stamped Stamped June 3, 2013"
FDA-2013-P-0666-0001_Mutual_Pharmaceutical_Company_Inc_Citizen_Petition.pdf,"Mutual Pharmaceutical Company, Inc.",Not Representing Another Entity,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 314.93; 21 CFR 25.31",FDA approval standards for ANDAs involving changes to dosage strength relative to the listed drug product,"Request that FDA determine that Piroxicam Capsules, 5mg, is suitable for evaluation and approval under an ANDA, allowing Mutual to submit a supplemental application to its approved ANDA for Piroxicam Capsules, 10mg and 20mg.","The proposed 5mg capsule is dose-proportional to the approved 10mg and 20mg strengths, will use the same formulation, dosage form, route of administration, and will provide a smaller capsule size for patients with swallowing difficulties, maintaining the same therapeutic effect and labeling (except necessary changes such as manufacturer name and 'How Supplied' section).","Printed Printed May 28, 2013; Stamped Stamped May 31, 2013"
FDA-2013-P-0667-0001_American_Clinical_Laboratory_Association_Citizen_P.pdf,American Clinical Laboratory Association (ACLA),Not representing another entity,"Federal Food, Drug, and Cosmetic Act (FDCA), Clinical Laboratory Improvement Act of 1967 (CLIA '67), Clinical Laboratory Improvement Amendments of 1988 (CLIA '88), 21 C.F.R. § 807.65(i), 21 C.F.R. § 493.1253(b)(2)",FDA's intention to regulate Laboratory Developed Tests (LDTs) as devices under the FDCA,Request FDA to refrain from issuing draft or final guidance or a proposed or final rule regulating LDTs as devices and to confirm that LDTs are not devices under the FDCA,"FDA lacks statutory authority to regulate LDTs under the FDCA; LDTs are not 'devices' as defined by the Act; regulation of LDTs under FDCA would conflict with CLIA; regulating LDTs would harm public health by reducing access to critical tests and delaying medical innovation; FDA regulation could cause significant economic repercussions for laboratories; concerns about laboratory regulation should be addressed through amendments to CLIA, not through FDCA regulation.","Printed June 4, 2013; Stamped Same Date both printed and stamped"
FDA-2013-P-0670-0001_Altaire_Pharmaceuticals_Inc_Citizen_Petition.pdf,"Altaire Pharmaceuticals, Inc.",Not Representing Another Entity,"Section 505(j) of the Federal Food, Drug, and Cosmetic Act; 21 C.F.R. §§ 10.20 and 10.30; 21 C.F.R. § 25.31","Designation of reference listed drug (RLD) for Gentamicin Sulfate Ophthalmic Solution, EQ 0.3% base, in the FDA's Orange Book","Request to designate Gentak® Gentamicin Sulfate Ophthalmic Solution, ANDA 064163 (held by Akorn Inc.), as the RLD for purposes of ANDA submissions","The current RLD (ANDA 064048 by Bausch & Lomb) is not Q1Q2 equivalent to the original formulation; Gentak® (ANDA 064163) is Q1Q2 equivalent to the original formulation NDA 050039, which was discontinued. Without designating Gentak® as the RLD, generic applicants cannot pursue ANDA submissions based on the original formulation, effectively shielding Gentak® from competition.","Printed Printed June 4, 2013; Stamped Stamped June 5, 2013"
FDA-2013-P-0671-0001_Lachman_Consultant_Sevices_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Not Representing Another Entity,21 CFR 10.30; 21 CFR 314.161; 21 CFR 314.162,"FDA's listing of PARAFLEX (chlorzoxazone) Tablets, 250 mg in the discontinued drug product section of the Orange Book","Request for the FDA to determine whether PARAFLEX (chlorzoxazone) Tablets, 250 mg was voluntarily withdrawn from sale for reasons of safety or effectiveness, in order to permit approval of ANDAs referencing this product",The petitioner argues there is no evidence that the withdrawal was related to safety or efficacy concerns and suggests the product was discontinued for commercial reasons. A favorable determination would allow the approval of generic versions referencing the discontinued product.,"Printed Printed June 4, 2013; Stamped Stamped June 5, 2013"
FDA-2013-P-0675-0001_Lachman_Consultant_Sevices_Inc_Citizen_Petition.pdf,"Lachman Consultant Services, Inc.",Representing an unnamed client,"Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act; 21 CFR 10.30; 21 CFR 25.31",Approval pathway for an ANDA for a modified strength version of Ultracet® (Tramadol Hydrochloride 37.5 mg and Acetaminophen 300 mg Tablets) referencing NDA 021123,Request that FDA determine that Tramadol Hydrochloride 37.5 mg and Acetaminophen 300 mg Tablets is suitable for submission as an ANDA based on a change in strength of the acetaminophen component from 325 mg to 300 mg,"The petitioner argues that reducing the acetaminophen strength does not raise questions of safety or effectiveness because the proposed maximum daily dose (2.4g) is consistent with safe exposure levels, and that FDA has previously approved other products containing 300 mg of acetaminophen in combination therapies. The indication, usage, and labeling would remain otherwise unchanged.","Printed Printed June 4, 2013; Stamped Stamped June 5, 2013"
FDA-2013-P-0693-0001_Center_for_Medicine_in_the_Public_Interest_Citizen.pdf,Center for Medicine in the Public Interest,Not Representing Another Entity,"21 C.F.R. § 10.30; Section 505(b)(2) of the Federal Food, Drug, and Cosmetic Act; ICH Guideline Q3B(R2); ICH Guideline Q3C(R5); USP General Chapter <467>",Approval of a New Drug Application (NDA) or Supplemental NDA (sNDA) for a liquid formulation of Treanda® (bendamustine hydrochloride),"FDA should refrain from approving any NDA or sNDA for a liquid bendamustine formulation unless and until the applicant demonstrates that (1) degradation products are within acceptable limits, (2) excipient safety is proven (particularly for DMA), and (3) the risk of dosing errors due to higher concentration is addressed.","The petitioner argues that a liquid formulation of Treanda could introduce harmful degradation products not present in the lyophilized form, expose patients to unsafe levels of toxic solvents like DMA, and significantly increase the risk of dosing errors due to a much higher drug concentration, all of which require thorough evaluation before any approval.","Printed Printed June 6, 2013; Stamped Stamped June 7, 2013"
FDA-2013-P-0694-0001_Elite_Laboratories_Inc_Citizen_Petition.pdf,"Elite Laboratories, Inc.",Not Representing Another Entity,21 CFR 314.122; 21 CFR 25.31,Designation and use of a Reference Listed Drug (RLD) for an ANDA application where the original RLD (Drixoral) is unavailable in the marketplace,"Request for FDA to determine that the approved and marketed product under ANDA 078648 (Avanthi, Inc.) is suitable for use as a Reference Listed Drug and to allow its use for a product containing an equivalent active ingredient with a different salt form (pseudoephedrine hydrochloride instead of sulfate).","The originally listed RLD (Drixoral) has been unavailable since 2008, and there is no indication it was withdrawn for safety reasons. The approved ANDA product (Avanthi’s) is marketed and contains equivalent active ingredients. Additionally, the FDA’s OTC monograph states that pseudoephedrine sulfate and pseudoephedrine hydrochloride are equivalent for nasal decongestant and bronchodilator use.","Printed Printed May 31, 2013; Stamped Stamped June 6, 2013"
FDA-2013-P-0695-0001_Steven_A_Zecola_Citizen_Petition_Redacted.pdf,Steven A. Zecola,Not Representing Another Entity,21 CFR 10.30; Part 25.30 of the FDA's Administrative Practices and Procedures,FDA's current drug approval process and clinical trial design as it pertains to the treatment of metastatic cancer,"Request for the FDA to (1) internally examine and modify its practices, regulations, and organizational structure for addressing metastatic cancer, (2) establish a Center for the Treatment of Metastatic Cancer, (3) modify trial design for metastatic cancer by collapsing three trial phases into two, and (4) champion an increase in the federal research budget for metastatic cancer from about 8% to 15% of total cancer research spending.","The petitioner argues that metastatic cancer is responsible for 90% of cancer deaths and that current FDA trial designs are inappropriate for metastatic cancer compounds, which are aimed at delaying metastasis rather than shrinking primary tumors. Current processes discourage investment and progress. Revised trial structures and greater research focus are needed to improve treatment options and societal outcomes.","Printed Printed June 5, 2013; Stamped Stamped June 6, 2013"
