File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Review Comments
FDA-2019-P-5151-0074_Reference_List_re_Supplement_from_Jennerlaw.pdf,Not Mentioned,,Not Mentioned,Not Mentioned," ICH Guidelines (e.g., S5R2, S5R3)
- FDA Guidance Documents (e.g., on reproductive and developmental toxicities)
- EMA Guidelines (e.g., PRAC signal assessments)
These are cited through document titles, not statute numbers.","Not Applicable
– This is not an FDA decision letter; therefore, there is no official justification or decision provided. It is an evidentiary appendix of scientific studies, correspondence, and deposition excerpts submitted by petitioners.","Not a response, but an appendix"
FDA-2019-P-1640-0010_Final_Response_Letter_from_FDA_CFSAN_to_Top_Health.pdf,"January 9, 2020",,"Center for Food Safety and Applied Nutrition (CFSAN), specifically the Office of Nutrition and Food Labeling",Denied. The FDA concluded that the strength of scientific evidence does not show that IMO has a physiological effect beneficial to human health,"21 CFR § 101.9(c)(6)(i): Dietary fiber definition
- 21 CFR § 10.30(e)(3): Grounds for denial of petitions
- 81 FR 33742: Final rule on food labeling (May 27, 2016)
- 83 FR 8997: Final guidance on scientific evaluation (March 2, 2018)","The FDA reviewed both original and new submissions, including translated studies.
- Studies cited failed to meet standards for demonstrating beneficial physiological effects of IMO on blood cholesterol and laxation.
- Several studies lacked proper controls, statistical rigor, or used inappropriate endpoints (e.g., constipation scores instead of validated laxation measures).
- Results across studies were inconsistent; no clear, reproducible benefit could be established.
- Studies with some positive results were conducted in specific populations (e.g., elderly with chronic constipation) not representative of the general U.S. population.
- The FDA emphasized the need for new, high-quality evidence if the petitioner wished to resubmit.",
FDA-2019-P-1679-0078_Supplement_from_Braeburn_Inc.pdf,"October 11, 2019",,"Not applicable — this is a supplemental submission by Braeburn, Inc., not an FDA response letter.",Not applicable — this document contains arguments submitted by Braeburn in support of their petition.,"21 C.F.R. § 10.30(g)
- 21 U.S.C. § 360cc(a)
- 21 C.F.R. § 316.3(b)(14)(ii)(A)
- 21 C.F.R. § 316.29(a)(3)","Not applicable from the FDA — but Braeburn argues that:
- Sublocade™ was never eligible for Orphan Drug Designation (ODD) because Indivior did not submit a new ODD request as required by FDA regulations.
- Cites historical precedents (e.g., Nutropin Depot, Tyvaso, Orenitram) to argue that a product reformulation requires a new ODD.
- Argues that FDA’s 2016 policy change is unlawful if applied retroactively.
- If Sublocade is the “same drug” as Subutex, its ODE has expired; if it is “clinically superior,” it must have had its own ODD request.",Not a response
FDA-2019-P-5970-0005_Response_Letter_from_FDA_CDER_to_IQVIA_RDS_In.pdf,Not stated,"GPT says: Not explicitly dated in letterhead, but the petition was acknowledged as received on December 17, 2019 and the response references actions taken “recently.” The document itself appears to be from early 2020.",Center for Drug Evaluation and Research (CDER),Denied / Dismissed as Moot,"21 CFR § 10.30(e)(2)(iii): Grounds for dismissal of a petition as moot
- FDA's Orange Book regulations and listings","The petition requested a new reference standard for dicyclomine hydrochloride capsules (10 mg), claiming the current reference drug (NDA 007409 - Bentyl by Allergan) was unavailable for bioequivalence testing.
- FDA noted that the Orange Book was updated to list ANDA 084285 (by Lannett Company Inc.) as the new reference standard.
- NDA 007409 was moved to the discontinued section, resolving the issue raised in the petition.
- As a result, the petition was dismissed as moot.",
FDA-2019-P-6045-0021_Final_Response_Letter_from_FDA_CFSAN_to_Hyman_Phel.pdf,"April 25, 2022",,Center for Food Safety and Applied Nutrition (CFSAN),Denied,"21 CFR 101.9(c)(6)(i)
- 21 CFR 10.30(e)(3)
- 21 CFR 10.30
- Final Rule: 81 FR 33742 (May 27, 2016)
- 83 FR 8997 (March 2, 2018)","The FDA concluded that:
- There is inconsistent and limited scientific evidence regarding alpha-cyclodextrin's effects on postprandial blood glucose and insulin.
- Out of five human intervention studies (across seven publications), only a few showed statistically significant effects, and those effects varied depending on dose and meal composition.
- The inconsistencies could not be plausibly explained by dose, food type, or other factors.
- Therefore, the strength of scientific evidence was insufficient to support a finding that alpha-cyclodextrin provides a physiological benefit to human health.
- As a result, alpha-cyclodextrin does not meet the criteria for inclusion as a dietary fiber.",
FDA-2019-P-1911-0007_Interim_Response_Letter_from_FDA_CFSAN_to_Keller_a.pdf,"October 21, 2019",Stamped,"Center for Food Safety and Applied Nutrition (CFSAN), specifically the Office of Nutrition and Food Labeling",Interim response – No decision yet. FDA indicates it has not been able to reach a decision within 180 days of receipt due to agency priorities and limited resources.,"21 CFR 10.30(e)(2)
- Title 21 of the Code of Federal Regulations, Section 101.9(c)(6)(i)",The FDA cited other agency priorities and limited availability of resources as the reason for the delay in decision-making. The agency committed to notifying the petitioner once review is complete.,
FDA-2019-P-0466-0003_Letter_from_FDA_CDER_to_Fresenius_Kabi_USA__LLC.pdf,"July 25, 2019",,"Center for Drug Evaluation and Research (CDER), specifically the Office of Regulatory Policy",Interim response – No final decision. The FDA has not resolved the petition due to other agency priorities.,21 CFR 10.30(e)(2),The FDA cites the need to address other agency priorities and the numerous demands on the Agency's resources as the reason for not reaching a decision at that time.,
FDA-2019-P-2289-0183_Partial_Response_from_FDA_CDER_to_Contraceptive_St.pdf,"May 17, 2022",,Center for Drug Evaluation and Research (CDER),"Partially Denied:
- The request for a boxed warning regarding breast cancer risk for all CHC products was denied.
- FDA indicated other portions of the petition will be addressed at a later date.","21 CFR 201.57(c)(1) (requirements for boxed warnings)
- 21 CFR 201.57(c)(6)(i) (WARNINGS AND PRECAUTIONS section)
- 21 CFR 201.80 (labeling for older CHCs)
- 21 CFR 310.501 (related to patient information leaflets)
- FD&C Act § 505(o)(4), § 505-1(b)(3)","Lack of consistent evidence: Epidemiological studies cited in the petition showed mixed or weak associations, and many showed no increased risk between CHC use and breast cancer.
- Weak effect sizes: Studies indicating a slight increase reported relative risks (RR) mostly below 1.5, which is not generally considered strong.
- Updated safety labeling already implemented: On April 29, 2022, FDA approved a safety labeling change (SLC) to update CHC labeling to reflect recent evidence, acknowledging a small increased risk with current/recent long-term use, but not sufficient to warrant a boxed warning.
- Risk-benefit balance: The FDA emphasized that the benefits of CHCs in preventing pregnancy outweigh the small, potential risk of breast cancer.
- Preservation of boxed warning significance: The Agency aims to reserve boxed warnings for risks that are serious and clearly outweigh benefits, which is not the case here.",
FDA-2019-P-1594-0148_DDLO_Consult_for_CFSAN_T2D_and_Yogurt.pdf,"Date Consult Received: April 20, 2020; Date Consult Completed: July 7, 2020",,"Center for Drug Evaluation and Research (CDER), Division of Diabetes, Lipid Disorders, and Obesity (DDLO)",This document is a scientific consultation rather than a final decision or formal FDA approval/denial. It provides expert guidance to CFSAN for use in evaluating a qualified health claim regarding yogurt consumption and reduced risk of type 2 diabetes. Decision outcome: Not Mentioned.,"None directly cited as statutes or formal regulations.
- Scientific references and clinical guidelines were cited, including:
- ADA Standards of Medical Care in Diabetes (2020)
- FDA 2009 Guidance on health claim evidence
- WHO 1999 diabetes criteria","The DDLO provided extensive guidance on valid diagnostic criteria and surrogate endpoints for evaluating diabetes risk in relation to yogurt consumption. Key justifications include:
- Prediabetes laboratory criteria (e.g., impaired fasting glucose, impaired glucose tolerance, HbA1c 5.7–6.4%) are appropriate surrogate endpoints.
- Insulin resistance alone is not sufficient for predicting diabetes risk unless combined with prediabetes markers.
- Acceptable diagnostic tests include OGTT, HbA1c, and FPG, but must follow ADA-recommended thresholds.
- Random plasma glucose is less reliable unless accompanied by symptoms.
- Studies using healthy populations are acceptable but expected to show smaller effect sizes.
- No pharmacologic therapies are FDA-approved for diabetes prevention, though metformin is recommended by ADA for high-risk individuals.",
FDA-2019-P-2869-0006_Interim_Response_Letter_from_FDA_CDER_to_Valisure_.pdf,"January 2, 2020",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim response – No final decision issued. The FDA has not resolved the issues raised due to the need to address other agency priorities.,21 CFR 10.30(e)(2) – Regulation governing FDA’s timeline and communication obligations for citizen petitions,The FDA stated it has been unable to reach a decision on the petition due to the need to address other agency priorities and the numerous demands on the Agency’s resources. An interim response is provided to comply with regulatory requirements. The agency committed to responding as soon as feasible.,
FDA-2019-P-4670-0008_Response_Letter_from_FDA_CFSAN_to_Lonza_Inc.pdf,"February 24, 2022",,"Center for Food Safety and Applied Nutrition (CFSAN), specifically the Office of Nutrition and Food Labeling",Denied. ,"21 CFR 101.9(c)(6)(i) – Definition and listing of dietary fiber
- 21 CFR 10.30 – FDA’s citizen petition process
- 21 CFR 10.30(e)(3) – Permits denial of a petition with justification","The three human studies submitted evaluated a commercial product (ResistAid™) that included arabinogalactan and bioactive flavonoids (quercetin, taxifolin).
- The presence of flavonoids, which independently affect immune function, confounded the results.
- The studies did not control for flavonoids, making it scientifically impossible to isolate the effects of arabinogalactan.
- Consequently, the FDA concluded there is insufficient evidence to establish that arabinogalactan independently has a beneficial physiological effect on immune function.
- Therefore, the petition to include it as a dietary fiber was denied",
FDA-2019-P-5069-0004_Interim_Response_Letter_from_FDA_CFSAN_to_Ontario_.pdf,"April 6, 2020",,"Center for Food Safety and Applied Nutrition (CFSAN), specifically the Office of Food Safety",Interim response – No decision yet.,21 CFR 10.30(e)(2) – Regulation specifying FDA's timeline obligations for responding to citizen petitions,The FDA cites other agency priorities and limited availability of resources as the reason it has not reached a decision within the 180-day timeframe. The agency committed to notifying the petitioner upon completion of the review.,
FDA-2019-P-2290-0005_Letter_from_FDA_CDER_to_Alembic_Pharmaceuticals_Li.pdf,"August 12, 019",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy","Approved. The FDA granted the petition request, determining that the withdrawal of Levitra (vardenafil hydrochloride) 2.5 mg was not due to safety or effectiveness reasons, and that FDA will continue to accept abbreviated new drug applications (ANDAs) referencing it.","84 FR 155 – Federal Register notice published August 12, 2019
- Reference to the “Discontinued Drug Product List” section of the Approved Drug Products With Therapeutic Equivalence Evaluations (Orange Book)","The FDA confirmed that Levitra (vardenafil hydrochloride) 2.5 mg was not withdrawn for safety or effectiveness reasons. Therefore, it will be maintained in the Discontinued Drug Product List in the Orange Book, and ANDAs referencing it will be accepted if all other requirements are met.",
FDA-2019-P-1525-0007_Final_Response_Letter_from_FDA_CDER_to_Baxter_Heal.pdf,"January 23, 2020",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy","Partially Approved:
- The FDA granted the request to determine that CARDENE (nicardipine hydrochloride) injection, 25 mg/10 mL was not withdrawn for safety or effectiveness reasons.
- However, the FDA has not reached a decision on the request to designate an additional reference listed drug (RLD).","Cited document: Federal Register notice announcing the FDA determination (exact citation not listed in the letter).
- Mention of the “Discontinued Drug Product List” section of the Approved Drug Products With Therapeutic Equivalence Evaluations (the Orange Book)","FDA reviewed its records and determined that CARDENE was not withdrawn from sale due to safety or effectiveness reasons, and it will therefore remain listed in the Orange Book.
- The agency has not yet acted on the RLD designation request due to competing priorities and resource limitations.",
FDA-2019-P-1893-0008_Interim_Response_Letter_from_FDA_CDER_to_Novartis_.pdf,"October 15, 2019",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – No decision yet., 21 CFR 10.30(e)(2) – Regulation allowing FDA to issue interim responses for petitions requiring longer review time,"The petition raises complex issues concerning API (active pharmaceutical ingredient) sameness and bioequivalence guidance for sacubitril/valsartan (Entresto). FDA states that these issues require extensive review and analysis by agency officials, and thus a decision has not yet been reached.",
FDA-2019-P-0692-0003_Determination_That_THAM_Solution__Tromethamine__In.pdf,"July 3, 2019",,Center for Drug Evaluation and Research (CDER),"Approved. FDA determined that THAM Solution (tromethamine) injectable, 3.6 g/100 mL, was not withdrawn for reasons of safety or effectiveness, allowing abbreviated new drug applications (ANDAs) to be accepted referencing this product","21 CFR 314.161 – Determination whether a drug was withdrawn from sale for safety or effectiveness reasons
- 21 CFR 314.162 – Removal from the Orange Book
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Requirement for publication of approved drugs (Orange Book listing)","The petitioner (Arent Fox LLP) requested FDA determine the withdrawal status of THAM Solution.
- FDA reviewed its internal records and relevant scientific literature.
- No data or information indicated the drug was withdrawn due to safety or effectiveness concerns.
- Thus, FDA will continue listing the drug in the “Discontinued Drug Product List” and accept ANDAs referencing it if all legal and regulatory requirements are met",
FDA-2019-P-2123-0003_Determination_That_ATROPINE_SULFATE_ANSYR_PLASTIC_.pdf,"September 24, 2019",,Center for Drug Evaluation and Research (CDER),"Approved – FDA determined that the product was not withdrawn for reasons of safety or effectiveness, allowing for the acceptance of ANDAs referencing the product.","21 CFR 314.161 – Drug withdrawal determination criteria
- 21 CFR 314.162 – Orange Book removal policies
- 21 CFR 10.30 – Citizen petition procedures
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Requirements related to the Orange Book","FDA reviewed its own files, external literature, and adverse event data.
- The drug had never been marketed, but this was treated as equivalent to withdrawal for regulatory purposes.
- No evidence suggested withdrawal was due to safety or efficacy concerns.
- Thus, the drug remains listed in the Orange Book’s “Discontinued Drug Product List” and ANDAs may be accepted if all other criteria are met",
FDA-2019-P-0372-0003_Determination_That_MIOCHOL__Acetylcholine_Chloride.pdf,"July 26, 2019",,Center for Drug Evaluation and Research (CDER),"Approved – The FDA determined that MIOCHOL (acetylcholine chloride intraocular solution), 20 mg/vial, was not withdrawn for reasons of safety or effectiveness, and ANDAs may be approved referencing this product if all other requirements are met","21 CFR 314.161 – Determination of whether a listed drug was withdrawn from sale for reasons of safety or effectiveness
- 21 CFR 314.162 – Drug product removal from the Orange Book
- 21 CFR 10.30 – Citizen petition process
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7))","FDA reviewed its internal files and publicly available literature.
- No evidence was found to suggest that MIOCHOL was withdrawn for safety or efficacy reasons.
- The product will remain listed in the Orange Book under the “Discontinued Drug Product List”, and ANDAs referencing it may be submitted",
FDA-2019-P-2853-0003_Interim_Response_Letter_from_FDA_to_Fresenius_Medi.pdf,"December 6, 2019",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – No final decision yet. The FDA has not resolved the issues raised in the petition due to the need to address other agency priorities.,21 CFR 10.30(e)(2) – Regulation under which FDA may issue an interim response when additional time is needed for a decision,"The FDA explains that it has not been able to reach a decision on the petition because it requires review and prioritization amidst other Agency demands.
- The agency commits to responding as soon as possible once a decision has been made, and notes that the interim response complies with 21 CFR 10.30(e)(2).",
FDA-2019-P-0076-0007_Determination_That_ZONEGRAN__Zonisamide__Capsules_.pdf,"August 22, 2019",,Center for Drug Evaluation and Research (CDER),"Approved – The FDA determined that ZONEGRAN (zonisamide) capsules, 50 mg, was not withdrawn for reasons of safety or effectiveness, and thus remains eligible for reference in ANDAs.","21 CFR 314.161 – Process for determining if a drug was withdrawn for safety/effectiveness reasons
- 21 CFR 314.162 – Removal from Orange Book
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Orange Book publication mandate
- 21 CFR 10.30 – Citizen petition process","The petitioner (Unichem Pharmaceuticals USA, Inc.) requested the withdrawal status.
- FDA reviewed its records, literature, and adverse event data.
- No information indicated the withdrawal was due to safety or efficacy concerns.
- Therefore, ZONEGRAN remains in the “Discontinued Drug Product List” in the Orange Book and ANDAs may continue to reference it if all other legal and regulatory conditions are met",
FDA-2019-P-1534-0014_Interim_Response_Letter_from_FDA_CDER_to_American_.pdf,"September 26, 2019",Stamped,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – No decision yet.,21 CFR 10.30(e)(2) – Regulation allowing FDA to issue interim responses when more time is needed to fully review and decide on citizen petitions,"The petition seeks to restore and strengthen the Mifeprex regimen and prescriber requirements approved in 2000.
- FDA noted the petition involves complex issues requiring detailed review and analysis, which has delayed the final decision.
- FDA committed to responding once the review is complete.",
FDA-2019-P-1236-0006_Interim_Response_Letter_from_FDA_CDER_to_Sarfaraz_.pdf,"September 13, 2019",Stamped,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – No decision yet. ,21 CFR 10.30(e)(2) – Regulation allowing interim responses to citizen petitions requiring more time for review,"The petition requested modifications to FDA’s guidance on the nonproprietary naming of biological products, including substituting “clinically similar” for “no clinically meaningful differences.”
- FDA has not yet completed review due to competing priorities and limited resources.",
FDA-2019-P-2537-0005_Interim_Response_from_FDA_to_Allergan_Holdings_Unl.pdf,"November 18, 2019",Stamped,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – No decision yet.,21 CFR 10.30(e)(2) – Permits FDA to issue interim responses to citizen petitions requiring additional time for review,"The petition requested the FDA to refuse or deny any ANDA referencing Allergan’s Viberzi (eluxadoline) tablets without appropriate bioequivalence data, and to issue guidance on abuse and scheduling issues.
- FDA cited the need to address other priorities and numerous demands on agency resources as reasons for delay.",
FDA-2019-P-4003-0010_Denial_Response_from_FDA_CDER_to_Lisa_Myslinski_Re.pdf,"May 18, 2023",,Center for Drug Evaluation and Research (CDER),"Denied – The FDA denied the petition, stating the citizen petition process is no longer appropriate for the type of request submitted, due to changes enacted by the CARES Act.","21 CFR 336.10 – Related to the monograph for meclizine
- Section 505G of the FD&C Act (21 U.S.C. 355h) – New OTC monograph reform (added by the CARES Act)
- Section 503(b)(1), 201(p)(1), and 321(p)(1) of the FD&C Act
- Section 744L(7) and 505G(q)(3) of the FD&C Act","The petition requested regulatory changes to OTC drug monographs to allow 6.25 mg of meclizine in combination with acetaminophen and caffeine.
- The CARES Act introduced section 505G, fundamentally changing how OTC monograph amendments are handled.
- Requests like this must now go through the OTC Monograph Order Request (OMOR) process rather than the citizen petition process.
- Because the petition falls within OMOR jurisdiction and the petitioner qualifies as a “requestor,” the FDA denied the petition and directed her to pursue the OMOR path instead",
FDA-2019-P-3347-0006_Medical_Devices__Exemption_From_Premarket_Notifica.pdf,"January 14, 2020",,Center for Devices and Radiological Health (CDRH),"Approved – FDA granted the exemption of powered wheeled stretchers (Class II, product code INK) from the premarket notification (510(k)) requirement, with specific conditions outlined for exemption","Section 510(k) of the FD&C Act (21 U.S.C. 360(k))
- Section 513(i) of the FD&C Act (21 U.S.C. 360c(i))
- Section 510(m) of the FD&C Act (added by the Food and Drug Administration Modernization Act of 1997 and amended by the 21st Century Cures Act)
- 21 CFR Part 807, Subpart E"," FDA determined that powered wheeled stretchers pose risks that are well understood and manageable.
- Premarket notification was deemed not necessary to ensure safety and effectiveness, provided manufacturers meet conditions involving testing, labeling, risk assessments, and consensus standards.
- FDA reviewed the device against exemption criteria per the Class II 510(k) Exemption Guidance, and found that safety and effectiveness could be assured through visual inspection, labeling, and nonclinical testing.
- No public comments were received during the 60-day comment period following the petition notice",
FDA-2019-P-2290-0004_Determination_That_LEVITRA__Vardenafil_Hydrochlori.pdf,"August 12, 2019",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy","Approved – The FDA granted the petition request. It determined that Levitra (vardenafil hydrochloride) tablets, 2.5 mg, were not withdrawn for reasons of safety or effectiveness, and stated it will continue to approve abbreviated new drug applications (ANDAs) referencing this product, subject to applicable requirements.","84 FR 155 – Federal Register notice published August 12, 2019
- Reference to the “Discontinued Drug Product List” in the Approved Drug Products With Therapeutic Equivalence Evaluations (Orange Book)","The FDA reviewed the withdrawal of Levitra (vardenafil hydrochloride) tablets, 2.5 mg, and found that it was not for safety or efficacy reasons. As such, the product remains listed in the Orange Book's Discontinued Drug Product List and ANDAs referencing it may continue to be accepted if they meet all legal and regulatory requirements.",
FDA-2019-P-0372-0004_Letter_from_FDA_CDER_to_Hyman_Phelps___McNamara__P.pdf,"July 16, 2019",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy","Approved – FDA determined that Miochol (acetylcholine chloride intraocular solution), 20 mg/vial, was not withdrawn for reasons of safety or effectiveness, and it will remain listed in the Orange Book under the “Discontinued Drug Product List.”","Approved Drug Products With Therapeutic Equivalence Evaluations (Orange Book)
- A copy of the Federal Register notice was enclosed, but the letter does not directly cite a regulation number.","FDA reviewed its records and concluded that the product was not withdrawn from sale for reasons of safety or effectiveness.
- Therefore, Miochol remains in the Orange Book’s Discontinued Drug Product List, allowing future ANDA references if other legal requirements are satisfied.",
FDA-2019-P-3347-0004_Medical_Devices__Exemption_From_Premarket_Notifica.pdf,"September 16, 2019",,Center for Devices and Radiological Health (CDRH),"Other – The document is a notice of receipt and request for public comment; it does not contain a final decision. It outlines the FDA’s intent to determine whether to exempt powered wheeled stretchers from 510(k) requirements, but no final action is recorded in this notice.","Section 510(k) of the FD&C Act (21 U.S.C. 360(k))
- Section 513 of the FD&C Act (21 U.S.C. 360c)
- Section 510(m) of the FD&C Act
- 21 CFR Part 807, Subpart E
- Public Law 114-255 (21st Century Cures Act)","The FDA acknowledged receipt of a petition from Stryker requesting an exemption from the 510(k) requirement for powered wheeled stretchers.
- The Agency is required under section 510(m)(2) to publish a notice, solicit public comments, and make a determination within 120 days.
- The exemption will only be granted if FDA finds that a 510(k) submission is not necessary to ensure safety and effectiveness.
- The criteria being considered are outlined in the FDA's 1998 guidance for class II device exemptions",
FDA-2019-P-0466-0004_Determination_That_Dextrose__20_Grams_100_Millilit.pdf,"August 20, 2019",,Center for Drug Evaluation and Research (CDER),"Approved – The FDA determined that Dextrose 20 g/100 mL and 50 g/100 mL were not withdrawn for reasons of safety or effectiveness, allowing ANDA submissions referencing these products to proceed","Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7))
- 21 CFR 314.161 – Regarding FDA’s process for determining if a drug was withdrawn for safety/effectiveness reasons
- 21 CFR 314.162 – Relating to the removal of drugs from the Orange Book list"," The petitioner (Fresenius Kabi USA, LLC) requested that FDA determine whether the referenced Dextrose products were withdrawn from sale for safety or effectiveness reasons.
- FDA found no information indicating withdrawal due to such reasons.
- Review included internal FDA records and relevant literature.
- These products remain in the Discontinued Drug Product List, enabling ANDA approval if all other requirements are met.",
FDA-2019-P-2289-0164_Letter_from_FDA_CDER_to_Contraceptive_Study_Group.pdf,"October 31, 2019",,"Center for Drug Evaluation and Research (CDER), Office of Regulatory Policy",Interim Response – No decision yet. ,21 CFR 10.30(e)(2) – FDA’s regulation permitting interim responses to citizen petitions when additional time is needed for review,"The petition requested FDA to remove Depot medroxyprogesterone acetate (DMPA; Depot Provera) due to potential HIV transmission risk and to update labeling for all hormonal contraceptives.
- FDA explained the petition involves complex scientific and regulatory issues requiring extensive review and analysis.
- A final response will be issued once a decision is reached.",
FDA-2019-P-0466-0005_Letter_from_FDA_CDER_to_Fresenius_Kabi_USA__LLC.pdf,"August 21, 2019",,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,"Approved – FDA determined that the referenced Dextrose 20 g/100 mL and 50 g/100 mL products were not withdrawn from sale for reasons of safety or effectiveness, and will remain listed in the Discontinued Drug Product List in the Orange Book","Reference to the Federal Register (enclosed, not included in the image)
- Specific citations such as 21 CFR 314.161 or section 505(j)(7) are not directly mentioned in the visible text, though they are typically referenced in such decisions. Therefore: Not Explicitly Mentioned","FDA reviewed its records and found no indication that the Dextrose products were withdrawn from sale due to safety or efficacy concerns.
- As a result, the products will remain in the Discontinued Drug Product List, allowing ANDAs to reference them if all other requirements are met",
FDA-2019-P-0537-0003_Letter_from_FDA_CDER_to_The_Kulkarni_Law_Firm.pdf,"July 31, 2019",,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,Interim Response – No decision yet. FDA has not resolved the issues raised in the petition and will respond after addressing other priorities and demands.,21 CFR 10.30(e)(2) – FDA regulation allowing for interim responses to citizen petitions if additional time is required," The petitioner requested FDA ensure that manufacturers of Methscopolamine Bromide meet requirements outlined in the FDA’s December 2016 guidance for industry: Botanical Drug Development.
- FDA cited resource constraints and competing priorities as the reason for not yet issuing a final response.",
FDA-2019-P-2559-0004_Letter_from_FDA_CDER_to_Ajanta_Pharma_USA_Inc.pdf,"July 29, 2019",,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,"Approved – FDA determined that FORTAMET (metformin hydrochloride) extended-release tablets, 500 mg and 1 g, were not withdrawn for reasons of safety or effectiveness, and thus remain on the Discontinued Drug Product List in the Orange Book.","Federal Register notice was mentioned as enclosed, but no specific regulation (e.g., 21 CFR or FD&C Act section) was cited in the visible portion of the document.
→ Not Explicitly Mentioned","FDA reviewed its records and found no evidence that the discontinuation of FORTAMET was due to safety or effectiveness concerns.
- Therefore, the product remains listed in the Orange Book’s Discontinued Drug Product List, and may be referenced in ANDA submissions if other legal requirements are satisfied.",
FDA-2019-P-1366-0003_Determination_That_CLAFORAN__Cefotaxime_Sodium__fo.pdf,"July 3, 2019",,Center for Drug Evaluation and Research (CDER),"Approved – FDA determined that CLAFORAN (cefotaxime sodium) for injection, 500 mg/vial, 1 g/vial, 2 g/vial, and 10 g/vial was not withdrawn for reasons of safety or effectiveness, and it will remain listed in the Discontinued Drug Product List of the Orange Book.","21 CFR 314.161 – Determination that a drug was not withdrawn for safety or effectiveness
- 21 CFR 314.162 – Drug removals from the Orange Book
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Listing of approved drugs in the Orange Book","The petitioner provided no data suggesting the drug was withdrawn for safety or efficacy concerns.
- FDA independently reviewed records, literature, and postmarketing data, and found no indication that the product was withdrawn for such reasons.
- Therefore, ANDAs may continue referencing it.",
FDA-2019-P-1351-0351_Interim_Response_Letter_from_FDA_CDER_to_Law_Offic.pdf,"September 16, 2019",Stamped,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,Interim Response – No decision yet.,21 CFR 10.30(e)(2) – FDA regulation allowing for interim responses to citizen petitions,"The petition requests revisions to the February 19, 2019 final rule concerning bulk drug substances eligible for compounding under Section 503A of the Federal Food, Drug, and Cosmetic Act.
- FDA has not issued a decision because the petition raises complex issues that require extensive review and analysis.",
FDA-2019-P-1818-0007_Interim_Response_from_FDA_CDER_to_Public_Citizen_s.pdf,"October 11, 2019",Stamped,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,Interim Response – No decision yet.,21 CFR 10.30(e)(2) – FDA regulation that permits interim responses to citizen petitions when more time is needed for full consideration,"The petition requested FDA to revise labeling for Prolia (denosumab) to add a boxed warning and modify its Risk Evaluation and Mitigation Strategy (REMS) to address risks of vertebral fractures post-discontinuation.
- FDA stated it has not yet reached a decision due to the complexity of the issues, which require extensive internal analysis and review.",
FDA-2019-P-1366-0004_Letter_from_CDER_to_Cardinal_Health_Regulatory_Sci.pdf,"July 3, 2019",Stamped,Center for Drug Evaluation and Research (CDER) – Office of Regulatory Policy,"Approved – FDA determined that Claforan (Cefotaxime Sodium for Injection, 500 mg, 1 g, 2 g, and 10 g/vial) was not withdrawn for reasons of safety or effectiveness, and the product remains on the Discontinued Drug Product List of the Orange Book.","Reference to the Federal Register notice was made, but no specific regulation or statute (e.g., 21 CFR or FD&C Act section) was mentioned explicitly in the letter.
→ Not Explicitly Mentioned","FDA reviewed its records and determined there was no indication that the product was withdrawn from sale for reasons of safety or effectiveness.
- Based on this determination, Claforan will remain listed in the Discontinued Drug Product List section of the Orange Book.",
FDA-2019-P-4669-0003_Interim_Response_Letter_from_FDA_CFSAN_to_RdR_Solu.pdf,"March 5, 2020",Stamped,"Center for Food Safety and Applied Nutrition (CFSAN) – Specifically, the Office of Nutrition and Food Labeling",Interim Response – No decision yet.,21 CFR 10.30(e)(2) – Provision allowing FDA to issue interim responses when a full response cannot be completed within 180 days,"The petition sought amendment of 21 CFR 101.9 to include purified glucomannan (Propol and Propolmannan) as a dietary fiber in nutrition labeling.
- FDA has not completed review due to competing agency priorities and limited resource availability, and will notify the petitioner once a decision is made.",
