File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2018-P-1195-0006_Interim_Response_Letter_from_FDA_CDER_to_Kurt_Kars.pdf,9/13/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2) – Pertaining to interim responses to citizen petitions,"The FDA has not resolved the petition due to the need to address other Agency priorities. The response is interim and issued in compliance with 21 CFR 10.30(e)(2), with a commitment to respond once resources allow
",FALSE,"Missing in original spreadsheet, so completed in full here. This appears to be a duplicate file of FDA-2018-P-1195-0007_Interim_Response_from_FDA_CDER_to_Hyman__Phelps___.pdf."
FDA-2018-P-1195-0007_Interim_Response_from_FDA_CDER_to_Hyman__Phelps___.pdf,9/13/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2) – Pertaining to interim responses to citizen petitions,"The FDA has not resolved the petition due to the need to address other Agency priorities. The response is interim and issued in compliance with 21 CFR 10.30(e)(2), with a commitment to respond once resources allow
",FALSE,This appears to be a duplicate file of FDA-2018-P-1195-0006_Interim_Response_Letter_from_FDA_CDER_to_Kurt_Kars.pdf.
FDA-2018-P-1195-0008_Letter_from_FDA_CDER_to_Hyman__Phelps___McNamara__.pdf,5/8/2019,,Center for Drug Evaluation and Research (CDER),"Approved (Petition Granted)
","- 21 U.S.C. § 355(j) – Section 505(j) of the FD&C Act (ANDA requirements)
- 21 CFR 314.3(b) – Definitions of reference standard and listed drug
- 21 CFR 314.94(a)(3) – Reference standard selection
- 81 FR 69580, 69619 (Oct. 6, 2016) – Preamble to final rule on ANDAs and 505(b)(2) applications","- The petition requested that FDA designate ANDA 074190 (West-Ward's naproxen oral suspension, 25 mg/mL) as the new reference standard (RS) for Naprosyn.
- The current RS, NDA 018965 (Naprosyn), was found to be unavailable or not reliably available in the market for in vivo bioequivalence testing.
- West-Ward's ANDA 074190 is the only approved generic product that is therapeutically equivalent to the RLD and is listed in the Orange Book.
- Therefore, the FDA granted the petition and designated ANDA 074190 as the new RS. 
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1195-0012_Letter_from_FDA_CDER_to_Arnall_Golden_Gregory__LLP.pdf,7/12/2019,,Center for Drug Evaluation and Research (CDER),Denied (Petition for Stay),"- 21 CFR 10.35(e) – Governing criteria for granting an administrative stay of action
- 21 CFR 314.81(b)(2) – NDA sponsor reporting obligations
- 21 CFR 314.3(b) – Definitions of reference listed drug (RLD) and reference standard
- 81 FR 69580, 69619 (Oct. 6, 2016) – Final rule on ANDAs and 505(b)(2) applications","- The petition requested an indefinite stay of FDA’s May 8, 2019 decision to select ANDA 074190 (West-Ward) as the new reference standard for naproxen oral suspension.
- FDA concluded that the petitioner did not meet three out of the four mandatory criteria for granting a stay under 21 CFR 10.35(e):
    • No demonstration of irreparable injury
    • No sound public policy grounds
    • Delay would negatively impact public health and access to generics
- FDA emphasized the public interest in ensuring availability of a usable reference standard to support ANDA development.
- Therefore, the stay was denied, and FDA proceeded to update the Orange Book to reflect ANDA 074190 as the designated reference standard.",FALSE,
FDA-2018-P-1195-0016_Petition_Response_Letter_from_FDA_CDER_to_Arnall_G.pdf,5/26/2020,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR 10.33(d) – Criteria for granting reconsideration requests
- 21 CFR 314.3(b) – Definitions for reference listed drug (RLD) and reference standard
- 21 CFR 314.81(b)(2) – Annual report requirements for NDA holders
- 21 CFR 314.94(a)(3) – Reference standard use in ANDA submissions
- 21 U.S.C. § 355(j) – Section 505(j) of the FD&C Act (ANDA process)
- 21 U.S.C. § 356i(c) – Section 506I one-time marketing status report
- 81 FR 69580, 69619 (Oct. 6, 2016) – Final rule on ANDAs and reference standards","- FDA found no failure to consider or inadequacy in considering relevant information during the initial decision to designate ANDA 074190 as the new reference standard for naproxen oral suspension.
- Petitioners failed to submit timely and complete annual reports and NDC data, which are required under FDA regulations.
- Third-party commercial data showed no distribution of Naprosyn under NDA 018965, consistent with citizen petitions and contrary to the petitioners’ claims.
- FDA concluded that the selection of a new reference standard served the public interest by ensuring generic applicants could conduct required in vivo bioequivalence testing.
- FDA declined to grant reconsideration because it was not warranted under regulatory criteria or the public interest standard.",FALSE,
FDA-2018-P-1197-0003_Interim_Response_from_FDA_CDER_to_Exela_Pharma_Sci.pdf,9/13/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) – Regulation for interim responses to citizen petitions
","- The petition from Exela Pharma Sciences requested that the FDA assign a therapeutic equivalence code “AP” to palonosetron hydrochloride IV solution (NDA 207963).
- FDA stated the issues raised were complex and required extensive review and analysis.
- The interim response was issued in accordance with 21 CFR 10.30(e)(2) to indicate that a final decision had not yet been made but would follow when possible.",FALSE,
FDA-2018-P-1263-0005_Interim_Response_Letter_from_FDA_CDER_to_Kratz___B.pdf,9/19/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) – Regulation for issuing interim responses to citizen petitions
","- The petition, submitted on behalf of Rubicon Research Private Limited, requested designation of a suitable additional reference standard for diclofenac sodium delayed-release tablets (25 mg and 50 mg).
- FDA was unable to reach a decision due to the need to address other Agency priorities.
- The interim response was issued in compliance with 21 CFR 10.30(e)(2), which allows the Agency to acknowledge petitions that require further evaluation.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1263-0006_Letter_from_FDA_CDER_to_Kratz___Barry_LLP_and_Yili.pdf,11/26/2019,,Center for Drug Evaluation and Research (CDER),"Approved (Petition Granted)
","- 21 U.S.C. § 355(j) – Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.3(b) – Definitions (e.g., reference standard, RLD)
- 21 CFR 314.94(a)(3) – Requirements for ANDA submissions using reference standards
- 81 FR 69580, 69619 (Oct. 6, 2016) – Preamble to final rule on ANDAs and 505(b)(2) applications","- The petitions requested new reference standards for diclofenac sodium delayed-release tablets (25 mg, 50 mg, 75 mg) due to lack of availability of the current standards (ANDA 074376 and ANDA 074394 by CASI Pharmaceuticals).
- FDA verified through commercial data and regulatory filings that the current reference standards were unavailable on the market.
- Accordingly, FDA selected the following new reference standards based on availability and market leadership:
    - ANDA 090066 (Unique Pharmaceuticals) for 25 mg and 50 mg
    - ANDA 077863 (Unique Pharmaceuticals) for 75 mg.
- The decision ensures continuity and access for generic applicants seeking to establish bioequivalence.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1310-0044_Petition_Denial_Letter_from_FDA_CDER.pdf,5/17/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 U.S.C. § 355(j) – ANDA approval requirements under the FD&C Act
- 21 CFR 314.3(b) – Definitions (e.g., RLD, bioequivalence)
- 21 CFR 314.94(a) – ANDA content and format
- 21 CFR 320.24(b) – Bioequivalence testing methodologies
- 21 CFR 10.115 – Guidance practices and nonbinding recommendations
- 21 CFR 314.127(a)(6)(i) – Basis for refusing to approve an ANDA","- For Haynes and Boone Petition: The FDA disagreed that ANDAs relying on clinical endpoint studies should be denied. While such studies are the least accurate and reproducible method, they are still acceptable for locally acting drugs like sucralfate when properly designed. The withdrawal of the 2014 draft guidance does not preclude the use of clinical endpoint studies.
- For Vertice Petition: The FDA clarified that draft guidance does not impose binding requirements. The Agency will consider any scientifically valid alternative bioequivalence method proposed. Vertice’s requests were more suitable for public comment during the draft guidance process.
- The FDA emphasized it retains discretion to evaluate bioequivalence based on a “reasonable and scientifically supported criterion” and will consider methods on a case-by-case basis.",FALSE,
FDA-2018-P-1335-0004_Agency_Response_Letter_from_FDA_CDER_to_Hyman__Phe.pdf,8/23/2018,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"- 21 CFR 314.161 – Determination if a drug was withdrawn from sale for safety or effectiveness reasons
- 21 CFR 314.162 – Removal of listed drugs from Orange Book
- 21 U.S.C. § 355(j)(7) – Drug approval listings in the Orange Book","- The petition requested a determination under 21 CFR 314.161 whether Ditropan XL (oxybutynin chloride ER tablets), 5 mg, 10 mg, and 15 mg, had been withdrawn for safety or effectiveness.
- The FDA determined the 15 mg strength had not been withdrawn for such reasons after reviewing internal records and independent literature.
- The 5 mg and 10 mg strengths were already relisted in the Prescription Drug Product List, so no determination was needed.
- FDA's decision allows ANDAs referencing the 15 mg formulation to proceed, assuming all other regulatory requirements are met.",FALSE,
FDA-2018-P-1349-0007_Petition_Response_Letter_from_FDA_CVM_to_Douglass_.pdf,6/13/2018,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Approved,"- Section 512(n)(3) and 512(n)(3)(C) of the FD&C Act – Suitability petition criteria
- 21 CFR 514.5 – Presubmission conference recommendation","- The petition proposed a generic pimobendan compressed soft chewable tablet, differing in dosage form from the RLNAD Vetmedin® (hard chewable tablets).
- FDA determined that the proposed changes (soft vs. hard chewable form) are acceptable for a suitability petition under section 512(n)(3).
- No new safety or effectiveness studies are required for the generic product's proposed uses.
- Approval of the petition allows for submission of an ANADA; however, it does not guarantee eventual approval of the drug product.",FALSE,
FDA-2018-P-1351-0006_Agency_Response_Letter_from_FDA_CVM_to_Schafer_Vet.pdf,6/5/2018,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Approved,"- Section 512(n)(3) and 512(n)(3)(C) of the FD&C Act – Suitability petition provisions
- 21 CFR 514.5 – Presubmission conference guidance","- The petition proposed a generic marbofloxacin compressed chewable tablet in multiple strengths (25–200 mg), differing from the reference listed new animal drug (RLNAD) Zeniquin® Tablets, which are standard compressed tablets.
- FDA determined that this difference in dosage form is permissible under a suitability petition.
- No new studies on safety or effectiveness are required for this change.
- Approval of the petition permits submission of an abbreviated new animal drug application (ANADA), but does not guarantee approval of the final product.
- FDA encourages a presubmission conference to clarify application expectations.",FALSE,
FDA-2018-P-1352-0006_Agency_Response_Letter_from_FDA_CVM_to_Schafer_Vet.pdf,6/5/2018,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Approved,"- Section 512(n)(3) and 512(n)(3)(C) of the Federal Food, Drug, and Cosmetic Act (FFD&CA)
- 21 CFR 514.5 – Presubmission conference guidance","- The petition proposed a generic marbofloxacin compressed soft chewable tablet, differing in dosage form from the RLNAD Zeniquin® Tablets (standard compressed tablet).
- The dosage strengths (25, 50, 100, 200 mg) and dosage schedules are consistent with the RLNAD.
- FDA found the proposed changes do not require new investigations into safety or efficacy.
- Therefore, the suitability petition was approved under section 512(n)(3)(C).
- FDA reminded the sponsor that approval of the petition does not guarantee approval of the abbreviated new animal drug application (ANADA), which must be submitted and reviewed separately.",FALSE,
FDA-2018-P-1361-0004_Agency_Response_Letter_from_FDA_CDER_to_Ajanta_Pha.pdf,8/23/2018,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"- 21 CFR 314.161 – Determination whether drug was withdrawn for safety or effectiveness
- 21 CFR 314.162 – List removals from the Orange Book
- Section 505(j)(7) of the FD&C Act (21 U.S.C. 355(j)(7)) – Drug listing requirements","- The citizen petition requested confirmation that Ditropan XL (oxybutynin chloride) Extended Release Tablets, particularly the 15 mg strength, was not withdrawn for safety or effectiveness.
- FDA reviewed its internal records, literature, and post-marketing data and found no evidence of safety or efficacy concerns prompting withdrawal.
- As a result, the 15 mg tablets will remain listed in the “Discontinued Drug Product List” in the Orange Book, denoting a voluntary market withdrawal.
- This determination permits ANDA applications referring to Ditropan XL 15 mg to proceed, provided all other requirements are met.",FALSE,
FDA-2018-P-1441-0009_Response_Letter_from_FDA_CDER_to_Mr__Antell_and_Mr.pdf,10/4/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 42 U.S.C. § 262(a), (k), (l) – Pertaining to the approval and patent process for biologics under the Public Health Service (PHS) Act
- 35 U.S.C. § 271 – Patent law on infringement
- 42 U.S.C. § 262(a)(2)(C) – Manufacturing facility standards
- 42 U.S.C. § 262(l)(6)(C) – FDA role in biosimilar patent dispute notices","- The petition requested a public hearing to discuss the effects of court-ordered drug access restrictions, citing the case Baxalta v. Genentech over Hemlibra (emicizumab-kxwh).
- FDA explained that litigation outcomes and patent enforcement are outside FDA’s jurisdiction.
- While FDA acknowledges concerns about drug access and high prices, it emphasized it is addressing those through other mechanisms and policy initiatives.
- FDA concluded that a public hearing on this topic is not warranted under its statutory role in regulating safety, purity, and potency—not litigation or patent resolution.",FALSE,
FDA-2018-P-1448-0004_Letter_from_FDA_CDER_to_Hyman__Phelps___McNamara__.pdf,9/6/2018,Manually changed to September 6 from 8 (stamp was difficult to read).,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(q) of the Federal Food, Drug, and Cosmetic Act (FD&C Act) (21 U.S.C. § 355(q))
- 2015 FDA Guidance for Industry: Abuse-Deterrent Opioids—Evaluation and Labeling","- The issues raised in the petition involve complex scientific and policy matters.
- These could not be resolved within the 150-day time frame mandated by law (section 505(q) of the FD&C Act).
- FDA supports development of abuse-deterrent opioids and is actively working with manufacturers and the public to advance this field.
- Postmarket studies are ongoing, and FDA takes a product-by-product approach in regulatory decisions.
- FDA reaffirmed the need for additional data and scientific development in this evolving area",FALSE,
FDA-2018-P-1453-0019_Response_from_FDA_CDER_to_Spear_Pharmaceuticals__I.pdf,9/6/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 C.F.R. § 320.24(b)(4)
- 21 U.S.C. § 355(j)
- 21 C.F.R. §§ 314.3(b), 314.94(a), 314.127(a)(6)(i), 320.1, 320.23(b), 320.24, 320.25(a)
- FD&C Act Section 505(j)(2)(A), (j)(2)(C), (j)(4), (j)(8)(B), and (j)(8)(C)
- Public Law 98-417 (Hatch-Waxman Amendments)","- The FDA affirmed its broad discretion under the FD&C Act and its regulations to determine bioequivalence methods on a case-by-case basis.
- The Agency stated it had not revised its draft guidance (June 2010) recommending in vivo clinical endpoint studies for fluorouracil cream.
- FDA reiterated it can consider scientifically valid alternative methods (e.g., in vitro) for demonstrating bioequivalence, as permitted under 21 CFR 320.24 and FD&C Section 505(j)(8)(C).
- Concerns raised by the petitioner (about variability in in vitro methods, cytotoxicity of the drug, and lack of scientific justification) were addressed, noting that FDA evaluates all scientific data and public comments during the guidance finalization process.
- FDA emphasized it had not made any changes to its product-specific guidance and denied the request to “reaffirm” prior requirements, affirming its flexibility to evolve guidance based on new scientific information.",FALSE,
FDA-2018-P-1469-0007_Final_Response_Letter_from_FDA_CDRH_to_Epstein_Bec.pdf,7/29/2024,,Center for Devices and Radiological Health (CDRH),Denied,"- 21 CFR 10.30(e) (FDA petition procedure)
- 21 CFR 882.5896 and 21 CFR 876.5340 (device classification regulations)
- FD&C Act Sections 513(a)(1), 513(f), 513(i)(1)(A), 510(k) (21 U.S.C. §§ 360c, 360k)
- 21 CFR 860.7(b), 807.87(f), 807.87(g) (device classification, premarket notification)
- Least Burdensome Provisions: Guidance for Industry and FDA Staff (2019)
- The 510(k) Program Guidance (2014)","- FDA found that the special controls already established in the De Novo orders (for NSS-2 BRIDGE and IB-Stim) under 21 CFR 882.5896 and 876.5340 were sufficient to provide reasonable assurance of safety and effectiveness.
- Petitioners requested a categorical requirement for additional animal and clinical testing, but FDA declined to impose such requirements across the board.
- FDA emphasized it may request additional data on a case-by-case basis in 510(k) reviews, depending on differences in device technology.
- Requiring such data for all new devices in the same classification would contradict FDA’s least burdensome principles and statutory flexibility in substantial equivalence determinations.
- Therefore, both petitions were denied because the requests were inconsistent with FDA’s established regulatory framework and policies.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1484-0007_Interim_Response_from_FDA_CDER__to_Macleods_Pharma.pdf,10/5/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Pertains to interim responses when final decisions on citizen petitions are delayed
","- The FDA states it has not resolved the issues raised in the April 12, 2018 citizen petition requesting designation of ANDA 080397 (isoniazid 300 mg by Barr Labs) as a reference standard in the Orange Book.
- FDA cites other agency priorities as the reason for the delay and confirms the response will follow ""as soon as possible.""",FALSE,
FDA-2018-P-1484-0008_Approval_Response_from_CDER_to_Macleods_Pharmaceut.pdf,8/15/2019,,Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b) – Definitions of therapeutic equivalents and reference listed drugs
- 21 CFR 314.94(a)(3) – ANDA content
- 21 CFR 320.22(c) – Bioequivalence waiver
- 21 CFR 320.24(b) – Bioequivalence standards","- The current reference standard for isoniazid 300 mg (NDA 008678 by Sandoz) was no longer commercially available.
- FDA determined, based on commercial distribution data, that ANDA 080937 (Barr) is the market leader and should replace NDA 008678 as the reference standard for 300 mg tablets.
- Similarly, ANDA 080936 (Barr) was designated the new reference standard for 100 mg tablets.
- Both NDA 008678 listings were moved to the Discontinued Drug Product List in the Orange Book.
- These actions ensure continued availability of reference standards for generic submissions.",FALSE,
FDA-2018-P-1484-0009_Updated_Response_Letter_from_CDER_to_Macleods_Phar.pdf,9/6/2019,,Center for Drug Evaluation and Research (CDER),Correction Notice,"- Approved Drug Products with Therapeutic Equivalence Evaluations (Orange Book)
- No specific statute (e.g., FD&C Act) is cited, though Orange Book criteria for bioequivalence standards are referenced indirectly","- The original citizen petition (April 12, 2018) requested FDA to designate ANDA 080937 (isoniazid 300 mg tablets by Barr) as the new reference standard.
- FDA previously responded on August 15, 2019, approving the petition, but mistakenly referenced the wrong ANDA number.
- This letter corrects that typographical error, affirming that ANDA 080937 is the correct new reference standard for isoniazid 300 mg tablets in the Orange Book.",FALSE,
FDA-2018-P-1516-0003_Letter_from_FDA_CDER_to_Encube_Ethicals_Private_Li.pdf,5/18/2018,,Center for Drug Evaluation and Research (CDER),Dismissed (moot),"- No specific statutes or regulations are cited by number. However, the following references were noted:
- Approved Drug Products With Therapeutic Equivalence Evaluations (Orange Book)
- Docket Nos. FDA-2017-P-3484, FDA-2017-P-6108, FDA-2018-P-0829","- The petition requested that mupirocin calcium cream, EQ 2% base, under ANDA 201587 (Glenmark) be designated as the reference standard in the Orange Book.
- FDA had already granted three prior petitions requesting the same action.
- As a result, FDA designated Glenmark's product as the reference standard and updated the Orange Book accordingly.
- Since the requested action was already completed, FDA dismissed this petition as moot.",FALSE,
FDA-2018-P-1531-0008_Denial_Letter_from_CDER_to_King___Spalding_LLP.pdf,11/16/2021,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 314.93(e)(1)(vi)
- 21 CFR 10.33 – Procedures for reconsideration
- 21 CFR 10.20 – Petition format requirements","- The petition requested an ANDA for Ephedrine Sulfate Injection 25 mg/5 mL (5 mg/mL) syringes, referencing Akovaz 50 mg/1 mL.
- FDA noted that the exact requested strength had already been approved under NDA 208289 (also Akovaz).
- As per 21 CFR 314.93(e)(1)(vi), a petition cannot be approved if a product with the requested change is already approved under an NDA.
- FDA therefore denied the petition as moot. Petitioners may seek reconsideration within 30 days or submit a new petition with additional information.",FALSE,
FDA-2018-P-1532-0007_Petition_Denial_Letter_from_FDA_CDER_to_King___Spa.pdf,9/21/2021,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 314.93(e)(1)(vi) – ANDA suitability petitions
- 21 CFR 10.33 – Reconsideration procedures
- 21 CFR 10.20 – Submission format requirements","- The petition requested approval to submit an ANDA for Ephedrine Sulfate Injection USP, 50 mg/10 mL (5 mg/mL) pre-filled syringes.
- The listed reference product was Akovaz 50 mg/mL (NDA 208289).
- FDA denied the petition because an NDA (213994 by Endo Ventures Ltd.) was already approved for the exact formulation (50 mg/10 mL or 5 mg/mL).
- Under 21 CFR 314.93(e)(1)(vi), a petition cannot be approved if an NDA for the same change already exists.",FALSE,
FDA-2018-P-1593-0051_Interim_Response_Letter_from_FDA_CFSAN_to_Pete_and.pdf,10/23/2018,,Center for Food Safety and Applied Nutrition (CFSAN),Interim Response,"- 21 CFR 101.65(d) – Related to the definition of “healthy” nutrient content claims
- 21 CFR 10.30(e)(2) – Concerning interim responses to citizen petitions
","- The petition requested FDA to amend 21 CFR 101.65(d) to allow eggs, as single-ingredient foods, to bear the label claim “healthy.”
- The FDA acknowledged it is still evaluating changes to the definition of “healthy.”
- The Agency received substantial public input through a 2016 Request for Information (RFI) and a 2017 public meeting, with over 1,200 comments.
- The Agency has not been able to resolve the petition within the required 180 days due to competing priorities and limited resources. FDA will continue to review the petition in the context of broader regulatory changes and public comments
",FALSE,
FDA-2018-P-1678-0006_Agency_Response_Letter_from_FDA_CDER_to__Mapi_USA_.pdf,12/28/2021,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 CFR 314.93(e)(1)(vi) – Conditions under which ANDA suitability petitions can be denied
- 21 CFR 10.33 – Reconsideration procedures
- 21 CFR 10.20 – Petition format requirements","- The petitioner (Mapi USA, Inc.) requested FDA approval to submit an ANDA for Midazolam Injection 100 mg/100 mL (1 mg/mL).
- This would represent a change in strength from the listed drugs Versed 2 mg/2 mL and 5 mg/5 mL (both 1 mg/mL).
- However, FDA denied the petition because a drug product matching the requested formulation was already approved under NDA 211844 (Midazolam in 0.9% Sodium Chloride Injection, 100 mg/100 mL) by Inforlife SA.
- As per 21 CFR 314.93(e)(1)(vi), petitions must be denied if the requested change has already been approved via an NDA.",FALSE,
FDA-2018-P-1719-0006_Letter_from_FDA_CDER_to_Sciarra_Laboratories__Inc_.pdf,10/29/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Regulation allowing interim responses when a final decision has not been reached within 180 days
","- The petition requested that FDA designate Aeroseb-Dex (dexamethasone topical aerosol), 0.01%, approved under ANDA 083296 (held by Allergan Herbert), as a Reference Listed Drug (RLD) in the Orange Book.
- FDA has not yet completed review of the petition because it raises complex issues requiring extensive analysis. The agency will respond once a decision has been made
.
",FALSE,
FDA-2018-P-1720-0004_Letter_from_FDA_CDER_to_Gland_Pharma_Limited.pdf,11/16/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Regulation permitting interim responses when final action cannot be taken within 180 days
","- The petition, received on May 1, 2018, requested that FDA designate Furosemide Injection, 10 mg/mL, NDA # N018667 (Hospira) as the Reference Standard for development of a generic version of Furosemide Injection USP, 10 mg/mL.
- FDA has not reached a decision because it must attend to other agency priorities.
- The interim response acknowledges the delay and assures the petitioner that FDA will respond as soon as feasible, consistent with regulatory constraints and resource limitations",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1720-0005_Letter_from_FDA_CDER_to_Akorn_Pharmaceuticals__Myl.pdf,12/18/2018,,Center for Drug Evaluation and Research (CDER),"Mixed (One Petition Granted, Three Denied)
- Akorn Petition: Granted (designation of ANDA 202747 as RS)
- Mylan, Gland Pharma, Foley & Lardner Petitions: Denied","- 21 CFR 314.3(b) – Definitions of RLD and RS
- 21 CFR 314.94(a)(3) – Reference standard requirements
- 21 CFR 320.22(b)(1) – Bioequivalence waiver provisions
- FD&C Act, Section 505(j) (21 U.S.C. 355(j))","- The FDA reviewed four petitions requesting designation of various products as Reference Listed Drugs (RLDs) or Reference Standards (RS) for furosemide injection, 10 mg/mL.
- The Orange Book already identified two RLDs (NDAs 018579 and 016363), but both were discontinued.
- FDA determined it was appropriate to designate a new Reference Standard (RS) from available marketed products.
- Based on commercial availability and therapeutic equivalence, FDA selected ANDA 202747 (referenced in the Akorn petition) as the new RS.
- The other petitions either sought an additional RLD (which is unnecessary if two already exist) or proposed products FDA found insufficiently justified for RS designation.",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1734-0003_Letter_from_FDA_CDER_to_Foley___Lardner__LLP.pdf,10/29/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"- 21 CFR 10.30(e)(2) – Regulation permitting interim responses when final resolution is delayed beyond 180 days
","- The petition requested that FDA determine whether IC-GREEN (indocyanine green for injection) – in 10 mg/vial, 40 mg/vial, and 50 mg/vial strengths, under NDA 011525 by Akorn Inc. – has been withdrawn for safety or efficacy reasons.
- FDA has not yet made a decision due to the need to prioritize other agency matters. The agency promises to respond as soon as feasible, consistent with resource availability
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1734-0005_Letter_from_FDA_CDER_to_Foley___Lardner__LLP.pdf,12/12/2018,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"Not Mentioned – The letter does not cite specific statutes or regulations, though it references regulatory actions related to the Orange Book and the Federal Register notice.
","- The petitioner requested that FDA determine whether IC-GREEN (indocyanine green for injection), in strengths of 10 mg/vial, 40 mg/vial, and 50 mg/vial (NDA 011525), had been withdrawn from sale for reasons of safety or efficacy.
- FDA reviewed its records and concluded that IC-GREEN was not withdrawn for safety or effectiveness reasons.
- Accordingly, FDA will maintain the drug in the “Discontinued Drug Product List” section of the Orange Book, indicating it remains a valid reference listed drug for generic development
",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1740-0006_Suitability_Response_Letter_from_FDA_CVM_to_Provet.pdf,8/8/2018,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Denied,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act
- Section 512(n)(3)(C) of the Act (basis for denial)
- 21 CFR Part 10 – General administrative procedures
- 21 CFR 10.33(e) – Reconsideration procedures for citizen petitions","- The petitioner requested approval to submit an Abbreviated New Animal Drug Application (ANADA) for a chewable deracoxib tablet for dogs that differed from the reference drug (Deramaxx™) in tablet scoring.
- Only the 12 mg and 100 mg tablets would be scored, unlike the RLNAD where all strengths are half-scored.
- The FDA considered the proposed dosing scheme too complex and potentially unsafe, especially because deracoxib is an NSAID with a narrow safety margin.
- The use of multiple tablet strengths and scored segments per dose increases the risk of dosing inaccuracies, and thus a target animal safety study would be needed.
- Because of these animal safety concerns, the petition was denied under section 512(n)(3)(C).",FALSE,
FDA-2018-P-1751-0004_Interim_Response_Letter_from_FDA_CDER_to_RegCon_So.pdf,10/31/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,- 21 CFR 10.30(e)(2) – Regulation that permits FDA to issue an interim response if a final decision cannot be made within 180 days,"- The petition, submitted on May 4, 2018, requested that the FDA update the Orange Book to designate Albuterol Sulfate Inhalation Solution, 2.5 mg/0.5 mL (ANDA 075664) by Nephron Pharmaceuticals as a reference standard.
- The FDA stated it was unable to decide due to other agency priorities.
- The agency provided this interim response in compliance with its regulations and promised to respond as soon as feasible, given its current demands",FALSE,"Missing in original spreadsheet, so completed in full here. "
FDA-2018-P-1751-0005_Response_Letter_from_FDA__CDER_RegCon_Solutions_LL.pdf,1/31/2020,,Center for Drug Evaluation and Research (CDER),Approved,"- 21 U.S.C. § 355(j) (FD&C Act § 505(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 21 CFR § 320.22(b)(3)
- 81 FR 69580 at 69619 (Oct. 6, 2016)
- 72 FR 28982-28984 (May 23, 2007)","- The petition requested that the FDA amend the Orange Book to designate Nephron’s ANDA 075664 (Albuterol Sulfate Inhalation Solution, 2.5 mg/0.5 mL, 0.5% base) as a reference standard.
- FDA agreed because the current reference standard (ANDA 075050 by Bausch & Lomb) is not being marketed.
- NDA 019243 (Proventil) is listed in the ""Discontinued Drug Product List,"" but has not been withdrawn for safety or effectiveness reasons, so can be cited.
- The FDA found Nephron’s ANDA 075664 is the market leader and represents the most suitable candidate for use in bioequivalence studies",FALSE,"Response incorrectly identified by original, but updated to reflect accurate decision."
