File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Status of Review,Review Comments
FDA-2017-P-2131-0001_Citizen_Petition_from_Menn_Law_Firm_LTD.pdf,4/4/2017,,"Menn Law Firm, Ltd.
",Representing an unnamed client.,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 C.F.R. §§ 10.20, 10.30, 314.161, 25.31(a), 25.15(d)","Reference Standard designation for Aminocaproic acid in the FDA Orange Book. Specifically, the petitioner is requesting FDA to replace the current Reference Standard (AMICAR 1g Tablets) with the 500mg strength.
","Request for FDA to designate AMICAR (Aminocaproic acid) 500mg Tablets (Application No. NDA 015197) as the Reference Standard (RS), replacing the unavailable 1g tablet strength
","- The current RS, AMICAR 1g tablets, is not actively marketed or available in the U.S. market.
- FDA guidance requires bioequivalence testing with the RS, but ANDA sponsors cannot obtain the 1g tablets.
- The 500mg version is actively marketed under the same NDA and should be designated as RS to enable product development and ANDA submission",FALSE,
FDA-2017-P-2131-0003_Citizen_Petition_Withdrawal_Letter.pdf,8/18/2017,,"Menn Law Firm, Ltd.
",Representing an unnamed client.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","- AMICAR 1g tablets, the current RS, are no longer marketed or available in the U.S.
- AMICAR 500mg tablets are the only currently marketed formulation under NDA 015197.
- Generic developers cannot conduct bioequivalence studies with the unavailable 1g formulation.
- Designating the 500mg tablets as the RS will facilitate ANDA submissions",FALSE,
FDA-2017-P-2162-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,4/5/2017,,"Hyman, Phelps & McNamara, P.C.	",Representing United Therapeutics Corporation (UT).,"- 21 C.F.R. § 10.30 (Citizen petition)
- 21 U.S.C. § 355(c)(3)(E)(iii), (iv) (Exclusivity provisions)
- 21 C.F.R. § 314.108
- FDCA § 505(b)(2) (NDA process)
- Section 505(q) of the FDCA (mentioned in context of exclusivity challenges)	",FDA’s potential acceptance or approval of any 505(b)(2) or ANDA referencing bupivacaine hydrochloride and meloxicam for intravenous infusion during the period of market exclusivity	,FDA should refuse to accept or approve any 505(b)(2) or ANDA referencing the combination product (bupivacaine HCl and meloxicam IV) until the exclusivity period granted to Recro Pharma expires	,"- Approval of Recro Pharma’s NDA was based on new clinical investigations essential to approval, thereby granting 3-year market exclusivity.
- FDA is legally obligated under 21 U.S.C. § 355(c)(3)(E)(iv) to respect this exclusivity.
- Approval of a referencing application during the exclusivity period would violate statutory protections and FDA precedent.",FALSE,Representation status was incorrectly identified by ChatGPT.
FDA-2017-P-2164-0001_Citizen_Petition_from_Steptoe___Johnson__LLP__Nati.pdf,4/5/2017,,Steptoe & Johnson LLP ,"Representing National Association of Convenience Stores (NACS) and National Grocers Association (NGA).
","- 21 C.F.R. §§ 10.25, 10.30, 10.33, 10.35
- 21 U.S.C. § 343(q)(5)(H)
- 5 U.S.C. § 553(b)(B), § 706
- Administrative Procedures Act (APA)
- Executive Order 13771
- Executive Order 13777 ","The Final Rule on Food Labeling: Nutrition Labeling of Standard Menu Items in Restaurants and Similar Retail Food Establishments (79 Fed. Reg. 71156, Dec. 1, 2014) 
","- Stay the effective date of the Final Rule (under 21 C.F.R. § 10.35(b))
- Reconsider the Final Rule and commence a new rulemaking process under section 4205 of the ACA (21 U.S.C. § 343(q)(5)(H))","- Impossibility of Compliance: Petitioners cite ambiguity in definitions (e.g., what constitutes a ""menu""), unaddressed compliance guidance, and unfeasible implementation timelines.
- Underestimated Costs: FDA underestimated compliance costs for non-restaurant retailers, which are in the hundreds of millions to billions of dollars.
- Overreach and Improper Scope: The Final Rule extends beyond what Congress intended by applying to businesses not “similar” to restaurants.
- First Amendment Concerns: The rule mandates potentially misleading commercial speech and fails to directly advance a substantial government interest.
- Inconsistency with Federal Policy: The Final Rule conflicts with executive directives aimed at reducing regulatory burdens on businesses. ",FALSE,
FDA-2017-P-2229-0001_Citizen_Petition_from_Covington___Burling__LLP_and.pdf,4/7/2017,,Covington & Burling LLP,Representing the Animal Health Institute (AHI)	,"- 21 C.F.R. § 10.30 – Citizen petition procedures
- Federal Food, Drug, and Cosmetic Act (FDCA) § 512(j) – Relating to drug listings for animal drugs
- FDCA § 501(a)(5) – Adulteration for unapproved new animal drugs
- 21 U.S.C. § 360b(j) – Related to indexed animal drugs (FDCA § 572)","FDA’s enforcement policy concerning listing of animal drugs with unapproved uses and the use of the NDC Directory to identify legally marketed animal drugs, including efforts to delist or exclude products not approved via NADAs or ANADAs	","- Clarify that listing in the NDC Directory does not establish legal marketing status of animal drugs.
- Remove unapproved animal drugs from listings or clarify they are not FDA-approved.
- Enhance public communications to avoid confusion that all NDC-listed drugs are FDA-approved.","- Many stakeholders mistakenly assume that NDC Directory inclusion equals FDA approval, especially for animal drugs.
- Lack of clarity allows unapproved animal drugs to be marketed under misleading appearance of compliance.
- AHI members who comply with FDA approval processes are disadvantaged by enforcement gaps and misperceptions.
- Public and veterinary professionals deserve clear, non-misleading regulatory communication to ensure proper animal drug use and industry compliance.",FALSE,Representation status was incorrectly identified by ChatGPT.
FDA-2017-P-2230-0001_Citizen_Petition_from_Kleinfeld__Kaplan_and_Becker.pdf,4/7/2017,"Petitioner notes that this petition is identical to that filed by them on March 27, 2017 in Docket No. FDA-2017-P-1911, except
for the date and a single, non-substantive change to the Section 505(q) certification statement.","Kleinfeld, Kaplan and Becker LLP	","Representing Church & Dwight Co., Inc.","- 21 CFR § 10.30 – Citizen petition process
- 21 CFR § 310.6(b)(1) – Evidence of safety and effectiveness for marketed products
- 21 CFR § 310.545(a)(10)(ii)(A) – Sodium bicarbonate as an antacid
- 21 CFR Part 25 – Environmental impact categorical exclusion (referencing §25.30 and §25.31)",FDA’s removal of ARM & HAMMER™ Baking Soda from its OTC drug monograph for antacids and listing of such products as requiring NDA approval due to lack of evidence of being recognized as safe and effective under the conditions stated	,"Request for FDA to issue a regulation recognizing sodium bicarbonate, ARM & HAMMER™ Baking Soda, as generally recognized as safe and effective (GRASE) for OTC use as an antacid, and permit continued marketing without an approved NDA	","- ARM & HAMMER™ Baking Soda has been marketed continuously since 1970 for antacid use.
- The company provided historical labeling and product use data, supporting long-standing OTC status.
- The petition argues FDA’s de facto delisting action is inappropriate without full notice and comment.
- Church & Dwight believes their product satisfies the GRASE criteria, particularly under the OTC Antacid Monograph, and the product has no evidence of harm or misuse.
- The firm also claims FDA’s actions unduly burden a safe and established product without due regulatory process .",FALSE,
FDA-2017-P-2231-0001_Citizen_Petition_from_Qilu_Pharma__Inc__as_the_US_.pdf,4/7/2017,,"Qilu Pharma, Inc.",Not mentioned.,"- 21 CFR § 10.25(a) – General procedures for submitting petitions
- 21 CFR § 10.30 – Citizen petition requirements
- 21 CFR § 25.31(a) – Environmental impact categorical exclusion","FDA’s current designation of only one RLD for Carboplatin Injection (application No. N020452, by CordenPharma), which is listed in the Discontinued Section of the Orange Book
",Request to designate Pharmachemie BV’s Carboplatin Injection (A077269) as an additional RLD to support Qilu’s ANDA submission for identical dosage strengths,"- Existing RLD (CordenPharma) is discontinued, though not withdrawn for safety or effectiveness reasons.
- Pharmachemie BV’s product matches dosage strengths (50 mg/5 mL, 150 mg/15 mL, 450 mg/45 mL, 600 mg/60 mL at 10 mg/mL).
- Designation would facilitate Qilu’s ANDA filing for identical strengths, aiding generic market entry",FALSE,
FDA-2017-P-2231-0003_Withdrawal_from_Qilu_Pharma_Inc.pdf,6/1/2017,,"Qilu Pharma, Inc.",Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

",No specific reason was stated for the withdrawal in the letter,FALSE,
FDA-2017-P-2233-0001_Citizen_Petition_from_Consumers_for_Dental_Choice.pdf,3/28/2017,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ",Consumers for Dental Choice	,Not mentioned.,"- 21 C.F.R. § 10.30 – Citizen petition procedure
- 21 C.F.R. § 895.20 – Banned devices
- 21 U.S.C. § 360f – Authority to ban devices
- 21 C.F.R. § 872.3050 – Regulation for amalgam devices
- 21 C.F.R. § 25.31 – Environmental categorical exclusion",Critiques FDA’s continued classification of dental amalgam as a Class II device and its lack of restrictions on amalgam use despite scientific and regulatory developments globally .	,"The petition requests that the FDA:
a) Immediately ban amalgam use in children under 6, pregnant women, nursing women, and people with mercury hypersensitivities.
b) Move amalgam from Class II to Class III, requiring premarket approval (PMA).
c) Ultimately ban dental amalgam entirely in the U.S. ","- Amalgam is 50% mercury, a known neurotoxin.
- Other nations (e.g., Norway, Sweden, Denmark) have already banned or phased it out.
- Vulnerable populations (children, pregnant women) are especially at risk.
- Alternatives are available and widely used.
- Petition cites FDA's own advisory panel findings that identified risks not properly addressed in labeling or regulation.
- Environmental concerns from mercury waste also highlighted.",FALSE,
FDA-2017-P-2245-0001_Citizen_Petiton_from_Fresenius_Kabi_USA__LLC.pdf,4/7/2017,,"Fresenius Kabi USA, LLC",Not mentioned.,"- 21 C.F.R. § 10.20 – Submission of petitions
- 21 C.F.R. § 10.30 – Citizen petition procedures
- 21 C.F.R. § 314.3(b) – Definitions including reference listed drug
- Section 505(j) of the FD&C Act – ANDA provisions
- 21 C.F.R. § 10.31(a) – Environmental impact exemption","The absence of an FDA designation of a Reference Listed Drug (RLD) for Lactated Ringer’s and Dextrose 5% injections, despite several approved NDAs. The petitioner comments on the need for such designation to allow ANDA referencing","FDA should designate Baxter Healthcare’s NDA 016679 (Lactated Ringer’s and 5% Dextrose injection) as the Reference Listed Drug (RLD)
","- FDA’s Orange Book lists three NDAs for the formulation but none are currently designated as RLDs.
- ANDA applicants cannot proceed without an RLD.
- Designating NDA 016679 (Baxter) as the RLD would support development of multisource ANDAs for this formulation.
- The petitioner claims a categorical exclusion from environmental impact reporting and does not include economic impact due to non-applicability",FALSE,
FDA-2017-P-2245-0005_Petition_Withdrawal_Letter_from_Fresenius_Kabi_USA.pdf,10/16/2017,,"Fresenius Kabi USA, LLC",Not mentioned.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

",Not mentioned.,FALSE,
FDA-2017-P-2365-0001_Citizen_Petition_from_Senators_Schumer___Gillibran.pdf,4/14/2017,,Senator Charles E. Schumer and Senator Kirsten Gillibrand,Not mentioned.,"- 21 U.S.C. §§ 301–399 (FDCA)
- 5 U.S.C. § 553(e) (APA)
- 21 U.S.C. § 331(a) – Prohibited acts
- 21 U.S.C. § 361(a) – Adulterated cosmetics
- 21 U.S.C. § 371(a) – Regulations
- 21 C.F.R. §§ 700.11–700.27 – Banned/restricted substances
- 21 C.F.R. § 700.13 – Mercury ban
- 21 C.F.R. § 700.19 – Methylene chloride
- 21 C.F.R. § 25.32(m) – Environmental categorical exclusion
- 21 C.F.R. § 10.30(b) – Economic impact requirement","The lack of FDA regulation prohibiting detectable levels of 1,4-dioxane in cosmetics, despite its carcinogenic risks and presence in consumer products","Request FDA to promulgate a rule declaring that cosmetics with detectable levels of 1,4-dioxane are adulterated and therefore illegal under the FDCA","- 1,4-dioxane is a likely human carcinogen and can be absorbed via skin contact.
- It is a contaminant, not an ingredient, so it does not appear on product labels, making it hard for consumers to avoid.
- Children are especially vulnerable, as shown by multiple studies and agency reports.
- Safe manufacturing techniques (e.g., vacuum stripping) exist to eliminate it.
- FDA has previously banned other substances (e.g., methylene chloride, mercury compounds) based on similar grounds.
- Therefore, banning detectable 1,4-dioxane would be consistent with FDCA goals and FDA precedent",FALSE,
FDA-2017-P-2460-0001_Citizen_Petition_from_AuroMedics_Pharma_LLC__Aurob.pdf,4/18/2017,,AuroMedics Pharma LLC,Acting as U.S. Agent for Aurobindo Pharma Limited,"- 21 C.F.R. § 10.30 – Citizen Petition process
- 21 C.F.R. § 10.20 – Submission of documents
- 21 C.F.R. § 10.25(a) – Right to petition
- 21 C.F.R. § 314.122 – Discontinued drugs
- 21 C.F.R. § 314.161 – Determination on safety/effectiveness of discontinued drugs
- 21 C.F.R. § 25.31(a) – Environmental impact exclusion","The discontinuation of NDA 019038 for CALAN® (verapamil hydrochloride) Injection, 2.5 mg/mL by GD Searle LLC. Petitioner seeks clarification that it was not withdrawn for safety or efficacy reasons
","- FDA should determine that NDA 019038 was not discontinued for safety or efficacy reasons.
- FDA should designate NDA 019038 as a Reference Listed Drug (RLD) to allow submission of an ANDA by Aurobindo","- NDA 019038 was approved on March 30, 1984, and has since been discontinued.
- There is no RLD currently designated for Verapamil Hydrochloride Injection in the Orange Book.
- Aurobindo intends to develop a generic version matching the same strengths, dosage form, active/inactive ingredients, and indications as the original formulation (see side-by-side comparison table on page 2).
- The formulation is medically identical and supports an ANDA submission if FDA grants the RLD designation",FALSE,
FDA-2017-P-2460-0003_Withdrawal_from_AuroMedics_Pharma_LLC.pdf,8/11/2017,,AuroMedics Pharma LLC,Acting as U.S. Agent for Aurobindo Pharma Limited,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

",Not mentioned.,FALSE,
FDA-2017-P-2496-0001_Citizen_Petition_from_KVK_Tech__Inc___Abhai__LLC_.pdf,4/19/2017,,"Abhai, LLC and KVK-Tech, Inc.",Not mentioned.,"- 21 C.F.R. §§ 10.25(a), 10.30 – Citizen petition regulations
- 21 C.F.R. § 314.161 – Determining if a drug was withdrawn for safety/effectiveness reasons
- 21 C.F.R. §§ 314.122, 314.162 – Removal from Orange Book due to safety/effectiveness withdrawal
- 21 C.F.R. § 25.31(a) – Categorical exclusion from environmental assessment
- 21 C.F.R. § 10.30(b) – Economic impact information provision","Commenting on the discontinuation of Ritalin LA (methylphenidate hydrochloride) 60 mg, NDA #021284, by Novartis Pharmaceuticals, and seeking a determination of whether it was withdrawn for safety or effectiveness reasons","The petition requests FDA to determine whether the 60 mg strength of Ritalin LA was withdrawn for reasons of safety or effectiveness, to support submission of a 505(j) ANDA or 505(b)(2) NDA using it as the reference listed drug
","- Ritalin LA 60 mg was previously approved and listed in the Orange Book.
- It has since been discontinued by Novartis, as per Orange Book access on April 14, 2017.
- There is no public indication that the discontinuation was for safety or efficacy reasons.
- FDA's determination is needed to permit its reference in new drug applications",FALSE,
FDA-2017-P-2530-0001_Citizen_Petition_from_Lachman_Consultants_Services.pdf,4/21/2017,,"Lachman Consultant Services, Inc.",Representing an unnamed client.,"- 21 C.F.R. § 10.30 – Citizen petition procedure
- 21 C.F.R. § 314.161 – Drug withdrawal determination
- 21 C.F.R. § 25.31 – Categorical environmental exclusion
- 21 C.F.R. § 10.30(b) – Economic impact provision","Requesting a determination on whether Spectazole (Econazole Nitrate) Cream, 1%, approved under NDA 018751, was withdrawn for reasons of safety or effectiveness
","FDA is asked to determine that Spectazole (Econazole Nitrate) Cream, 1%) was not withdrawn for reasons of safety or effectiveness, thus allowing its use as a reference listed drug (RLD) for future ANDA submissions
","- The petitioner does not know why the drug was withdrawn, but states there is no known evidence of withdrawal for safety or efficacy reasons.
- The drug is still designated as an RLD in the Orange Book (as of April 20, 2017), although marked as discontinued.
- Another product (Econazole Nitrate Cream by Perrigo) is already designated by FDA as a reference for bioequivalence, supporting safe ANDA referencing",FALSE,
FDA-2017-P-2561-0001_Reclassification_Petition_from_STL_International__.pdf,3/29/2017,,KARA & Associates,"Representing STL International, Inc.","- 21 C.F.R. § 860.123 (Reclassification Petition)
- 21 C.F.R. § 888.5850 (Non-Powered Traction Apparatus – Class I)
- 21 C.F.R. § 890.5900 (Powered Traction Equipment – Class II)","The current Class II/Special Controls classification of the Hang Ups InvertAlign device under Product Code ITH, Regulation 890.5900. STL argues it should be reclassified to Class I/General Controls under Product Code HST, Regulation 888.5850","Reclassify the Hang Ups InvertAlign device from Class II to Class I, based on its non-powered, gravity-based operation that aligns with other Class I devices","- The device does not apply powered mechanical traction; rather, traction is achieved through gravity in an inverted position.
- It is technologically and functionally similar to Teeter Decompression Devices (cleared under 510(k) K162702 as Class I).
- It lacks restraint systems and powered force application used in true Class II traction devices like SpineMED®, VAX-D Genesis, or Healthstar Elite.
- A motor is used only to control inversion angle, not to apply traction.
- No known adverse data exists; reclassification would align with recent precedent",FALSE,
FDA-2017-P-2563-0001_Citizen_Petition_from_The_Tatia_Oden_French_Memori.pdf,4/24/2017,,The Tatia Oden French Memorial Foundation,Not mentioned.,"- 21 C.F.R. § 10.30 (Citizen Petition Procedure)
- 21 C.F.R. § 25.30(a) (Categorical Exclusion)
- 21 C.F.R. § 25.31(a) (Environmental Impact)
- References to the Sentinel Initiative under the Food and Drug Administration Amendments Act of 2007 are also noted as part of the regulatory framework","The FDA’s historical regulation and labeling of misoprostol (Cytotec) when used off-label for cervical ripening and induction of labor, as well as existing communications (e.g., Patient Information Sheets, labeling updates in 2012)","Conduct a Sentinel System query to evaluate adverse events associated with off-label use of misoprostol for cervical ripening and labor induction, potentially leading to label updates, safety alerts, or other regulatory actions","- Numerous reports and literature document serious adverse events (e.g., uterine rupture, hemorrhage, fetal distress, cerebral palsy, maternal and neonatal death) tied to off-label use of misoprostol
- The FDA Adverse Event Reporting System (FAERS) may suffer from underreporting, especially in off-label contexts
- Sentinel query would provide a more comprehensive and active surveillance approach
- Previous petitions, FDA labeling changes, and public health data (e.g., racial disparities in maternal mortality) further underscore the urgency and relevance of this action",FALSE,
FDA-2017-P-2626-0001_Citizen_Petition_from_Emord___Associates__P__C_.pdf,4/26/2017,,"Emord & Associates, P.C.
","Representing Real Food Consumer Coalition (RFCC)
","- 21 C.F.R. § 10.30 – Citizen petition procedures
- 21 C.F.R. § 1240.61(a) – Interstate ban on unpasteurized milk
- 21 C.F.R. § 1240.61(b) – Temperature modifications for pasteurization
- 21 C.F.R. § 131.110 – Definition of milk
- 42 U.S.C. §§ 264(a) and 271(a) – Authority to prevent interstate spread of communicable diseases
- 65 Fed. Reg. 76091 – Shell egg safe handling rule","Commenting on the blanket federal prohibition of interstate commerce of unpasteurized (raw) milk and milk products under 21 C.F.R. § 1240.61(a)
","- FDA should exercise enforcement discretion to permit the interstate distribution of unpasteurized milk and milk products if they are properly labeled with a health risk warning and safe handling instructions.
- Accept state-level labeling where applicable or use the proposed federal warning and self-pasteurization instructions
","- Historical and cultural precedent for consuming raw milk, with low relative rates of illness.
- Raw milk is only one of many raw foods consumed (e.g., sushi, eggs, meat), but uniquely banned in interstate commerce.
- Self-pasteurization can be equally or more effective than industrial pasteurization if done immediately before consumption.
- Consumers deserve informed choice, and many already consume raw milk legally in intrastate commerce in 25 states.
- Enforcement of the ban has harmed small farmers, with examples of federal raids and legal action shared in the petition.
- Request aligns with recent Presidential Executive Orders aimed at reducing regulatory burdens, particularly on domestic manufacturing",FALSE,
FDA-2017-P-2659-0001_Citizen_Petition_from_Jubilant_Generics.pdf,4/27/2017,,Jubilant Generics Ltd.,Not mentioned.,"- Section 505(j)(7) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.25 – Citizen petition procedures
- 21 C.F.R. § 10.30 – Citizen petition content
- 21 C.F.R. § 314.122 – Withdrawal of RLDs from the market
- 21 C.F.R. § 314.161 – Determination of withdrawal for safety/effectiveness
- 21 C.F.R. § 25.31(a) – Categorical environmental exclusion","The petitioner requests a determination from the FDA on whether the discontinuation of the Reference Listed Drug (RLD), NOROXIN® (NDA #019384), was for reasons other than safety or effectiveness, which would allow it to be referenced in an ANDA","FDA is asked to declare that NOROXIN® (Norfloxacin Tablets, 400 mg) was not withdrawn for safety or effectiveness reasons, enabling the submission of an Abbreviated New Drug Application (ANDA) referencing NOROXIN®
","- Under the FD&C Act, an ANDA must reference an RLD that is actively listed.
- If an RLD has been discontinued, a determination must be made whether the withdrawal was due to safety or efficacy issues.
- The petitioner asserts that no such safety or efficacy concerns were cited in the withdrawal of NOROXIN®.
- The petition qualifies for categorical environmental exclusion under 21 C.F.R. § 25.31(a).
- An economic impact statement will be submitted if requested",FALSE,
FDA-2017-P-2660-0001_Citizen_Petition_from_Jubilant_Generics.pdf,4/27/2017,,Jubilant Generics Ltd.,Not mentioned.,"- Section 505(j)(7) of the FD&C Act
- 21 C.F.R. § 10.25 – Citizen petitions
- 21 C.F.R. § 10.30 – Submission of petitions
- 21 C.F.R. § 314.122 – Drugs withdrawn from sale
- 21 C.F.R. § 314.161 – Determination of reasons for withdrawal
- 21 C.F.R. § 25.31(a) – Environmental impact categorical exclusion","The petitioner seeks a determination from the FDA that the discontinuation of CARDENE® SR (Nicardipine Hydrochloride Extended Release Capsules) was not for safety or effectiveness reasons, to allow use of the product as a reference listed drug (RLD) for ANDA submission
","FDA is requested to determine that the withdrawal of CARDENE® SR (NDA# 020005) was not for safety or efficacy reasons, enabling submission of an Abbreviated New Drug Application (ANDA) that relies on CARDENE® SR as the RLD","- An ANDA must reference a listed RLD; if the RLD is no longer marketed, FDA must confirm that the withdrawal was not for safety or effectiveness.
- CARDENE® SR was removed from the market but no indication of safety/efficacy concerns has been identified.
- The petitioner cites FDA regulations that allow filing of ANDAs based on discontinued products if such a determination is made.
- The petition also qualifies for a categorical environmental exclusion, and an economic impact statement will be submitted if requested",FALSE,
FDA-2017-P-2661-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,4/27/2017,,Foley & Lardner LLP,Representing an unnamed client.,"- 21 C.F.R. § 10.30 – Citizen petition process
- 21 C.F.R. § 314.93 – Petition to request change in dosage form
- 21 C.F.R. § 314.94 – Requirements for Abbreviated New Drug Application (ANDA)
- 21 C.F.R. § 25.1(g) – Environmental impact exclusion
- 21 C.F.R. § 10.30(b) – Economic impact statement provision
- Section 505(j)(2)(C) of the FD&C Act","Requesting that the FDA allow submission of an ANDA for Empagliflozin Capsules (10 mg and 25 mg) as an alternative dosage form to the Reference Listed Drug (RLD), Jardiance Tablets (10 mg and 25 mg)
","FDA is requested to declare that:
1. Empagliflozin Capsules (10 mg and 25 mg) are suitable for submission as an ANDA.
2. The reference product is Jardiance Tablets (10 mg and 25 mg)
","- The proposed product has same active ingredient, strength, and route of administration as the RLD, differing only in dosage form (capsule vs. tablet).
- Intended to provide an alternative dosage form for patients with difficulty swallowing tablets.
- Labeling will be identical to the RLD except for manufacturer details and inactive ingredients.
- Pediatric study submission is deferred until after the RLD sponsor completes its requirements (post-August 2019).
- Environmental and economic reports are not required per FDA regulations",FALSE,
FDA-2017-P-2661-0007_Withdrawal_of_Citizen_Petition__from_Foley_and_Lar.pdf,9/30/2021,,Foley & Lardner LLP,Representing an unnamed client.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

",Not mentioned. No reason for the withdrawal is stated in the letter,FALSE,
FDA-2017-P-2674-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,4/27/2017,,Foley & Lardner LLP,Representing an unnamed client.,"- 21 C.F.R. § 10.30 – Citizen petition process
- 21 C.F.R. § 314.93 – Petition to request a change in dosage form
- Section 505(j)(2)(C) of the FD&C Act – Suitability petitions for ANDAs
- 21 C.F.R. § 314.94 – ANDA content and format
- 21 C.F.R. § 25.1(g) – Environmental impact exclusion
- 21 C.F.R. § 10.30(b) – Economic impact statement provision","Requesting FDA approval for a suitability petition to allow submission of an ANDA for Empagliflozin and Linagliptin Capsules (10 mg/5 mg and 25 mg/5 mg), which differ in dosage form from the RLD Glyxambi (tablets)
","FDA is requested to declare that:
1. Empagliflozin and Linagliptin Capsules (10 mg/5 mg and 25 mg/5 mg) are suitable for submission as an ANDA under 21 C.F.R. § 314.94.
2. The RLD is Glyxambi Tablets (10 mg/5 mg, 25 mg/5 mg)
","- The only difference from the RLD is dosage form (capsule vs. tablet); active ingredients, strength, and route of administration are the same.
- Labeling will remain consistent with RLD, aside from manufacturer and excipient differences.
- The FDA has previously approved similar petitions to provide alternative forms for patients who have difficulty swallowing tablets.
- Pediatric study requirements for the RLD were waived by FDA.
- The petition qualifies for environmental and economic impact exclusions",FALSE,
FDA-2017-P-2674-0007_Citizen_Petition_Withdrawal_from_Foley_and_Lardner.pdf,9/2/2021,,Foley & Lardner LLP,Representing an unnamed client.,Not applicable.,Not applicable.,"Withdrawal of the previously submitted citizen petition.

","Not mentioned in the letter. No rationale or reasoning was provided for the withdrawal.
",FALSE,
FDA-2017-P-2733-0001_Citizen_Petition_from_Esophageal_Cancer_Action_Net.pdf,5/1/2017,,"Esophageal Cancer Action Network, Inc. (ECAN)",Not mentioned.,"- 21 C.F.R. § 10.30 – Citizen petition process
- 21 C.F.R. § 314.161 – Listing of drug products that have been withdrawn or removed
- 21 C.F.R. § 25.31 – Categorical exclusion for environmental impact
- 21 C.F.R. § 10.30(b) – Economic impact provision","The petition addresses the lack of adequate warning labeling on over-the-counter (OTC) heartburn relief medications regarding the risk of esophageal cancer.
","ECAN requests that the FDA:
• Require a new, bold, and prominent warning label on all OTC products labeled to relieve or prevent heartburn, acid indigestion, or sour stomach.
• The warning should state that persistent heartburn can indicate increased risk of developing esophageal cancer and that the medication will not eliminate that risk.","- Millions of Americans experience heartburn, with persistent heartburn being a potential indicator of gastroesophageal reflux disease (GERD) and Barrett’s Esophagus, a precancerous condition.
- Only 14% of surveyed adults were aware that reflux can lead to esophageal cancer.
- Barrett’s Esophagus is often undiagnosed, and current OTC product labels fail to adequately warn of cancer risk.
- The effectiveness of OTC medications at relieving symptoms may discourage medical evaluation, delaying diagnosis of serious conditions.
- Proposed warning language is explicitly included to address these concerns.",FALSE,
FDA-2017-P-2803-0016_Citizen_Petition_from_Apotex_Inc_.pdf,5/3/2017,,"Apotex Inc. and Apobiologix (a Division of Apotex Inc.) 
",Not mentioned.,"- 21 U.S.C. § 355(q)
- 21 C.F.R. § 10.30
- 21 C.F.R. Part 601, Subpart H
- 42 U.S.C. § 262(k)(2)(A)(i)(1)(cc)
- 42 U.S.C. § 262(i)(2)(A)
- 21 C.F.R. § 25.30 to § 25.34 (environmental claim) ","FDA's acceptance and review of biosimilar applications for NEULASTA® (pegfilgrastim) that include only clinical data from healthy subjects, specifically commenting on Coherus Biosciences’ 351(k) application approach 
","Apotex requests FDA to:
1. Require biosimilar applicants referencing NEULASTA® to conduct clinical efficacy studies (PK, PD, immunogenicity) in at least one indicated patient population.
2. Require correlation of data between healthy subjects and patients.
3. Mandate immunogenicity studies over at least four and preferably six chemotherapy cycles.
4. Require withdrawal of biosimilar applications not meeting these criteria until additional data is submitted. ","- Clinical differences may not be observable in healthy subjects due to differing ANC profiles and immune responses.
- Cancer patients exhibit different pharmacokinetics and are at risk of infection, which cannot be modeled adequately in healthy volunteers.
- Multiple chemotherapy cycles impact drug clearance and immune response.
- Data from patients is necessary to confirm safety and efficacy and to ensure clinician confidence and uptake.
- Existing biosimilar approvals relied on patient data. ",FALSE,
FDA-2017-P-2836-0001_Citizen_Petition_from_VKT_Pharma_Private_Limited.pdf,5/4/2017,,VKT Pharma Private Limited,Not mentioned.,- 21 C.F.R. § 10.30 – Citizen petition process,"Requesting the FDA to designate an alternate Reference Listed Drug (RLD) and Reference Standard (RS) for Rx Zantac 150 mg and 300 mg tablets, since GlaxoSmithKline (GSK) has discontinued marketing the original product, making it unavailable for ANDA development
","The petitioner requests FDA to recommend and designate an alternate RLD and RS for the discontinued Zantac (Ranitidine) 150 mg and 300 mg tablets to enable submission of Abbreviated New Drug Applications (ANDAs)
","- GSK has stopped manufacturing Zantac tablets, and no alternative RS is listed in the Orange Book.
- Multiple suppliers confirmed GSK products are unavailable, disrupting the ability to conduct bioequivalence studies.
- The availability of RS is critical for generic manufacturers to proceed with ANDA filings.
- FDA’s Controlled Correspondence Review recommended submitting a citizen petition to resolve the RS issue.
- Swift action would support generic development and potentially lower drug costs.
",FALSE,
