File ID,Date of Petition,Was_Withdrawn,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Final Decision,Number of Interim Responses,Interim Response Date,Last Response Date,Responding FDA Center,Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response
FDA-2017-P-3950,6/21/2017,True,Amin Talati Upadhye LLP,law/consulting,"- 21 C.F.R. § 10.30
- 21 U.S.C. § 355
- 21 C.F.R. §§ 25.30 and 25.31
- 21 CFR 314.94(a)(12)(viii)(C)(1)(ii)
- 21 CFR 314.95(b)(2)
- Section 505(j)(5)(B)(iv) of the FD&C Act",The potential approval of InnoPharma’s ANDA No. 207670 for levothyroxine injection before expiration of Fera’s 180-Day exclusivity,"The petitioner requests that the FDA not approve InnoPharma’s ANDA No. 207670 (and any other similar ANDAs) until Fera's 180-Day exclusivity has expired. They ask the FDA to confirm that InnoPharma is not entitled to ""first applicant"" status or shared exclusivity","- Fera submitted a timely ANDA with a Paragraph IV certification and sent the required notice letter.
- FDA recognized Fera as the first applicant in its 29 June 2016 approval letter.
- InnoPharma may have submitted its Paragraph IV certification and notice letter untimely or prematurely (before the patent was issued or listed in the Orange Book), thus invalidating its eligibility.
- Court records suggest InnoPharma’s Notice Letter was dated before the patent issued (09 April 2015 vs. 14 April 2015), which undermines its validity.
- Cited legal precedents and FDA guidance indicate that premature notice letters are invalid and can disqualify an applicant from exclusivity",,1.0,12/18/2017,12/18/2017,Center for Drug Evaluation and Research (CDER),,"- Pending Decision Due to Agency Priorities: FDA cites the need to address other agency priorities and resource constraints as the reason for not yet resolving the petition.
- Regulatory Compliance: Interim response issued pursuant to 21 CFR 10.30(e)(2)
",
FDA-2017-P-3989,6/29/2017,False,"Lachman Consultant Services, Inc.",industry/corporation,"- 21 C.F.R. § 10.30 (Citizen Petition Regulation)
- 21 C.F.R. § 25.31 (Environmental Impact exclusion)","The petitioner is commenting on the marketing status of the 15 mg strength of TRINTELLIX (vortioxetine hydrobromide) tablets in the FDA's Orange Book—specifically, whether its discontinued status is due to safety or effectiveness concerns.
","- That the FDA determine whether TRINTELLIX 15 mg tablets were discontinued for safety or effectiveness reasons.
- If not, the petitioner requests FDA to accept ANDAs for all four strengths (5 mg, 10 mg, 15 mg, and 20 mg) of vortioxetine hydrobromide using NDA N204447 as the Reference Listed Drug (RLD).","- The 15 mg strength of TRINTELLIX was previously listed in the Orange Book as a prescription product but is now marked as “Discontinued.”
- The petitioner provides evidence from labeling changes and Orange Book listings showing removal of the 15 mg dosage from the product insert post-September 2016.",Approved (Determination Issued),0.0,,11/21/2017,Center for Drug Evaluation and Research (CDER),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
",,"- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements"
FDA-2017-P-4023,6/30/2017,True,Sidley Austin LLP,law/consulting,"- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- Section 505 of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 U.S.C. § 352(a) (misbranding statute)
- 21 C.F.R. §§ 1.21, 202.1(e)(5)(iii) (promotion and labeling rules)
- 21 C.F.R. § 25.31 (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact provision)","The pending supplemental New Drug Application (sNDA) filed by Keryx Biopharmaceuticals, Inc. in March 2017 seeking to expand Auryxia’s indication to include treatment of iron deficiency anemia (IDA) in non-dialysis dependent (NDD) chronic kidney disease (CKD) patients","The petitioner requests that the FDA refrain from approving the sNDA for Auryxia. Instead, the petitioner urges that Keryx be required to submit a separate NDA that includes adequate clinical and preclinical data to support the safety and appropriate labeling of Auryxia for IDA in NDD-CKD patients
","- Safety concerns: Use of Auryxia (a phosphate binder) in NDD-CKD patients with normal phosphorus levels is not recommended by guidelines and may pose risks such as iron overload and hypophosphatemia.
- Lack of long-term safety data: The clinical trial supporting the sNDA was only 16 weeks and did not address long-term risks of elevated iron stores (TSAT and ferritin).
- Labeling concerns: A dual-indication label (IDA and hyperphosphatemia) would be confusing and misleading, with each indication requiring monitoring for risks pertinent to the other.
- Regulatory precedent: It is unprecedented for one drug label to cover such distinct indications for different patient populations without misleading risk implications.
- Inconsistent mechanism of action: Ferric citrate’s behavior complicates safe dosing for multiple conditions simultaneously",,,,,,,,
FDA-2017-P-4027,7/1/2017,False,Strides Pharma Inc.,industry/corporation,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31",Determination of whether METICORTEN (Prednisone) Tablets 1 mg and 5 mg (NDA N009766) were withdrawn from sale for reasons of safety or effectiveness,"- Determine whether METICORTEN (Prednisone) Tablets 1 mg was discontinued for safety or efficacy reasons
- If not, accept ANDA 210785 for Prednisone Tablets USP 1 mg for filing and approval using METICORTEN as the reference listed drug (RLD)","- METICORTEN Tablets are listed as ""Discontinued"" in the FDA's Orange Book without a stated reason
- The petitioner seeks clarity on whether the discontinuation was for safety or effectiveness reasons, as required for ANDA referencing
- Other generics for Prednisone 1 mg are already on the market, implying potential approval viability",,,,,,,,
FDA-2017-P-4039,7/3/2017,False,Center for Lawful Access and Abuse Deterrence (CLAAD),law/consulting,"- 21 U.S.C. § 355(e) (FDCA section 505(e))
- 21 C.F.R. §§ 314.162, 5.10, 5.82
- 21 C.F.R. §§ 25.30(h), 25.31(h) (for environmental exclusion)","The petition comments on FDA’s current policy regarding the continued approval and marketing of non-abuse-deterrent opioid analgesics, and requests a change in enforcement to mandate conversion to abuse-deterrent formulations (ADOs).
","The petitioner asks the FDA to:
- Require manufacturers of certain non-abuse-deterrent oral opioid analgesics to convert to abuse-deterrent opioids (ADOs) within three years of the approval of a third ADO with the same active moiety.
- Remove products that are not converted within that time frame from the market.","- To mitigate the opioid overdose epidemic.
- To align with federal policy goals including those expressed by the Trump Administration and the FDA’s Opioids Action Plan.
- To address the public health and economic burden of opioid misuse and abuse.
- Because scientific advancements in ADOs and regulatory precedents (e.g., ER oxycodone case) support such a transition.",,1.0,12/28/2017,12/28/2017,Center for Drug Evaluation and Research (CDER),,"The FDA states that the petition raises “complex issues requiring extensive review and analysis by Agency officials.” Therefore, a decision has not yet been reached.

",
FDA-2017-P-4145,7/7/2017,False,Mylan Pharmaceuticals Inc.,industry/corporation,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (Environmental Impact categorical exclusion)","The petition comments on the FDA’s current classification of azacitidine injectable products, specifically the dosage strength of the Reference Listed Drug (RLD), Vidaza® (100 mg/vial), and seeks permission to submit a 50 mg/vial product under an ANDA (Abbreviated New Drug Application).
","To permit the submission of an ANDA for Azacitidine for Injection, 50 mg/vial, based on the approved RLD Vidaza® 100 mg/vial, reflecting a change in strength while maintaining the same proportion of active and inactive ingredients.
","- The change in strength (100 mg/vial to 50 mg/vial) is allowed under FDA regulations if it maintains proportionality with the RLD.
- The lower strength would provide greater dosing flexibility for physicians, based on hematological values.
- No concerns about safety or efficacy, as both products would be quantitatively and qualitatively equivalent.
- No change in route of administration or formulation—just a reduction in concentration and volume, with preserved proportions.",,,,,,,,
FDA-2017-P-4174,7/11/2017,True,Mallinckrodt Pharmaceuticals,industry/corporation,"Federal Food, Drug, & Cosmetic Act (FDCA): Sections 210, 503, 505, 505(q), 510 (21 U.S.C. §§ 321, 353, 355, 360)  • ANDA provisions: 21 U.S.C. § 355(j)(2)(A)(v) and 21 C.F.R. § 314.94(a)(8)  • Citizen‑petition & guidance procedures: 21 C.F.R. Parts 3, 10 (incl. § 10.115(e), (f)(4), (g)(2))  • Combination‑product & device rules: 21 C.F.R. Parts 314, 800, 807  • Environmental & economic statements: 21 C.F.R. § 25.31  • APA notice‑and‑comment reference: 5 U.S.C. § 553 ","FDA’s acceptance for review and potential approval of follow‑on inhaled‑nitric‑oxide applications (e.g., ANDA 207141) that cite INOMAX as the reference listed drug, without first ensuring the associated delivery system meets critical safety features.	
","The petition asks FDA to: 1. Coordinate CDER + CDRH review of all future inhaled‑nitric‑oxide drug/device combination products; 2. Refuse to approve any NDA/ANDA citing INOMAX unless the drug‑device pair provides eleven specified safety features; 3. Assign a “BX” therapeutic‑equivalence rating to follow‑on nitric‑oxide products; and 4. Rescind receipt of Praxair’s ANDA 207141.	
","Mallinckrodt argues that inhaled nitric oxide is used in fragile neonates and that safety depends on integrated device features (dual‑channel monitoring, automated pre‑use checks, backup power, validated ventilator compatibility, 24/7 technical support, etc.). Approving a generic lacking those features would put patients at unnecessary risk and violate Hatch‑Waxman standards requiring generics to be as safe and effective as the RLD.	

",,,,,,,,
FDA-2017-P-4194,7/12/2017,True,"Lachman Consultant Services, Inc.",industry/corporation,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. §§ 10.20, 10.30
- 21 C.F.R. § 25.31(a) (for environmental impact exclusion)","FDA's designation of reference listed drugs (RLDs) in the Orange Book and the absence of designation for a second RLD/RS for Halobetasol Propionate Ointment 0.05% when the existing RLD (Ultravate by Ranbaxy) is not available on the market.
","FDA should designate either of the following as a second reference listed drug/reference standard (RLD/RS) for Halobetasol Propionate Ointment 0.05%:
- ANDA A076872 held by Perrigo Israel Pharmaceuticals Ltd.
- ANDA A077721 held by G and W Laboratories Inc.","The currently designated RLD/RS, Ultravate (Halobetasol Propionate 0.05%) by Ranbaxy under NDA N019968, is not available on the market. This lack of availability prevents applicants from conducting required skin blanching studies, thus obstructing ANDA submissions. Since the Perrigo and G&W products are available, designating either as a second RLD/RS would allow for ANDA submissions and improve market access to generics.
",,,,,,,,
FDA-2017-P-4195,7/12/2017,False,"INC Research, LLC",industry/corporation,"- 505(j)(7) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 10.25
- 21 C.F.R. § 314.122
- 21 C.F.R. § 314.161
- 21 C.F.R. § 25.31(a)","Whether TRINTELLIX® (vortioxetine) 15 mg tablet strength (approved under NDA N204447) was discontinued for safety or effectiveness reasons, and whether ANDAs can be submitted for that strength
","- The petitioner asks FDA to determine that the 15 mg strength of TRINTELLIX® was not withdrawn for reasons of safety or effectiveness.
- If so, FDA should allow submission of Abbreviated New Drug Applications (ANDAs) referencing all four strengths (5 mg, 10 mg, 15 mg, and 20 mg) of TRINTELLIX® as reference listed drugs","- TRINTELLIX® 15 mg tablets were originally approved and listed in the Orange Book as a reference listed drug (RLD) alongside the other strengths.
- The 15 mg strength was removed from the patient insert in March 2017 and now appears as “Discontinued” in the Orange Book.
- There is no indication from FDA or its databases that the withdrawal was related to safety or efficacy concerns.
- Petitioner asserts that a formal FDA determination is needed to allow ANDA submissions for the 15 mg strength",Approved (Determination Issued),0.0,,11/21/2017,Center for Drug Evaluation and Research (CDER),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
",,"- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements"
FDA-2017-P-4233,7/12/2017,False,"Lachman Consultant Services, Inc.",industry/corporation,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (for environmental impact exclusion)","Establishment of suitability for submission of an Abbreviated New Drug Application (ANDA) for a change in dosage form from Vimpat (lacosamide) tablets to orally disintegrating tablets.
","FDA is requested to declare that Lacosamide Orally Disintegrating Tablets (50 mg, 100 mg, 150 mg, and 200 mg) are suitable for submission as an ANDA referencing Vimpat (lacosamide) tablets as the reference listed drug (RLD).
","- The dosage form change to orally disintegrating tablets allows easier administration (especially for patients with dysphagia).
- The strengths are identical to those of the RLD, ensuring therapeutic equivalence.
- There is no change to indications, use, or safety/efficacy concerns compared to the RLD.
- A waiver is requested under the Pediatric Research Equity Act because the product is not expected to be used in children under 17 years due to CNS development concerns.",Approved,0.0,,3/13/2024,Center for Drug Evaluation and Research (CDER),"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.94(a)(3)(iii)
- Section 505B of the Act (PREA)",,"The FDA concluded that the proposed change in dosage form does not raise questions of safety or effectiveness. The use, dose, and administration route are the same as the listed drug. The change aligns with existing labeling, and if bioequivalence is shown, the product can have the same therapeutic effect. Pediatric studies were evaluated under PREA but were deemed unnecessary, as the drug is already labeled appropriately for pediatric use 
"
FDA-2017-P-4245,7/13/2017,True,"EAS Consulting Group, LLC",industry/corporation,"- Federal Food, Drug, and Cosmetic Act (FDC Act) 505(j)
- 21 C.F.R. §§ 10.25(a), 10.30
- 21 C.F.R. § 25.31(a) (environmental impact)","Amendment of the Approved Drug Products with Therapeutic Equivalence Evaluations (Orange Book) to designate a new Reference Standard (RS) product
","FDA is requested to designate RS (Reference Standard) status to a currently available product for Fenofibrate Capsules 67 mg, 134 mg, and 200 mg in the market","The designated RS (Fenofibrate Capsules 200 mg by Rhodes Pharmaceuticals) is not available on the market. Petitioners intend to submit an ANDA and require a marketed RS product for in vivo bioequivalence studies. Thus, FDA should assign RS status to a therapeutically equivalent product currently on the market to enable generic development.

",,1.0,1/12/2018,1/12/2018,Center for Drug Evaluation and Research (CDER),,"The FDA stated that it was unable to reach a decision due to the need to address other agency priorities and resource demands
",
FDA-2017-P-4249,7/7/2017,True,GE Healthcare Inc.,industry/corporation,"- 21 U.S.C. § 355(j)(2)(c) (Section 505(j)(2)(c) of the FD&C Act)
- 21 CFR § 314.93
- 21 CFR §§ 10.20 and 10.30
- 21 CFR 25.31(a) (for environmental impact exclusion)","Evaluation of suitability for Abbreviated New Drug Application (ANDA) for Clariscan™ (gadoterate meglumine) 5mL vial size differing from the Reference Listed Drug (RLD) Dotarem® vial sizes (10, 15, 20 mL).
","The petitioner requests that FDA determine the proposed 5 mL vial size of Clariscan™ is suitable for submission in an ANDA
","- The 5 mL vial is needed for pediatric use (doses under 5 mL for children <25 kg).
- It reduces the risk of overdose and contamination from vial reuse.
- Aligns with body-weight-based dosing (0.2 mL/kg) of Dotarem®.
- No new safety or efficacy concerns are raised; only vial size differs.
- Potential to reduce environmental waste and healthcare costs
",,,,,,,,
FDA-2017-P-4255,7/13/2017,False,"Kindred Biosciences, Inc.",industry/corporation,"- 21 U.S.C. 360b(n)(3) (Federal Food, Drug, and Cosmetic Act)
- 21 C.F.R. 25.33(d)(1) (for environmental impact exclusion)",Request to issue a suitability petition for a change in the dosage form of pergolide mesylate from the reference labeled new animal drug (Prascend®),"FDA is requested to approve a change in dosage form for pergolide mesylate from an oral tablet to an immediate-release, extruded oral pellet (top-dress) to be administered on a horse’s daily grain ration.","- The pellet form will improve palatability and compliance.
- Easier administration and flexible dosage adjustment.
- Tablet crushing is not recommended but often necessary for horses, leading to poor compliance.
- The proposed formulation mimics existing FDA-approved formats (e.g., Strongid®, Protazil®).
- Pellets offer convenience for dosing and are comparable in effectiveness and safety.",Approved,0.0,,9/29/2017,Center for Veterinary Medicine (CVM),"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- Section 512(n)(3)(C) of the FD&C Act
- 21 CFR 514.5 (regarding presubmission conferences)",,"The FDA determined that the proposed change in dosage form (from tablet to extruded pellet) does not require new investigations for safety or efficacy. The change is allowable under a suitability petition, and the dosage and schedule remain consistent with the reference listed new animal drug (Prascend®)
"
FDA-2017-P-4334,6/30/2017,False,Sidley Austin LLP,law/consulting,"- 21 C.F.R. § 10.30
- Section 505 of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 25.31
- 21 U.S.C. § 355(d), § 352(a), § 321(n)",The petitioner comments on the supplemental New Drug Application (sNDA) filed by Keryx Biopharmaceuticals in March 2017 for Auryxia® (ferric citrate) to add an indication for the treatment of iron deficiency anemia (IDA) in non-dialysis dependent (NDD) chronic kidney disease (CKD) patients.,The petitioner requests the FDA to refrain from approving the sNDA. They recommend requiring Keryx to file a separate NDA with sufficient clinical data to support the safety and efficacy of using Auryxia for treating IDA in NDD-CKD patients.,"- Safety Concerns: Auryxia may pose safety risks when used in NDD-CKD patients due to its phosphate-binding properties and its effect on iron stores (TSAT, ferritin).
- Inconsistent Labeling: The dual indication may lead to misleading or confusing labeling and monitoring difficulties for two distinct patient populations.
- Clinical Guidelines: The updated KDIGO guidelines do not recommend phosphate binders in NDD-CKD patients with normal phosphorus levels.
- Insufficient Data: The 16-week study presented by Keryx does not adequately address long-term safety or label manageability concerns.
- Risk of Misbranding: Dual-use labeling may violate statutory requirements due to contradictory or incompatible warnings.",Denied,0.0,,11/6/2017,Center for Drug Evaluation and Research (CDER),"- Section 505(b) and 505(b)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.50, 21 CFR 314.54, 21 CFR 314.70
- 21 CFR 201.56(a), 21 CFR 201.57(c)(9)(i)",,"The FDA determined that:
- The data from a phase 3 study (Fishbane et al.) sufficiently demonstrated the safety and efficacy of Auryxia for treating iron deficiency anemia (IDA) in patients with CKD not on dialysis (NDD-CKD).
- The clinical evidence supports the benefit-risk assessment necessary for approval.
- Petitioners' arguments based on clinical guidelines and labeling concerns were not persuasive.
- The agency found no basis to require Keryx to submit a new standalone NDA as requested by the petitioners
"
FDA-2017-P-4335,7/11/2017,False,William Bonificio,other,"- 21 U.S. Code § 321
- 21 C.F.R. § 25.31(e)
- 21 C.F.R. § 10.30(b) ",The current classification of glutaraldehyde-based tooth desensitizers as medical devices.,"- Reclassify glutaraldehyde-based tooth desensitizers from devices to drugs
- Alternatively, revoke their current device classification","- Glutaraldehyde works via chemical action (crosslinking plasma proteins to occlude dentinal tubules), which meets the FDA's definition of a drug, not a device.
- The mechanism of action is chemical (formation/breaking of covalent bonds), distinguishing it from a device.
- The current classification is inappropriate under FDA definitions.",Denied,1.0,4/16/2018,5/26/2021,"Center for Devices and Radiological Health (CDRH)
","- Section 201(g) of the FD&C Act (21 U.S.C. § 321(g)) – Definition of a drug
- Section 201(h) of the FD&C Act (21 U.S.C. § 321(h)) – Definition of a device
- 21 CFR 872.3260, 872.3200, and 872.3690 – Relevant classification regulations","The petition raises issues requiring further review and analysis by agency officials. The FDA has not yet reached a decision on whether to reclassify the product
","The FDA concluded that the petition did not provide sufficient scientific evidence to demonstrate that glutaraldehyde-based desensitizers achieve their primary intended purpose through chemical action. Therefore, the classification as devices under the specified CFR sections remains appropriate
"
FDA-2017-P-4351,7/19/2017,True,Hogan Lovells US LLP,law/consulting,"- 21 CFR Part 10.30
- Section 505(o), 505(o)(3), 505(o)(4), and 505(j)(2)(A)(v) of the FDCA (21 USC 355)
- 21 CFR 314.70(c)(6)(iii)(A)
- 21 CFR Part 201, including 21 CFR 201.100(d)(1), 201.57(c)(1), 201.57(c)(3)(i)(D)
- 21 USC 352(a), 352(f)(2)
- 5 USC 706(2)(A) (APA)","FDA’s failure to update the labeling of sodium polystyrene sulfonate (SPS) products like Kayexalate to include drug-drug interaction (DDI) warnings, despite previously issuing a safety alert in 2015 requiring DDI studies.
","The petitioner requests that the FDA:
- Require a boxed warning for SPS products, such as Kayexalate, disclosing the risk of binding with orally-administered medications.
- Include instructions that SPS should not be taken within six hours of other orally-administered drugs.
- Enforce labeling updates for SPS drugs under section 505(o)(4) and require drug-drug interaction studies under section 505(o)(3).","- FDA had already recognized DDI risks with SPS products in a 2015 safety communication.
- Relypsa’s own product, Veltassa, was required to carry a boxed warning and conduct DDI studies, but similar standards have not been applied to SPS drugs.
- The continued absence of boxed warnings and dosing window instructions on SPS products poses a public health risk.
- Unequal regulatory treatment between Veltassa and SPS products is arbitrary and capricious under the APA.
- Adequate warnings are necessary to inform prescribers and protect hyperkalemia patients from harmful drug interactions.",,,,,,,,
FDA-2017-P-4352,7/20/2017,False,"Pharmaceutical Manufacturing Research Services, Inc. (PMRS)",industry/corporation,"- 21 C.F.R. §§ 10.30 and 10.31
- Section 505(q) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)","The petition comments on and opposes the approval of NDA 209653 submitted by Intellipharmaceutics Corp., particularly with labeling indicating use for chronic pain. It also addresses FDA’s general practice of approving extended-release opioids for chronic pain despite lack of evidence.","- Refrain from approving NDA 209653 with the proposed indication: “management of moderate-to-severe pain when a continuous around-the-clock analgesic is needed for an extended period of time.”
- Refrain from approving any other current or future opioid applications labeled for chronic use.","- The proposed indication lacks “substantial evidence” from adequate and well-controlled investigations as required by the FD&C Act.
- Chronic use of opioids is not supported by evidence; most clinical trials are under 12 weeks.
- Approval contributes to the opioid epidemic and public health crisis.
- Referenced CDC and FDA data showing high risks of addiction and overdose associated with long-term opioid use.
- Claims that FDA-approved labeling has historically given false reassurance regarding safety and efficacy for chronic pain.",Denied,0.0,,12/15/2017,Center for Drug Evaluation and Research (CDER),"- Section 505(c), 505(j) of the FD&C Act (21 U.S.C. 355)
- 21 CFR 314.50, 314.94, 314.105, 314.125, 314.127
- Section 505(q) of the FD&C Act",,"The FDA denied the petition because:
- The petition raised issues (e.g., opioid use labeling and long-term safety) currently under investigation through postmarketing requirements (PMRs).
- FDA considers it premature to take the requested actions without the results of ongoing studies.
- Approval decisions are made based on application-specific data and existing statutory and regulatory frameworks
"
FDA-2017-P-4360,7/19/2017,False,Mallinckrodt Pharmaceuticals,industry/corporation,"- 21 C.F.R. § 10.30
- Section 505(b)(2) and Section 505(j) of the FDCA
- 21 C.F.R. § 314.94(a)(9)
- 21 C.F.R. § 314.127(a)(7)
- 21 U.S.C. § 355(j)(4)(F)",FDA’s potential approval of any abbreviated new drug application (ANDA) referencing Mallinckrodt’s product “Ofirmev” (acetaminophen injection) that omits pediatric exclusivity-protected labeling information,"Mallinckrodt requests that the FDA:
- Refrain from approving any ANDA for acetaminophen injection that omits labeling protected by pediatric exclusivity under FDCA.
- Require all applicants to include the pediatric information as required by law.","The petitioner argues that:
- The pediatric use information in the Ofirmev labeling is protected by statutory pediatric exclusivity and may not be omitted by ANDA filers.
- Permitting omission of such information would violate FDCA provisions and would result in misleading labeling that does not adequately inform physicians.
- Approval of ANDAs with omitted information undermines the incentives created by the Best Pharmaceuticals for Children Act (BPCA) and Pediatric Research Equity Act (PREA).",Denied,0.0,,12/15/2017,Center for Drug Evaluation and Research (CDER),"- Section 505(b)(2) and 505(j) of the FD&C Act (21 U.S.C. 355)
- Section 505(q)(1)(F) of the FD&C Act
- 21 CFR 314.50, 314.94, 314.105, 314.110, 314.125, 314.127, 314.200, 314.430",,"The petition was denied because:
- The FDA has not made final decisions on pending NDAs/ANDAs referencing INOMAX, and it would be premature to act on the petition.
- Section 505(q) requires FDA to act within 150 days, but does not require resolution of application-specific decisions before full NDA/ANDA reviews are complete.
- The Agency emphasized that it would not bypass established application review procedures or diminish applicant procedural protections by deciding petition-based aspects piecemeal"
FDA-2017-P-4372,,False,"AEGIS Regulatory, Inc.",industry/corporation,"- 21 C.F.R. § 10.30 (Citizen Petition)
- 21 C.F.R. § 70.3(s)
- 21 C.F.R. §§ 25.30–25.40","Enforcement and importation practices regarding cosmetic products, specifically the importation of adulterated foreign cosmetic products (notably ""Hair Pearl"" eyelash and eyebrow dye) containing coal tar dyes","- Prohibit the entry of adulterated cosmetic products (especially ""Hair Pearl"") into the U.S.
- Add the responsible companies in Germany to Import Alert 53-05.
- Instruct all FDA District Offices to refuse entry of such products","- Reports of adverse health effects including ocular erythema, chemically-induced conjunctivitis, and temporary blindness.
- Product illegally imported with falsified safety data sheets omitting known hazards.
- Violation of FDA regulations regarding color additives in products used around the eyes.
- Prior evasion of enforcement (e.g., Refectocil smuggled through US-Canadian border) cited as precedent for needed action",Denied,0.0,,1/17/2018,Center for Food Safety and Applied Nutrition (CFSAN),"- 21 CFR 10.30(e)(3) – Timeframe for petition response
- 21 CFR 10.30(k) – Enforcement actions not subject to citizen petitions
- Section 721(a) of the FD&C Act ",,"- The request for FDA to initiate enforcement action falls outside the scope of citizen petition regulations (per 21 CFR 10.30(k)).
- The broader request to prohibit entry of certain cosmetic products was considered moot because the products are already covered under Import Alert 53-04 (Detention Without Physical Examination of Eyelash and Eyebrow Dyes Containing Coal-Tar).
"
FDA-2017-P-4388,7/21/2017,False,"Abhai, LLC",industry/corporation,"- Section 502(j)(2)(C) of the FDC Act
- 21 C.F.R. §§ 10.20, 10.30, and 314.93","The petition comments on the approved strength of a listed drug (Acetaminophen, Butalbital, and Caffeine Tablets, 325 mg/50 mg/40 mg) and seeks permission to submit an ANDA for a different strength (300 mg/50 mg/40 mg)","The petitioner requests the FDA Commissioner to determine that the new strength (300 mg/50 mg/40 mg) is suitable for submission as an Abbreviated New Drug Application (ANDA) under the suitability petition process
","- The new strength does not raise new safety or efficacy concerns since the drug's indication, dosage form, and administration route remain the same.
- The new strength contains a lower dose of acetaminophen, potentially reducing risks of liver injury due to overdose.
- The change aligns with current dosage labeling of the reference drug and does not require new clinical investigations",Withdrawn,0.0,,6/13/2023,Center for Drug Evaluation and Research (CDER),Not applicable. ,,"- The FDA contacted the petitioner (KVK-Tech, Inc.) on March 17, 2023, requesting confirmation of interest to keep the petition active.
- No response was received within 30 days.
- As per FDA’s GDUFA III commitments, unresolved petitions predating FY 2024 were reviewed, and the petition was administratively closed as voluntarily withdrawn without prejudice
"
FDA-2017-P-4389,7/21/2017,False,"Wildway, LLC",industry/corporation,"- 21 C.F.R. § 101.60(c)(2)(v)
- Section 403(r)(4) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 101.60(b)
- 21 C.F.R. § 101.60(c)(2)(i–iv)
- 21 C.F.R. § 101.9(g)
- 21 C.F.R. § 25.32 (including § 25.32(p))",Regulation requiring products labeled with “No added sugar” to also include a statement that the product is not “low calorie” and to refer consumers to the nutrition panel,"To exempt certain Wildway food products from the requirement under 21 C.F.R. § 101.60(c)(2)(v) to declare:
> “The product bears a statement that the food is not ‘low calorie’ or ‘calorie reduced’ ... and that directs consumers' attention to the nutrition panel.”","- The new Nutrition Facts label (effective May 2016) already requires declaration of added sugars and their % Daily Value, rendering the additional statement redundant.
- The term “No added sugars” is consistent with the nutrition facts panel when it states “Includes 0g Added Sugars.”
- Requiring the extra disclaimer clutters the label and may mislead or confuse consumers.
- No products in the granola or cereal categories reasonably qualify as “low calorie” per 21 C.F.R. § 101.60(b); requiring a disclaimer for something that is clearly not expected misleads more than informs.
- FDA’s own statements support limiting excessive label information to avoid overwhelming consumers.
- Added sugars are a required declaration, not a claim, and should not require additional disclaimers.
- Wildway asserts this added disclaimer constitutes unnecessary regulatory burden with no public health benefit",,,,,,,,
