File ID,Petition File Name,Date of Petition,Was_Withdrawn,Document Type,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Interim Response Date,Final Decision,Last Response Date,Count of Interim,Responding FDA Center (of Final Decision),Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response,Cleaned Final Decision,Year,Response Time (Days),Cleaned FDA Responding Center
fda-2017-p-2674,FDA-2017-P-2674-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,2017-04-27,True,original petition,Foley & Lardner LLP,law/consulting,"- 21 C.F.R. § 10.30 – Citizen petition process
- 21 C.F.R. § 314.93 – Petition to request a change in dosage form
- Section 505(j)(2)(C) of the FD&C Act – Suitability petitions for ANDAs
- 21 C.F.R. § 314.94 – ANDA content and format
- 21 C.F.R. § 25.1(g) – Environmental impact exclusion
- 21 C.F.R. § 10.30(b) – Economic impact statement provision","Requesting FDA approval for a suitability petition to allow submission of an ANDA for Empagliflozin and Linagliptin Capsules (10 mg/5 mg and 25 mg/5 mg), which differ in dosage form from the RLD Glyxambi (tablets)
","FDA is requested to declare that:
1. Empagliflozin and Linagliptin Capsules (10 mg/5 mg and 25 mg/5 mg) are suitable for submission as an ANDA under 21 C.F.R. § 314.94.
2. The RLD is Glyxambi Tablets (10 mg/5 mg, 25 mg/5 mg)
","- The only difference from the RLD is dosage form (capsule vs. tablet); active ingredients, strength, and route of administration are the same.
- Labeling will remain consistent with RLD, aside from manufacturer and excipient differences.
- The FDA has previously approved similar petitions to provide alternative forms for patients who have difficulty swallowing tablets.
- Pediatric study requirements for the RLD were waived by FDA.
- The petition qualifies for environmental and economic impact exclusions",,,2025-10-15,0.0,,,,,no decision,2017,3093.0,
fda-2017-p-2869,FDA-2017-P-2869-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,2017-05-05,True,original petition,"Lachman Consultant Services, Inc.",industry/corporation,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.30 – Citizen petitions
- 21 C.F.R. § 314.93 – Petition to request change in dosage form
- 21 C.F.R. § 25.31 – Environmental impact categorical exclusion","The petition seeks FDA’s determination that Glycopyrrolate Orally Disintegrating Tablets (ODT) in 1 mg, 1.5 mg, and 2 mg strengths are suitable for submission as an Abbreviated New Drug Application (ANDA). The reference listed drug (RLD) is Robinul Forte (glycopyrrolate) Tablets by Casper Pharma","Request FDA to:
- Declare that Glycopyrrolate ODT (1 mg, 1.5 mg, 2 mg) is suitable for ANDA submission as a change in dosage form from the RLD.
- Grant a full waiver from pediatric study requirements under PREA","- The change is limited to dosage form; no change in strength, indication, or labeling (except administration method).
- Provides benefit for patients with dysphagia or difficulty swallowing tablets.
- Labeling will mirror RLD except for administration instructions.
- Peptic ulcer is rare in pediatric patients, and glycopyrrolate is unlikely to be used in significant numbers in this group; therefore, waiver from pediatric studies is justified.
- Environmental impact is minimal, qualifying for categorical exclusion",,,2025-10-15,0.0,,,,,no decision,2017,3085.0,
fda-2017-p-3201,FDA-2017-P-3201-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,2017-05-19,True,original petition,Foley & Lardner LLP,law/consulting,"- 21 C.F.R. § 10.30 – Citizen petition procedure
- 21 C.F.R. § 25.1(g) – Environmental impact exemption
- 21 C.F.R. § 10.30(b) – Economic impact statement provision","The absence of designation of the following drugs as Reference Listed Drugs (RLDs) in the FDA Orange Book, despite their approval status:
- NDA 17714: Technetium Tc-99m Pentetate Kit (AN-DTPA) by Jubilant Draximage, Inc.
- NDA 18511: Technetium Tc-99m Pentetate Kit (DTPA) by Draximage, Inc.",The petitioner requests the FDA to designate both NDA 17714 and NDA 18511 products as Reference Listed Drugs (RLDs) in the Orange Book so that they can be referenced in Abbreviated New Drug Applications (ANDAs),"- Both NDAs are listed in the active section of the FDA’s Orange Book but neither is designated as an RLD, which is necessary for ANDA filings.
- The petitioner finds no justification for the omission and requests correction to facilitate the submission of ANDAs referencing these products",,,2025-10-15,0.0,,,,,no decision,2017,3071.0,
fda-2017-p-3202,FDA-2017-P-3202-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,2017-05-19,True,original petition,Foley & Lardner LLP,law/consulting,"- 21 C.F.R. § 10.30 – Citizen petition procedure
- 21 C.F.R. § 25.1(g) – Environmental impact exclusion
- 21 C.F.R. § 10.30(b) – Economic impact statement requirements","The lack of designation of Technetium Tc-99m Bicisate Kit (NEUROLITE®, NDA 20256) as a Reference Listed Drug (RLD) in the FDA’s Orange Book. Although the product is approved and listed, it is not designated as an RLD, which prevents ANDA applicants from referencing it","The petitioner requests that the FDA designate NEUROLITE® (Technetium Tc-99m Bicisate Kit, NDA 20256) as the Reference Listed Drug in the Orange Book, enabling filing of Abbreviated New Drug Applications (ANDAs) referencing it","- There is an approved NDA for NEUROLITE®, but it is not currently designated as an RLD in the Orange Book.
- ANDA applicants require an RLD designation to reference a product in their submissions.
- The absence of an RLD designation for NEUROLITE is unexplained and restricts generic competition.
- The petitioner asserts that there is no reason not to designate the product as an RLD, given its approved status and listing in the Orange Book",,,2025-10-15,0.0,,,,,no decision,2017,3071.0,
fda-2017-p-3251,FDA-2017-P-3251-0001_Citizen_Petition_from_Petitioner__Redacted.pdf,,False,original petition,Anonymous (redacted),other,"- 35 U.S.C. § 156 – Patent Term Restoration Act (used to request denial or limitation of a patent extension)
- References the term “due diligence” as defined in the statute for regulatory review periods ","The petition responds to Genzyme’s application for patent term extension of the drug Cerdelga under 35 U.S.C. § 156, related to regulatory review periods. Specifically, it asks the FDA to deny or limit Genzyme’s requested extension due to alleged lack of due diligence during the drug development and approval process 
","The petitioner requests the FDA to:
1. Conduct a due diligence investigation into Genzyme’s development of Cerdelga.
2. Determine that Genzyme failed to act with due diligence during the regulatory review period (2002 to approval).
3. Deny or limit the patent extension Genzyme seeks for Cerdelga.
4. Recommend to the USPTO that the extension be denied, rejected, or limited ","The petition argues that:
- Genzyme failed to act with due diligence, citing several delays and missteps throughout the regulatory review period.
- University of Michigan scientists and NIH funding were primarily responsible for the original invention and development of Cerdelga. Genzyme merely licensed and optimized the molecule, conducting limited clinical trials (with 186 total patients).
- Genzyme's incentives to delay development were financial—prolonging the regulatory review period increases the possible length of the patent extension.
- Cerdelga’s high cost ($300,000+/year) contributes to public burden and limits access to treatment.
- Generic entry would significantly reduce drug costs and increase public access.
- The petition includes substantial factual data, including FDA records, financial documents, media articles, and personal statements from the petitioner to support the claim of corporate overreach and lack of due diligence",,,2025-10-15,,,,,,no decision,2017,,
fda-2017-p-3330,FDA-2017-P-3330-0001_Citizen_Petition_Regarding_PMA_K151763___REDACTED.pdf,,False,original petition,Anonymous (redacted),other,"- 21 U.S.C. §§ 321–397 (Food, Drug, and Cosmetic Act, general statutory authority)
- 21 C.F.R. § 10.30 (Citizen petition regulation)","The FDA’s clearance of 510(k) Premarket Notification K151763 for the PerioLase Nd:YAG Pulsed Dental Laser System, including acceptance of a new clinical outcome claim for “true periodontal regeneration” based on histologic data submitted by the manufacturer.","- The FDA is requested to reconsider, suspend, or revoke its clearance of 510(k) K151763.
- Specifically, the petitioner seeks a review of the clinical data accepted by FDA to support the indication for ""true regeneration""
","- The histologic data submitted was biased, lacked control groups, and included only studies funded by the manufacturer.
- No study demonstrated actual bone regeneration, and claims of superiority over conventional treatments (like Scaling and Root Planing) were unproven.
- The manufacturer’s marketing materials exaggerate FDA’s clearance, implying superiority rather than equivalency, which could mislead consumers and practitioners.
- The public may be misled to believe that this is the only device offering ""true regeneration"", despite lack of unbiased supporting evidence.
- The FDA is urged to protect public health by ensuring that all marketing claims are supported by rigorous, unbiased evidence and not simply by limited manufacturer-sponsored data",,,2025-10-15,,,,,,no decision,2017,,
fda-2017-p-3352,FDA-2017-P-3352-0001_Citizen_Petition_from_Belcher_Pharmaceuticals__LLC.pdf,2017-05-25,False,original petition,"Belcher Pharmaceuticals, LLC",industry/corporation,"- 21 C.F.R. § 10.30 (Citizen petition procedure)
- 21 C.F.R. § 201.22(c) (Current sulfite warning regulation)
- 21 C.F.R. §§ 201.57, 201.100(d) (Labeling requirements)
- 21 C.F.R. § 25.31 (Environmental impact exclusion)
- Historical references: 50 Fed. Reg. 47,558 (1985); 51 Fed. Reg. 43,904 (1986)",FDA’s regulation in 21 C.F.R. § 201.22(c) that mandates the current sulfite warning labeling for epinephrine injection products used in emergency allergic situations.,"Amend 21 C.F.R. § 201.22(c) to update the sulfite warning language for epinephrine injections used in emergency situations. The updated warning should:
- Reflect the availability of sulfite-free epinephrine formulations.
- Avoid misleading implications that only sulfite-containing or non-epinephrine options exist.
- Emphasize that sulfite-free products should be used when available.","- The current regulation, written in 1986, is outdated and misleading; it implies no sulfite-free alternatives exist.
- Belcher's own sulfite-free epinephrine formulation (approved NDA 205029) has been FDA-approved and commercially available since 2014.
- Sulfite-sensitive patients are at risk from metabisulfite-containing formulations (e.g., Adrenalin®, EpiPen®), which can cause symptoms resembling or compounding anaphylaxis.
- Repeat dosing can exacerbate sulfite reactions and diminish drug efficacy.
- Sulfonate formation and metabolite persistence in the body can lead to delayed anaphylactic symptoms after treatment.
- Historical case studies show serious and prolonged adverse effects linked to sulfite-containing treatments.
- Physicians and patients need accurate labeling to make informed choices in emergencies, especially where safer alternatives are available",,,2025-10-15,0.0,,,,,no decision,2017,3065.0,
fda-2017-p-3413,FDA-2017-P-3413-0001_Reclassification_Petition_from__Salter_Labs.pdf,2017-05-23,False,original petition,Salter Labs,advocacy/academic,"- 21 C.F.R. § 10.30 (Citizen petition procedure)
- 21 U.S.C. § 360c(e) (Section 513(e) of the FDCA – reclassification of devices)",FDA’s classification of oxygen conservers as Class II (special controls) medical devices.,The petitioner requests that the FDA reclassify oxygen conservers from Class II to Class I (general controls) devices .,"- Long-standing safety record of oxygen conservers over several decades.
- No documented safety or effectiveness concerns specific to the devices currently on the market.
- Current classification imposes unnecessary regulatory burdens that do not correspond to actual risk.
- Reclassification to Class I would align with the FDA’s goal of risk-based regulation and focus resources on higher-risk devices.
- Petition references 21 U.S.C. § 360c(e) as the legal basis for requesting reclassification when new information is available showing that special controls are unnecessary .",,,2025-10-15,0.0,,,,,no decision,2017,3067.0,
fda-2017-p-3950,FDA-2017-P-3950-0001_Citizen_Petition_from__Amin_Talati_Upadhye_LLP__Fe.pdf,2017-06-21,True,original petition,Amin Talati Upadhye LLP,law/consulting,"- 21 C.F.R. § 10.30
- 21 U.S.C. § 355
- 21 C.F.R. §§ 25.30 and 25.31
- 21 CFR 314.94(a)(12)(viii)(C)(1)(ii)
- 21 CFR 314.95(b)(2)
- Section 505(j)(5)(B)(iv) of the FD&C Act",The potential approval of InnoPharma’s ANDA No. 207670 for levothyroxine injection before expiration of Fera’s 180-Day exclusivity,"The petitioner requests that the FDA not approve InnoPharma’s ANDA No. 207670 (and any other similar ANDAs) until Fera's 180-Day exclusivity has expired. They ask the FDA to confirm that InnoPharma is not entitled to ""first applicant"" status or shared exclusivity","- Fera submitted a timely ANDA with a Paragraph IV certification and sent the required notice letter.
- FDA recognized Fera as the first applicant in its 29 June 2016 approval letter.
- InnoPharma may have submitted its Paragraph IV certification and notice letter untimely or prematurely (before the patent was issued or listed in the Orange Book), thus invalidating its eligibility.
- Court records suggest InnoPharma’s Notice Letter was dated before the patent issued (09 April 2015 vs. 14 April 2015), which undermines its validity.
- Cited legal precedents and FDA guidance indicate that premature notice letters are invalid and can disqualify an applicant from exclusivity",12/18/2017,,2025-10-15,1.0,,,"- Pending Decision Due to Agency Priorities: FDA cites the need to address other agency priorities and resource constraints as the reason for not yet resolving the petition.
- Regulatory Compliance: Interim response issued pursuant to 21 CFR 10.30(e)(2)
",,no decision,2017,3038.0,
fda-2017-p-4023,FDA-2017-P-4023-0001_Citizen_Petition_from_Sidley_Austin_LLP_Vifor_Fres.pdf,2017-06-30,True,original petition,Sidley Austin LLP,law/consulting,"- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- Section 505 of the Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 U.S.C. § 352(a) (misbranding statute)
- 21 C.F.R. §§ 1.21, 202.1(e)(5)(iii) (promotion and labeling rules)
- 21 C.F.R. § 25.31 (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact provision)","The pending supplemental New Drug Application (sNDA) filed by Keryx Biopharmaceuticals, Inc. in March 2017 seeking to expand Auryxia’s indication to include treatment of iron deficiency anemia (IDA) in non-dialysis dependent (NDD) chronic kidney disease (CKD) patients","The petitioner requests that the FDA refrain from approving the sNDA for Auryxia. Instead, the petitioner urges that Keryx be required to submit a separate NDA that includes adequate clinical and preclinical data to support the safety and appropriate labeling of Auryxia for IDA in NDD-CKD patients
","- Safety concerns: Use of Auryxia (a phosphate binder) in NDD-CKD patients with normal phosphorus levels is not recommended by guidelines and may pose risks such as iron overload and hypophosphatemia.
- Lack of long-term safety data: The clinical trial supporting the sNDA was only 16 weeks and did not address long-term risks of elevated iron stores (TSAT and ferritin).
- Labeling concerns: A dual-indication label (IDA and hyperphosphatemia) would be confusing and misleading, with each indication requiring monitoring for risks pertinent to the other.
- Regulatory precedent: It is unprecedented for one drug label to cover such distinct indications for different patient populations without misleading risk implications.
- Inconsistent mechanism of action: Ferric citrate’s behavior complicates safe dosing for multiple conditions simultaneously",,,2025-10-15,0.0,,,,,no decision,2017,3029.0,
fda-2017-p-4027,FDA-2017-P-4027-0001_Citizen_Petition_from_Strides_Pharma_Inc.pdf,2017-07-01,False,original petition,Strides Pharma Inc.,industry/corporation,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31",Determination of whether METICORTEN (Prednisone) Tablets 1 mg and 5 mg (NDA N009766) were withdrawn from sale for reasons of safety or effectiveness,"- Determine whether METICORTEN (Prednisone) Tablets 1 mg was discontinued for safety or efficacy reasons
- If not, accept ANDA 210785 for Prednisone Tablets USP 1 mg for filing and approval using METICORTEN as the reference listed drug (RLD)","- METICORTEN Tablets are listed as ""Discontinued"" in the FDA's Orange Book without a stated reason
- The petitioner seeks clarity on whether the discontinuation was for safety or effectiveness reasons, as required for ANDA referencing
- Other generics for Prednisone 1 mg are already on the market, implying potential approval viability",,,2025-10-15,0.0,,,,,no decision,2017,3028.0,
fda-2017-p-4039,FDA-2017-P-4039-0001_Citizen_Petition_from_Center_for_Lawful_Access_and.pdf,2017-07-03,False,original petition,Center for Lawful Access and Abuse Deterrence (CLAAD),law/consulting,"- 21 U.S.C. § 355(e) (FDCA section 505(e))
- 21 C.F.R. §§ 314.162, 5.10, 5.82
- 21 C.F.R. §§ 25.30(h), 25.31(h) (for environmental exclusion)","The petition comments on FDA’s current policy regarding the continued approval and marketing of non-abuse-deterrent opioid analgesics, and requests a change in enforcement to mandate conversion to abuse-deterrent formulations (ADOs).
","The petitioner asks the FDA to:
- Require manufacturers of certain non-abuse-deterrent oral opioid analgesics to convert to abuse-deterrent opioids (ADOs) within three years of the approval of a third ADO with the same active moiety.
- Remove products that are not converted within that time frame from the market.","- To mitigate the opioid overdose epidemic.
- To align with federal policy goals including those expressed by the Trump Administration and the FDA’s Opioids Action Plan.
- To address the public health and economic burden of opioid misuse and abuse.
- Because scientific advancements in ADOs and regulatory precedents (e.g., ER oxycodone case) support such a transition.",12/28/2017,,2025-10-15,1.0,,,"The FDA states that the petition raises “complex issues requiring extensive review and analysis by Agency officials.” Therefore, a decision has not yet been reached.

",,no decision,2017,3026.0,
fda-2017-p-4145,FDA-2017-P-4145-0001_Citizen_Petition_from_Mylan_Pharmaceuticals__Inc.pdf,2017-07-07,False,original petition,Mylan Pharmaceuticals Inc.,industry/corporation,"- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (Environmental Impact categorical exclusion)","The petition comments on the FDA’s current classification of azacitidine injectable products, specifically the dosage strength of the Reference Listed Drug (RLD), Vidaza® (100 mg/vial), and seeks permission to submit a 50 mg/vial product under an ANDA (Abbreviated New Drug Application).
","To permit the submission of an ANDA for Azacitidine for Injection, 50 mg/vial, based on the approved RLD Vidaza® 100 mg/vial, reflecting a change in strength while maintaining the same proportion of active and inactive ingredients.
","- The change in strength (100 mg/vial to 50 mg/vial) is allowed under FDA regulations if it maintains proportionality with the RLD.
- The lower strength would provide greater dosing flexibility for physicians, based on hematological values.
- No concerns about safety or efficacy, as both products would be quantitatively and qualitatively equivalent.
- No change in route of administration or formulation—just a reduction in concentration and volume, with preserved proportions.",,,2025-10-15,0.0,,,,,no decision,2017,3022.0,
fda-2017-p-4174,FDA-2017-P-4174-0001_Citizen_Petition_from_Mallinckrodt_Pharmaceuticals.pdf,2017-07-11,True,original petition,Mallinckrodt Pharmaceuticals,industry/corporation,"Federal Food, Drug, & Cosmetic Act (FDCA): Sections 210, 503, 505, 505(q), 510 (21 U.S.C. §§ 321, 353, 355, 360)  • ANDA provisions: 21 U.S.C. § 355(j)(2)(A)(v) and 21 C.F.R. § 314.94(a)(8)  • Citizen‑petition & guidance procedures: 21 C.F.R. Parts 3, 10 (incl. § 10.115(e), (f)(4), (g)(2))  • Combination‑product & device rules: 21 C.F.R. Parts 314, 800, 807  • Environmental & economic statements: 21 C.F.R. § 25.31  • APA notice‑and‑comment reference: 5 U.S.C. § 553 ","FDA’s acceptance for review and potential approval of follow‑on inhaled‑nitric‑oxide applications (e.g., ANDA 207141) that cite INOMAX as the reference listed drug, without first ensuring the associated delivery system meets critical safety features.	
","The petition asks FDA to: 1. Coordinate CDER + CDRH review of all future inhaled‑nitric‑oxide drug/device combination products; 2. Refuse to approve any NDA/ANDA citing INOMAX unless the drug‑device pair provides eleven specified safety features; 3. Assign a “BX” therapeutic‑equivalence rating to follow‑on nitric‑oxide products; and 4. Rescind receipt of Praxair’s ANDA 207141.	
","Mallinckrodt argues that inhaled nitric oxide is used in fragile neonates and that safety depends on integrated device features (dual‑channel monitoring, automated pre‑use checks, backup power, validated ventilator compatibility, 24/7 technical support, etc.). Approving a generic lacking those features would put patients at unnecessary risk and violate Hatch‑Waxman standards requiring generics to be as safe and effective as the RLD.	

",,,2025-10-15,0.0,,,,,no decision,2017,3018.0,
fda-2017-p-4194,FDA-2017-P-4194-0001_Citizen_Petition_from_Lachman_Consultants_Services.pdf,2017-07-12,True,original petition,"Lachman Consultant Services, Inc.",industry/corporation,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. §§ 10.20, 10.30
- 21 C.F.R. § 25.31(a) (for environmental impact exclusion)","FDA's designation of reference listed drugs (RLDs) in the Orange Book and the absence of designation for a second RLD/RS for Halobetasol Propionate Ointment 0.05% when the existing RLD (Ultravate by Ranbaxy) is not available on the market.
","FDA should designate either of the following as a second reference listed drug/reference standard (RLD/RS) for Halobetasol Propionate Ointment 0.05%:
- ANDA A076872 held by Perrigo Israel Pharmaceuticals Ltd.
- ANDA A077721 held by G and W Laboratories Inc.","The currently designated RLD/RS, Ultravate (Halobetasol Propionate 0.05%) by Ranbaxy under NDA N019968, is not available on the market. This lack of availability prevents applicants from conducting required skin blanching studies, thus obstructing ANDA submissions. Since the Perrigo and G&W products are available, designating either as a second RLD/RS would allow for ANDA submissions and improve market access to generics.
",,,2025-10-15,0.0,,,,,no decision,2017,3017.0,
fda-2017-p-4245,FDA-2017-P-4245-0001_Citizen_Petition_from_EAS_Consulting_Group__Jubila.pdf,2017-07-13,True,original petition,"EAS Consulting Group, LLC",industry/corporation,"- Federal Food, Drug, and Cosmetic Act (FDC Act) 505(j)
- 21 C.F.R. §§ 10.25(a), 10.30
- 21 C.F.R. § 25.31(a) (environmental impact)","Amendment of the Approved Drug Products with Therapeutic Equivalence Evaluations (Orange Book) to designate a new Reference Standard (RS) product
","FDA is requested to designate RS (Reference Standard) status to a currently available product for Fenofibrate Capsules 67 mg, 134 mg, and 200 mg in the market","The designated RS (Fenofibrate Capsules 200 mg by Rhodes Pharmaceuticals) is not available on the market. Petitioners intend to submit an ANDA and require a marketed RS product for in vivo bioequivalence studies. Thus, FDA should assign RS status to a therapeutically equivalent product currently on the market to enable generic development.

",1/12/2018,,2025-10-15,1.0,,,"The FDA stated that it was unable to reach a decision due to the need to address other agency priorities and resource demands
",,no decision,2017,3016.0,
fda-2017-p-4249,FDA-2017-P-4249-0001_Suitability_Petition_from_GE_Healthcare_Inc.pdf,2017-07-07,True,original petition,GE Healthcare Inc.,industry/corporation,"- 21 U.S.C. § 355(j)(2)(c) (Section 505(j)(2)(c) of the FD&C Act)
- 21 CFR § 314.93
- 21 CFR §§ 10.20 and 10.30
- 21 CFR 25.31(a) (for environmental impact exclusion)","Evaluation of suitability for Abbreviated New Drug Application (ANDA) for Clariscan™ (gadoterate meglumine) 5mL vial size differing from the Reference Listed Drug (RLD) Dotarem® vial sizes (10, 15, 20 mL).
","The petitioner requests that FDA determine the proposed 5 mL vial size of Clariscan™ is suitable for submission in an ANDA
","- The 5 mL vial is needed for pediatric use (doses under 5 mL for children <25 kg).
- It reduces the risk of overdose and contamination from vial reuse.
- Aligns with body-weight-based dosing (0.2 mL/kg) of Dotarem®.
- No new safety or efficacy concerns are raised; only vial size differs.
- Potential to reduce environmental waste and healthcare costs
",,,2025-10-15,0.0,,,,,no decision,2017,3022.0,
fda-2017-p-4351,FDA-2017-P-4351-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP____Rely.pdf,2017-07-19,True,original petition,Hogan Lovells US LLP,law/consulting,"- 21 CFR Part 10.30
- Section 505(o), 505(o)(3), 505(o)(4), and 505(j)(2)(A)(v) of the FDCA (21 USC 355)
- 21 CFR 314.70(c)(6)(iii)(A)
- 21 CFR Part 201, including 21 CFR 201.100(d)(1), 201.57(c)(1), 201.57(c)(3)(i)(D)
- 21 USC 352(a), 352(f)(2)
- 5 USC 706(2)(A) (APA)","FDA’s failure to update the labeling of sodium polystyrene sulfonate (SPS) products like Kayexalate to include drug-drug interaction (DDI) warnings, despite previously issuing a safety alert in 2015 requiring DDI studies.
","The petitioner requests that the FDA:
- Require a boxed warning for SPS products, such as Kayexalate, disclosing the risk of binding with orally-administered medications.
- Include instructions that SPS should not be taken within six hours of other orally-administered drugs.
- Enforce labeling updates for SPS drugs under section 505(o)(4) and require drug-drug interaction studies under section 505(o)(3).","- FDA had already recognized DDI risks with SPS products in a 2015 safety communication.
- Relypsa’s own product, Veltassa, was required to carry a boxed warning and conduct DDI studies, but similar standards have not been applied to SPS drugs.
- The continued absence of boxed warnings and dosing window instructions on SPS products poses a public health risk.
- Unequal regulatory treatment between Veltassa and SPS products is arbitrary and capricious under the APA.
- Adequate warnings are necessary to inform prescribers and protect hyperkalemia patients from harmful drug interactions.",,,2025-10-15,0.0,,,,,no decision,2017,3010.0,
fda-2017-p-4372,FDA-2017-P-4372-0002_Citizen_Petition_from_AEGIS_Regulatory__Inc_.pdf,,False,original petition,"AEGIS Regulatory, Inc.",industry/corporation,"- 21 C.F.R. § 10.30 (Citizen Petition)
- 21 C.F.R. § 70.3(s)
- 21 C.F.R. §§ 25.30–25.40","Enforcement and importation practices regarding cosmetic products, specifically the importation of adulterated foreign cosmetic products (notably ""Hair Pearl"" eyelash and eyebrow dye) containing coal tar dyes","- Prohibit the entry of adulterated cosmetic products (especially ""Hair Pearl"") into the U.S.
- Add the responsible companies in Germany to Import Alert 53-05.
- Instruct all FDA District Offices to refuse entry of such products","- Reports of adverse health effects including ocular erythema, chemically-induced conjunctivitis, and temporary blindness.
- Product illegally imported with falsified safety data sheets omitting known hazards.
- Violation of FDA regulations regarding color additives in products used around the eyes.
- Prior evasion of enforcement (e.g., Refectocil smuggled through US-Canadian border) cited as precedent for needed action",,,2025-10-15,,,,,,no decision,2017,,
fda-2017-p-4389,FDA-2017-P-4389-0001_Citizen_Petition_from_Wildway_LLC.pdf,2017-07-21,False,original petition,"Wildway, LLC",industry/corporation,"- 21 C.F.R. § 101.60(c)(2)(v)
- Section 403(r)(4) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 101.60(b)
- 21 C.F.R. § 101.60(c)(2)(i–iv)
- 21 C.F.R. § 101.9(g)
- 21 C.F.R. § 25.32 (including § 25.32(p))",Regulation requiring products labeled with “No added sugar” to also include a statement that the product is not “low calorie” and to refer consumers to the nutrition panel,"To exempt certain Wildway food products from the requirement under 21 C.F.R. § 101.60(c)(2)(v) to declare:
> “The product bears a statement that the food is not ‘low calorie’ or ‘calorie reduced’ ... and that directs consumers' attention to the nutrition panel.”","- The new Nutrition Facts label (effective May 2016) already requires declaration of added sugars and their % Daily Value, rendering the additional statement redundant.
- The term “No added sugars” is consistent with the nutrition facts panel when it states “Includes 0g Added Sugars.”
- Requiring the extra disclaimer clutters the label and may mislead or confuse consumers.
- No products in the granola or cereal categories reasonably qualify as “low calorie” per 21 C.F.R. § 101.60(b); requiring a disclaimer for something that is clearly not expected misleads more than informs.
- FDA’s own statements support limiting excessive label information to avoid overwhelming consumers.
- Added sugars are a required declaration, not a claim, and should not require additional disclaimers.
- Wildway asserts this added disclaimer constitutes unnecessary regulatory burden with no public health benefit",,,2025-10-15,0.0,,,,,no decision,2017,3008.0,
fda-2017-p-4575,FDA-2017-P-4575-0001_Vegetable_Oil_Health_Claim_petition_Nov_7_2016.pdf,2016-11-15,False,original petition,Unilever,industry/corporation,"- 21 C.F.R. § 101.70 (Health Claims; Petitions)
- Section 403(r)(3)(B)(i) of the Federal Food, Drug, and Cosmetic Act (FFDCA)","FDA's regulatory framework for approving health claims related to dietary fats and oils, particularly concerning the relationship between unsaturated fatty acids and coronary heart disease risk","Approve a new health claim stating that oils high in unsaturated fats may reduce the risk of coronary heart disease when replacing saturated fat, as part of a healthy diet
","- Scientific evidence supports a favorable association between dietary intake of unsaturated fatty acids and reduced risk of coronary heart disease (CHD).
- The petition includes over 80 peer-reviewed human intervention and observational studies.
- FDA had previously approved a similar claim for canola oil, and this request seeks to broaden it to include soybean, sunflower, corn, and other vegetable oils.
- Approval would improve public health messaging by aligning dietary guidance with regulatory standards",8/4/2017,,2025-10-15,1.0,,,"Not Provided – This is an interim response only confirming the petition was filed. No substantive justification or evaluation is included.
",,no decision,2017,3256.0,
fda-2017-p-4791,FDA-2017-P-4791-0001_Citizen_Petition_from_Hyman__Phelps____McNamara__P.pdf,2017-08-08,True,original petition,"Hyman, Phelps & McNamara, P.C.",law/consulting,"- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.3(b)
- 21 C.F.R. § 314.94(a)(9)(iii)
- Section 505(b)(2) of the Federal Food, Drug, and Cosmetic Act (FDCA)
- FDCA § 736(a)(2)(A)
- FDCA § 736(a)(3)(A)
- FDCA § 736(a)(3)(B)
- FDCA § 736(i)
- 21 C.F.R. § 25.31
- 21 C.F.R. § 10.30(b)","Assignment of a Therapeutic Equivalence (TE) Code in the FDA’s Orange Book for Exela’s NDA 209463 (Pantoprazole Sodium for Injection, 40 mg/vial)
","FDA should assign a TE Code of “AP” to Exela’s Pantoprazole Sodium for Injection (NDA 209463) in the Orange Book
","- Exela’s product is pharmaceutically equivalent and bioequivalent to Wyeth’s PROTONIX I.V. (NDA 020988).
- Exela’s NDA 209463 was approved under FDCA § 505(b)(2) due to a formulation difference (absence of edetate disodium).
- FDA waived the requirement for in vivo bioequivalence studies.
- Assignment of the TE Code would exempt Exela from certain user fees.",2/1/2018,,2025-10-15,1.0,,,"- FDA cited the need to address other Agency priorities as the reason for not yet resolving the petition.
- FDA affirmed it would respond as soon as possible.",,no decision,2017,2990.0,
