File ID,Petition File Name,Date of Petition,Petition Source Year,Was_Withdrawn,Document Type,Submitter,Submitter Type,Petition Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Interim Response Date,Final Decision,Last Response Date,Count of Interim,Responding FDA Center (of Final Decision),Responses Cited Statutes or Regulations,Justification for Interim Response,Justification for Final Response,Cleaned Final Decision,Received Final Decision,Response Time (Days),Cleaned FDA Responding Center,Responding Center Grouped
fda-2018-p-3535,FDA-2018-P-3535-0001_Petition_from_Norbrook_Laboratories_Limited.pdf,2018-09-17,2018,False,original petition,Norbrook Laboratories Limited,advocacy/academic,"- Section 512(n)(3)(A) of the Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 314.93
- 21 C.F.R. § 25.15 and § 25.30(h) (Environmental Impact)",The petitioner is commenting on the approval of a generic new animal drug product that differs in dosage form from the referenced listed new animal drug (RLNAD) — a change from chewable tablet to oral solution. ,"Approval of an Abbreviated New Animal Drug Application (ANADA) for Pimobendan 4 mg/mL Oral Solution, which differs from the RLNAD (Vetmedin® Chewable Tablets) in dosage form. ","- The generic product contains the same active ingredient (pimobendan) and is intended for the same species (canine).
- It has the same route of administration and dosage per treatment.
- The only difference is in dosage form (oral solution instead of chewable tablet), and all excipients are used in other approved animal drugs.
- The petitioner also intends to meet all bioequivalence requirements, and no changes are made to labeling except those necessary due to the form difference. ",,,2025-10-15,0.0,,,,,no decision,False,2585.0,pending,pending
fda-2018-p-3597,FDA-2018-P-3597-0001_Citizen_Petition_from_Arent_Fox_LLP.pdf,2018-09-21,2018,False,original petition,Arent Fox LLP,law/consulting,"- Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 C.F.R. §§ 10.25(a), 10.30(b), 314.161, 314.122, 314.162","Determination of whether Lotrimin® (Clotrimazole 1% topical solution), NDA No. N017613, was withdrawn from the market for reasons of safety or effectiveness",The petitioner requests that the FDA determine whether NDA No. N017613 was voluntarily withdrawn for reasons of safety or effectiveness,"- NDA No. N017613 appears in the “Discontinued” section of the Orange Book
- ANDA No. A074580, referencing NDA No. N017613, continues to be marketed and used for bioequivalence
- Petitioner is unaware of any safety or efficacy reasons for its withdrawal
- FDA has previously ruled similar products (e.g., Mycelex® NDA No. N018181) were not withdrawn for safety or efficacy concerns
- Seeks clarity to facilitate ANDA submissions based on RLD Lotrimin®",,Approved,2019-02-15,0.0,"Center for Drug Evaluation and Research (CDER)
","- Orange Book – Specifically, the “Discontinued Drug Product List of Approved Drug Products With Therapeutic Equivalence Evaluations” is cited. No specific statutes or CFR regulations are mentioned
",,"- Based on its records, FDA determined that LOTRIMIN (clotrimazole) topical solution was not withdrawn for safety or effectiveness reasons.
- Thus, it will remain listed in the Orange Book with therapeutic equivalence evaluations",approved,True,147.0,CDER,CDER
fda-2018-p-3599,FDA-2018-P-3599-0001_Citizen_Petition_from_AuroMedics_Pharma_LLC.pdf,2018-09-21,2018,False,original petition,AuroMedics Pharma LLC,industry/corporation,"21 CFR §§ 10.30, 10.20, 10.25(a), 314.122, 314.161, 314.94(a)(9)(iii), 314.99; 21 CFR § 25.31(a) (Environmental impact exclusion)",Determination whether original formulation of Kenalog®-10 (NDA 012041) was discontinued for safety or efficacy reasons,"- FDA should determine that the original formulation of NDA 012041 was not discontinued for safety or efficacy reasons.
- FDA should determine that this original formulation may be cited as the Reference Listed Drug (RLD) for an ANDA submission.","- The petition argues that the proposed generic contains the same active and inactive ingredients in the same concentration and dosage form as the original formulation.
- Precedents are cited, such as Kenalog®-40, Zosyn®, and Sandostatin®, where FDA accepted previously discontinued formulations as reference products for ANDAs, provided the discontinuation was not due to safety or efficacy concerns.
- The CMC Supplement S-043 for NDA 012041, approved on Oct. 26, 2015, was for global harmonization and had no impact on safety or efficacy.",2019-03-20 00:00:00,Approved,2021-07-04,1.0,"Center for Drug Evaluation and Research (CDER)
","- 21 U.S.C. § 355(j) (FD&C Act section 505(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(9)(ii) and (iii)
- 21 CFR § 314.127(a)(8)(ii)(B)
- 21 CFR § 314.122(a)
- 21 CFR § 314.161(a)(1)
- 21 CFR § 314.99(b)","- The petition requested that FDA (1) determine whether the original formulation of Kenalog-10 (NDA 12041) was discontinued for safety or effectiveness reasons, and (2) accept ANDAs referencing the original formulation.
- FDA cited the need to address other Agency priorities before making a decision","- FDA found no evidence that the original formulation of Kenalog-10 (approved prior to October 23, 2015) was discontinued for reasons of safety or effectiveness.
- FDA independently reviewed relevant literature and adverse event data and found no concerns related to the prior formulation.
- FDA confirmed it may accept and approve ANDAs duplicating the discontinued Kenalog-10 formulation, provided they meet applicable statutory and regulatory requirements.
- FDA may waive certain regulatory requirements under 21 CFR § 314.99(b), specifically regarding inactive ingredients in parenteral drugs, if justified by safety and regulatory precedent.",approved,True,1017.0,CDER,CDER
fda-2018-p-3616,FDA-2018-P-3616-0001_Citizen_Petition_from_Suven_Life_Sciences_Limited.pdf,2018-09-21,2018,False,original petition,Suven Life Sciences Limited,industry/corporation,"- Federal Food, Drug, and Cosmetic Act
- 21 C.F.R. § 10.30
- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 314.94(a)(3)
- FDC Act § 505(j)","The petitioner is commenting on the current designation of the reference standard (RS) for Chloroquine Phosphate Tablets 250 mg (EQ 150 mg base), specifically the reference standard status of the drug listed under ANDA 083082 (held by HIKMA Pharmaceuticals).","The petitioner requests that the FDA designate the approved generic product CHLOROQUINE PHOSPHATE TABLETS 250 MG (EQ 150 mg base) held by NATCO PHARMA LIMITED (ANDA 091621) as the new Reference Standard (RS) due to limited availability of the current RS.
","- Current RS (ANDA 083082) held by Hikma Pharmaceuticals has very limited availability, making it hard for ANDA applicants to obtain sufficient quantities for developmental studies.
- ARALEN (the RLD) has been discontinued.
- NATCO’s product (ANDA 091621) is the most marketed generic equivalent and is therapeutically equivalent to the discontinued RLD.
- FDA guidance allows designation of a new RS in cases of unavailability or limited supply.
- Supporting data includes Orange Book listings, MAT (Moving Annual Total) market data, NDC directory, and a statement on sample unavailability.",2019-03-19 00:00:00,Approved,2020-02-19,1.0,"Center for Drug Evaluation and Research (CDER)
","- 21 U.S.C. § 355(j) (FD&C Act section 505(j))
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- Abbreviated New Drug Applications and 505(b)(2) Applications (81 FR 69580 at 69619, October 6, 2016)","- The petition requested designation of a new reference standard for chloroquine phosphate tablets 250 mg (EQ 150 mg base).
- FDA stated that due to other Agency priorities and demands on resources, a decision has not yet been made
","- The current reference standard (ANDA 083082) was no longer marketed and should be moved to the Discontinued Drug Product List.
- The proposed alternative, ANDA 091621, is therapeutically equivalent and currently marketed.
- Commercial and regulatory data supported selecting a new reference standard to ensure availability for bioequivalence studies
",approved,True,516.0,CDER,CDER
fda-2018-p-3640,FDA-2018-P-3640-0001_Citizen_Petition_from_Information_Technology_and_I.pdf,2018-09-24,2018,False,original petition,Information Technology and Innovation Foundation (ITIF),advocacy/academic,"- Section 403 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 343)
- 21 C.F.R. § 10.30 (regarding rulemaking petitions)","Use of the term ""Non-GMO"" and the Non-GMO Project’s butterfly logo on consumer food labeling, implying health/safety risks, which ITIF claims are scientifically unfounded and misleading
","- Prohibit the use of the term ""Non-GMO"" on consumer foods and goods
- Require distributors to revise labeling to remove ""Non-GMO"" claims and the Non-GMO Project butterfly logo","- The ""Non-GMO"" label is misleading, lacks scientific basis, and falsely implies health/safety risks.
- Labels convey a false distinction between GMO and non-GMO products.
- The butterfly logo misbrands food by suggesting GMO foods are unsafe, despite scientific consensus on their safety.
- The Non-GMO Project's classification system is arbitrary and deceptive.
- Labeling even appears on items that could never be genetically modified (e.g., salt), further misleading consumers.
- The practice violates the prohibition on false or misleading labeling under the Food, Drug, and Cosmetic Act
",2019-05-24 00:00:00,,2025-10-15,2.0,,,"- FDA has not been able to reach a decision due to other agency priorities and limited resources.
- The petition requested a regulation to prohibit the term “Non-GMO” on labeling of consumer foods and goods",,no decision,False,2578.0,pending,pending
fda-2018-p-3666,FDA-2018-P-3666-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,2018-09-25,2018,False,original petition,"Fresenius Kabi USA, LLC",industry/corporation,"- 21 CFR 10.30
- 21 CFR 320.22(b)
- Federal Food, Drug, and Cosmetic Act","Designation of therapeutic equivalence (with an ""AP"" rating) of Fresenius Kabi’s Indomethacin Injection (NDA 022536) to the RLD Indocin® Indomethacin Sodium Injection (NDA 018878) by Recordati Rare Diseases, Inc.","FDA is requested to designate Fresenius Kabi USA's Indomethacin Injection, 1 mg/5 mL (NDA 022536), as a therapeutic equivalent with an “AP” rating to the RLD Indocin® (NDA 018878).","- FK USA’s product is pharmaceutically and therapeutically equivalent to the RLD.
- Side-by-side comparison shows identical strength, route, dosage form, active ingredient, and labeling indications.
- Differences in excipients are minor and do not affect pH or stability.
- Waiver granted for in-vivo bioequivalence based on 21 CFR 320.22(b), applicable to sterile IV solutions.
- Literature and data support that excipient differences do not impact pharmacokinetics.
- NDA 022536 relied on RLD and literature for safety and efficacy data.",2019-03-21 00:00:00,Denied,2022-03-11,1.0,"Center for Drug Evaluation and Research (CDER)
","- 21 CFR 314.3(b)
- Section 505 of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 355) ","- The FDA has not made a decision due to other Agency priorities and numerous demands on the Agency’s resources.
- The petition requested assignment of a therapeutic equivalence evaluation code of ""AP"" to a specific indomethacin injection formulation (1 mg/5 mL, NDA 022536)
","- The requested reference drug, Indocin (NDA 018878), is no longer marketed and was removed from the active list in the Orange Book in 2011.
- Products listed in the Discontinued Drug Product List cannot be assigned Therapeutic Equivalence (TE) Codes.
- Therefore, a TE Code (""AP"") cannot be assigned to Indomethacin with respect to Indocin.",denied,True,1263.0,CDER,CDER
fda-2018-p-3672,FDA-2018-P-3672-0001_Citizen_Petition_from_Zoetis_Inc_.pdf,2018-09-25,2018,False,original petition,Zoetis Inc.,industry/corporation,"Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FFDCA); 21 CFR 25.30(h); 21 CFR 25.21",Suitability Petition submission for an Abbreviated New Animal Drug Application (ANADA) for a different dosage form of an already approved product,"FDA approval to file an ANADA for a granular formulation of Generic “Nicarbazin 25% Type A Medicated Article” instead of the existing powdered dosage form
","The proposed formulation improves product handling by reducing dust, minimizing explosion risk, and enhancing flowability. It is more compatible with current manufacturing technologies and provides safety benefits for users and handlers compared to the powder blend. Both products contain the same active ingredient, with changes limited to dosage form and excipients
",,,2025-10-15,0.0,,,,,no decision,False,2577.0,pending,pending
fda-2018-p-3691,FDA-2018-P-3691-0001_Citizen_Petition_from_Avanthi__LLC_.pdf,2018-09-27,2018,False,original petition,"Avanthi, LLC",industry/corporation,"- 21 CFR §§ 10.25(a) and 10.30
- 21 CFR § 314.161
- Also references 21 CFR §§ 314.122, 314.162","Discontinuation of Chlor-Trimeton® (Chlorpheniramine Maleate) Extended-Release Tablets 8 mg, NDA #007638 held by Bayer Healthcare LLC from the market and whether it was for safety or effectiveness.",FDA is requested to make a determination on whether Chlor-Trimeton® has been voluntarily withdrawn from the market for reasons of safety or effectiveness.,"The petitioner noted that the drug appears to have been discontinued from marketing, as indicated in the electronic Orange Book (accessed September 25, 2018). Therefore, FDA determination is needed.
",,Approved (Determination Issued),2019-04-02,0.0,"Center for Drug Evaluation and Research (CDER)
","- FDA references the Approved Drug Products With Therapeutic Equivalence Evaluations (Orange Book).
- No specific CFR or U.S. Code citations are mentioned, but the context refers to regulatory listings in the Orange Book",,"- FDA reviewed its records and found that Chlor-Trimeton Allergy 12 Hour (chlorpheniramine maleate) 8 mg was not withdrawn from sale due to safety or effectiveness issues.
- As such, the drug will remain in the Discontinued Drug Product List.",approved,True,187.0,CDER,CDER
fda-2018-p-3709,FDA-2018-P-3709-0001_Citizen_Petition_from_Jennifer_Nelson_Redacted.pdf,2018-09-28,2018,False,original petition,Jennifer Nelson,individual,"- 21 C.F.R. § 10.30 (Citizen Petition regulation)
- 21 C.F.R. § 895.21 (Procedures for banning a device)",The ongoing marketing and usage of Permanent Cautery Instruments (Spatula and Hook) for all Da Vinci robotic surgeries manufactured by Intuitive Surgical. The petitioner references prior FDA recalls and enforcement actions related to these devices.,The petitioner requests the FDA to ban the use of Permanent Cautery Instruments for the Da Vinci robotic surgical system in all surgeries across the United States.,"- Cites ongoing malfunctions, injuries, and deaths associated with the devices, as recorded in the FDA MAUDE database.
- Refers to known design defects acknowledged by the manufacturer.
- Cites historical FDA warning letters indicating violations by the manufacturer.
- Highlights potential for severe thermal injury due to arcing and electric current leakage.
- Expresses concern over lack of Active Electrode Monitoring (AEM) in the device design.
- Personal experience as a victim of device failure underscores the urgency for FDA intervention.",2019-03-04 00:00:00,Denied,2022-07-12,1.0,"Center for Devices and Radiological Health (CDRH)
","- 21 CFR 10.30(e)(3)
- 21 CFR 876.1500
- Section 516 of the FD&C Act (21 U.S.C. 360f)
- Section 501(g) of the FD&C Act (21 U.S.C. 351(g))
- Section 520(g) of the FD&C Act (21 U.S.C. 360j(g))
- 21 CFR 895.21(a)(1)
- 21 CFR 895.25
- 21 CFR 7.3(g), 7.3(m)(2)
- 21 CFR 820.30(c)","- The petition raises issues requiring further review and analysis by FDA officials.
- Therefore, the FDA has issued an interim response and committed to reply again once a decision is reached
","- The FDA concluded that the Permanent Cautery Instruments for Da Vinci Robotic Surgeries do not present an “unreasonable and substantial risk of illness or injury that cannot be remedied by labeling.”
- Cited MDRs show very low rates of adverse events with no confirmed injuries.
- Intuitive Surgical’s patent filings do not establish a design defect or safety issue.
- The cited study on leakage currents supports current use-life limitations and existing safeguards (e.g., kill switch) on instruments.
- AEM (Active Electrode Monitoring) technology was evaluated and found to offer no additional mitigation for the types of failures cited.
- FDA noted that the referenced recalls and regulatory actions did not demonstrate systemic or unresolved safety concerns; post-recall and inspection processes were appropriately followed and closed.
- FDA’s systematic review found the Da Vinci system had equal or better safety profiles compared to traditional surgery.
- The 2013 recall and subsequent inspections did not reveal deficiencies warranting a ban.",denied,True,1383.0,CDRH,CDRH
fda-2018-p-3730,FDA-2018-P-3730-0001_Citizen_Petition_from_Aizant_Drug_Research_Solutio.pdf,2018-10-01,2018,False,original petition,Aizant Drug Research Solutions Pvt. Ltd.,law/consulting,"- Section 505(j)(2)(C) of the Federal Food, Drug and Cosmetic Act
- 21 C.F.R. § 314.93
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (environmental impact)
- 21 C.F.R. § 10.30(b) (economic impact)",Discontinuation status of ESBRIET (pirfenidone) Tablets 534 mg under NDA #208780,"Requesting FDA to determine that ESBRIET (pirfenidone) Tablets 534 mg was not discontinued for reasons of safety or efficacy, and therefore is eligible for submission of an ANDA for the same strength.
","- ESBRIET 534 mg tablets are currently marked as ""Discontinued"" in the Orange Book and drugs@fda.gov.
- Other strengths (267 mg and 801 mg) are still marketed.
- No evidence provided that the 534 mg strength was withdrawn for safety or efficacy reasons.
- Seeks FDA confirmation to allow ANDA submissions for all three strengths, including the 534 mg version.",,Approved (Determination Issued),2019-02-04,0.0,"Center for Drug Evaluation and Research (CDER)
","- 21 U.S.C. §355(j)(7)
- 21 CFR 314.161
- 21 CFR 314.162",,"- The FDA reviewed the citizen petition and other information related to Esbriet (pirfenidone) 534 mg tablets.
- Determined that the drug was not withdrawn for safety or effectiveness reasons.
- Based on this, the drug remains listed in the “Discontinued Drug Product List” section of the Orange Book and can be referenced in Abbreviated New Drug Applications (ANDAs).
- Petition did not provide sufficient data or evidence to contradict this conclusion.
- The agency’s review also included publicly available data and product usage records confirming no safety or efficacy-related withdrawal occurred
",approved,True,126.0,CDER,CDER
fda-2018-p-3742,FDA-2018-P-3742-0001_Citizen_Petition_from_Pharmacmechanics.pdf,2018-10-01,2018,False,original petition,"Saeed Qureshi, Ph.D., Principal at Pharmacmechanics",industry/corporation,"- 21 CFR 111.320
- 21 CFR 820.72
- 21 CFR 211.194(a)(2)
- USP General Chapter <711>
- References to several FDA guidance documents from 1997, 2017, and 2018","Guidance documents and regulatory recommendations concerning dissolution testing of immediate-release solid oral dosage forms, specifically those involving basket and paddle apparatuses","Withdrawal of the following guidance documents and regulatory references:
1. 2018 FDA Guidance on Dissolution Testing
2. 2017 Guidance on Waiver of In Vivo Bioavailability Studies
3. 1997 Guidance on Dissolution Testing
4. FDA’s Dissolution Methods Database","The petitioner argues that the drug dissolution testers used (paddle and basket apparatuses) have not been validated as required under cGMP regulations. As a result, dissolution data from these unvalidated testers are unreliable and may provide a false sense of product quality to consumers. The FDA’s reliance on these tools, according to the petitioner, leads to non-GMP-compliant practices and potentially inaccurate quality assessments of drug products
",2019-03-29 00:00:00,Denied,2022-09-08,1.0,"Center for Drug Evaluation and Research (CDER)
","- 21 CFR 211.194(a)(2)
- 21 CFR 211.160(b)(4)
- ICH Q4B Evaluation and Recommendation of Pharmacopoeial Texts for Use in the ICH Regions (November 2007)
- ICH Q4B Annex 7(R2) Dissolution Test General Chapter (June 2011)
- ICH Q2(R1) Validation of Analytical Procedures (November 2005)
- USP General Chapters: <711>, <1092>
- ASTM Standard E2503 (2007)","The petition raises complex issues requiring extensive review and analysis by FDA officials, hence the need for more time before issuing a final decision.

","- FDA concluded that dissolution testing methods are scientifically valid and properly supported by guidance, standards, and compendial references.
- Apparatus used in testing are qualified and methods are validated according to cGMP.
- USP chapters and international harmonization through ICH demonstrate acceptance and standardization of the dissolution procedures.
- The claim that dissolution testers have never been validated misunderstands the distinction between method validation and instrument qualification.
- FDA affirmed that dissolution methods are not intended to identify unknown samples, but to assess quality and consistency.
- The FDA also reiterated that method verification is required for lab usage, even if a USP method is applied.
- FDA guidance documents and the Dissolution Methods Database remain valid and scientifically appropriate.",denied,True,1438.0,CDER,CDER
fda-2018-p-3746,FDA-2018-P-3746-0001_Citizen_Petition_from_BF_Innovation_Inc_on_behalf_.pdf,2018-10-01,2018,False,original petition,BF Innovation Inc.,industry/corporation,"- Federal Food, Drug, and Cosmetics Act (""FDC Act"")
- 21 C.F.R. § 10.30","FDA’s designation of Reference Standards (RS) in the Orange Book, specifically the unavailability of the current RS (N019957 by Fougera Pharmaceuticals Inc.) for Fluticasone Propionate Ointment 0.005%
","Request FDA to designate Fluticasone Propionate Ointment 0.005% (Application No: A076668) by Perrigo New York Inc. as an additional Reference Standard (RS) to support ANDA submissions 
","- The current RS (Fougera’s product) is not available for sale.
- IMS data shows Perrigo’s version is the market leader in unit sales in 2017.
- Availability of an alternative RS would facilitate bioequivalence studies necessary for ANDA submissions and help avoid delay in generic drug development. ",,Dismissed (moot),2018-10-23,0.0,"Center for Drug Evaluation and Research (CDER)
","Not Mentioned
",,"The petitioner requested that FDA designate fluticasone propionate ointment 0.005% (ANDA 076668 by Perrigo) as the reference standard in the Orange Book. The FDA had already updated the Orange Book to list Perrigo’s ANDA as the reference standard and moved NDA 019957 (previously listed) to the discontinued section. Therefore, the petition was dismissed as moot.

",dismissed (moot),True,22.0,CDER,CDER
fda-2018-p-3770,FDA-2018-P-3770-0001_Citizen_Petition_from_Luitpold_Pharmaceuticals_Inc.pdf,2018-09-04,2018,False,original petition,Luitpold Pharmaceuticals Inc.,industry/corporation,"- Section 505(j)(2)(C) of the FDCA
- 21 C.F.R. §§ 10.20, 10.30, and 314.93","Suitability for submission of an ANDA for Levocarnitine Injection, 200 mg/mL, 20 mL Single Dose Vial","FDA approval of a Suitability Petition declaring that Levocarnitine Injection, 200 mg/mL (20 mL Single Dose Vial) is suitable for submission in an ANDA
","- Existing RLD (Carnitor®) is in 5 mL vials; proposed 20 mL vial would improve convenience.
- Supports FDA’s goal of increasing generic competition.
- Reduces sterility risk and vial usage for heavier patients (e.g., those over 60 kg often need >3,000 mg).
- The proposed change does not affect drug concentration, dosage form, or route of administration.
- Same active/inactive ingredients and therapeutic effect as RLD.",,Approved,2020-10-16,0.0,"Center for Drug Evaluation and Research (CDER)
","- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)
- 505(j)(2)(A) and (B)
- 505(j)(2)(A)(iv)",,"- The proposed change in strength does not raise questions of safety or effectiveness.
- The dosage form, route, and indication are the same as the listed drug.
- The change is consistent with existing labeling and dosing recommendations.
- If bioequivalence is shown, it can be expected to have the same therapeutic effect.
- No new investigations are required to demonstrate safety or efficacy for the proposed strength",approved,True,773.0,CDER,CDER
fda-2018-p-3786,FDA-2018-P-3786-0001_Citizen_Petition_from_Hyman__Phelps___McNamara_PC.pdf,2018-10-03,2018,False,original petition,"Hyman, Phelps & McNamara, P.C.",law/consulting,"- 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FDC Act)
- 21 C.F.R. § 314.93
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.31 (Environmental Impact)
- FDC Act § 505B(a)(1)(A) (PREA compliance reference)","Determination of suitability for submission of an Abbreviated New Drug Application (ANDA) for a new strength of an existing Reference Listed Drug (RLD): Janumet XR
","FDA is requested to determine that Metformin/Sitagliptin 750 mg/50 mg is suitable for submission as an ANDA based on Janumet XR as the RLD. The new product introduces an intermediate strength not currently marketed
","- The new strength (750 mg Metformin/50 mg Sitagliptin) offers dosing flexibility.
- Current Janumet XR strengths are limited to 500/50 mg, 1000/50 mg, and 1000/100 mg.
- Introducing a 750 mg strength allows finer dose titration, improved adherence, and reduces risk of dosing errors.
- Addresses patient needs who are already on 750 mg of metformin (e.g., Glucophage XR users).
- Does not raise new safety or efficacy questions; other conditions remain the same as the RLD.
- Petition claims exemption from Pediatric Research Equity Act (PREA) because this is only a strength change",,Approved,2023-06-13,0.0,"Center for Drug Evaluation and Research (CDER)
","- Section 505(j)(2)(C) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- Section 505(j)(2)(A) and (B)
- Section 505(j)(2)(A)(iv)
- 21 CFR 314.94(a)(3)(iii)",,"- The proposed strength differs from the listed drug but does not pose questions of safety or effectiveness.
- The use, dosage form, route, and indication are the same as the reference drug.
- If bioequivalence is demonstrated, the product is expected to have the same therapeutic effect.
- No additional investigations are necessary to demonstrate safety or efficacy
",approved,True,1714.0,CDER,CDER
fda-2018-p-3806,FDA-2018-P-3806-0001_Citizen_Petition_from_Greg_Grillo_Redacted.pdf,,2018,False,original petition,"Dr. Greg Grillo, DDS, and more than 375 dental professionals and other citizens",individual,"- 21 C.F.R. §§ 10.25(a) and 10.30
- Federal Food, Drug and Cosmetic Act (FDC Act)
- 21 C.F.R. § 25.31 (Environmental impact exemption)","The current FDA classification and regulatory status of oral moisturizer products marketed for dry mouth that linger in the mouth, especially regarding their formulation safety
","The FDA should regulate oral moisturizer products marketed for mitigation, treatment, or prevention of dry mouth as drugs or devices under the FDC Act and ensure their formulations are safe—specifically, requiring a pH level that does not risk demineralization or erosion of teeth
","- Many currently marketed dry mouth products have dangerously low pH (as low as 2.9), which can lead to tooth demineralization, erosion, and cavities.
- Scientific studies (Delgado & Olafsson, 2017 & 2018) show products with pH below 5.5 are erosive, and safe pH should be around 6.7 or higher.
- These products are often marketed for frequent or prolonged oral use, increasing the risk to consumers—particularly those already vulnerable due to dry mouth (xerostomia).
- The regulatory status of these products is unclear, and most do not meet legal requirements for classification as drugs or devices",,,2025-10-15,,,,,,no decision,False,,pending,pending
fda-2018-p-3825,FDA-2018-P-3825-0001_Citizen_Petition_from_Pei_Wei_Asian_Diner__LLC_.pdf,2018-10-08,2018,False,original petition,"Pei Wei Asian Diner, LLC",industry/corporation,"- 21 C.F.R. § 10.30
- 21 U.S.C. § 371(a) and § 371(h)
- 21 U.S.C. § 393(b)(2)(A)
- 21 C.F.R. § 101.11(a), (b)(2)(i)-(ii), (c)(3)
- 21 C.F.R. § 101.13(b)(1)
- 21 C.F.R. § 101.10
- 21 C.F.R. § 10.115(g)(1)
- 21 C.F.R. § 25.32(p)
- 21 C.F.R. § 10.30(b)(3)","The petition comments on current FDA regulations that exempt restaurants (covered establishments) from publicly disclosing ingredient details and substantiation of nutrient content claims unless requested by the FDA.
","1. Amend 21 C.F.R. § 101.11(c)(3) to require covered establishments to provide nutrient substantiation proactively—not only upon request.
2. Issue a Level 1 guidance document recommending that restaurants voluntarily provide ingredient lists for menu items upon request","- Consumers increasingly eat meals away from home and want access to ingredient and nutrient content information.
- Packaged food is subject to more rigorous transparency standards than restaurant food, which is inconsistent.
- Pei Wei's own commissioned study found a majority of consumers strongly desire ingredient transparency.
- Pei Wei argues for equity in labeling standards between packaged food manufacturers and restaurants and commits to voluntarily posting ingredient statements by the end of 2019",2019-04-05 00:00:00,,2025-10-15,1.0,,,"FDA cites inability to reach a decision within the 180-day period due to competing agency priorities and limited resources. It commits to reviewing the petition and considering regulatory amendments in the context of other priorities.

",,no decision,False,2564.0,pending,pending
fda-2018-p-3843,FDA-2018-P-3843-0001_Citizen_Petition_from_Hooman_Noorchashm_Readacted.pdf,2018-10-09,2018,False,original petition,"Hooman Noorchashm, MD, PhD",individual,"21 C.F.R. § 10.30 (under which the petition was submitted)
","FDA's clearance of “contained” laparoscopic power morcellators (e.g., Olympus PneumoLiner) and the continued market availability and use of “uncontained” laparoscopic power morcellators (e.g., by Karl Storz), despite black-box warnings and epidemiological risk data","The petitioner requests that the FDA Commissioner ban all “uncontained” laparoscopic power morcellator devices from use in gynecological operations involving resection of the uterus or associated tumors
","- Recent epidemiological data from Yale University (Desai et al.) shows a 2–10% incidence of occult or missed cancers in symptomatic women undergoing gynecological procedures.
- FDA analysis in 2014 identified a 1 in 350 incidence of occult leiomyosarcomas, leading to a black-box warning on power morcellators.
- Despite this, some surgeons still use uncontained devices, and companies like Karl Storz continue marketing them.
- The availability of a contained device (Olympus PneumoLiner) removes justification for continued use of uncontained techniques.
- Ethical, scientific, and clinical rationale favors a ban due to the severe risk of iatrogenic cancer upstaging.
- Petitioner urges collaboration with CDC officials informed of the data (Drs. Redfield and Briss)",2019-06-24 00:00:00,Denied,2020-12-30,1.0,"Center for Devices and Radiological Health (CDRH)
","- 21 C.F.R. § 10.30(e)(3)
- 21 CFR § 884.4050
- Section 516(a) of the FD&C Act, 21 U.S.C. 360f(a)
- 21 CFR 895.21(a)","FDA is still reviewing and analyzing the issues raised in the petition, which requested banning the use of uncontained laparoscopic power morcellators in gynecological surgeries involving the uterus and associated tumors. This interim response is issued per regulation and final action will be communicated upon completion of the review.

","- FDA determined that uncontained LPMs (Laparoscopic Power Morcellators) in gynecologic surgeries do not present a substantial deception or an unreasonable and substantial risk of illness or injury that cannot be mitigated through labeling changes.
- FDA has issued multiple communications and updated labeling guidance since 2014 to reduce the risks associated with LPM use.
- The agency found that enhanced labeling requirements, including use of containment systems and appropriate patient selection, are sufficient mitigations.
- The petitioner’s request did not meet the statutory criteria for a device ban.",denied,True,813.0,CDRH,CDRH
